 Date Time CO NO2 CHX NO
 06.03.13 12:00 0.07 0.18 1.50 0.08
 -------- 13:00 0.09 0.17 1.53 0.08
 -------- 14:00 0.07 0.17 1.50 0.07
 -------- 15:00 0.09 0.21 1.50 0.10
 -------- 16:00 0.09 0.24 1.53 0.14
 06.03.13 17:00 0.11 0.28 1.57 0.18
 -------- 18:00 0.12 0.29 1.56 0.14
 -------- 19:00 0.14 0.29 1.57 0.12
 -------- 20:00 0.11 0.26 1.56 0.12
 -------- 21:00 0.13 0.28 1.55 0.13
 06.03.13 22:00 0.13 0.30 1.53 0.18
 -------- 23:00 0.13 0.23 1.53 0.11
 -------- 00:00 0.09 0.16 1.48 0.07
 -------- 01:00 0.07 0.13 1.44 0.03
 -------- 02:00 0.06 0.12 1.44 0.03
 07.03.13 03:00 0.06 0.11 1.43 0.02
 -------- 04:00 0.06 0.12 1.45 0.02
 -------- 05:00 0.07 0.15 1.46 0.04
 -------- 06:00 0.12 0.21 1.51 0.09
 -------- 07:00 0.11 0.19 1.50 0.07
 07.03.13 08:00 0.09 0.15 1.48 0.04
 -------- 09:00 0.09 0.18 1.49 0.04
 -------- 10:00 0.08 0.15 1.47 0.05
 -------- 11:00 0.06 0.11 1.43 0.05
 -------- 12:00 0.05 0.08 1.42 0.04
 07.03.13 13:00 0.04 0.07 1.40 0.03
 -------- 14:00 0.10 0.09 1.43 0.04
 -------- 15:00 0.06 0.09 1.42 0.04
 -------- 16:00 0.05 0.09 1.42 0.02
 -------- 17:00 0.05 0.09 1.41 0.03
 07.03.13 18:00 0.04 0.09 1.40 0.02
 -------- 19:00 0.06 0.12 1.42 0.02
 -------- 20:00 0.05 0.15 1.43 0.02
 -------- 21:00 0.06 0.16 1.44 0.02
 -------- 22:00 0.07 0.25 1.51 0.03
 07.03.13 23:00 0.06 0.19 1.45 0.02
 -------- 00:00 0.07 0.25 1.58 0.03
 -------- 01:00 0.06 0.21 1.54 0.02
 -------- 02:00 0.05 0.16 1.46 0.01
 -------- 03:00 0.04 0.15 1.57 0.01
 08.03.13 04:00 0.04 0.12 1.55 0.00
 -------- 05:00 0.04 0.12 1.52 0.01
 -------- 06:00 0.05 0.11 1.41 0.01
 -------- 07:00 0.09 0.16 1.49 0.02
 -------- 08:00 0.09 0.12 1.45 0.02
 08.03.13 09:00 0.09 0.11 1.57 0.02
 -------- 10:00 0.07 0.10 1.48 0.04
 -------- 11:00 0.07 0.09 1.44 0.03
