 Date Time CO SO2 H2S NO2 CHX NO
 03.03.13 12:00 0.07 ---- ---- 0.19 1.63 0.08
 -------- 13:00 0.03 0.01 0.12 0.14 1.53 0.04
 -------- 14:00 ---- 0.02 0.21 0.11 1.47 0.03
 -------- 15:00 0.02 0.02 0.25 0.09 1.47 0.02
 -------- 16:00 ---- 0.01 0.25 0.09 1.45 0.02
 03.03.13 17:00 0.02 0.01 0.25 0.07 1.45 0.01
 -------- 18:00 0.02 0.01 0.38 0.08 1.47 0.01
 -------- 19:00 0.07 0.02 0.38 0.12 1.50 0.01
 -------- 20:00 0.07 0.01 0.29 0.14 1.49 0.01
 -------- 21:00 0.05 0.02 0.29 0.12 1.46 0.00
 03.03.13 22:00 0.04 0.03 0.29 0.12 1.45 0.00
 -------- 23:00 0.04 0.01 0.25 0.10 1.43 0.00
 -------- 00:00 0.04 0.01 0.25 0.08 1.42 0.03
 -------- 01:00 0.05 0.01 0.25 0.08 1.43 0.00
 -------- 02:00 0.03 0.01 0.25 0.07 1.43 ----
 04.03.13 03:00 0.02 0.01 0.25 0.06 1.41 ----
 -------- 04:00 0.03 0.01 0.25 0.05 1.42 ----
 -------- 05:00 0.04 0.01 0.25 0.06 1.44 0.00
 -------- 06:00 0.06 0.01 0.25 0.10 1.46 0.01
 -------- 07:00 0.09 0.01 0.25 0.15 1.58 0.01
 04.03.13 08:00 0.09 0.01 0.25 0.18 1.56 0.02
 -------- 09:00 0.10 0.02 0.25 0.23 1.61 0.06
 -------- 10:00 0.09 0.03 0.25 0.21 1.52 0.07
 -------- 11:00 0.08 0.04 0.29 0.20 1.52 0.08
 -------- 12:00 0.08 0.07 0.42 0.17 1.51 0.07
 04.03.13 13:00 0.06 0.04 0.25 0.15 1.50 0.05
 -------- 14:00 0.07 0.03 0.12 0.12 1.50 0.04
 -------- 15:00 0.07 0.01 ---- 0.10 1.46 0.03
 -------- 16:00 0.05 ---- ---- 0.07 1.43 0.02
 -------- 17:00 0.07 ---- ---- 0.08 1.44 0.01
 04.03.13 18:00 0.07 0.00 ---- 0.10 1.45 0.01
 -------- 19:00 0.06 0.00 ---- 0.11 1.45 0.01
 -------- 20:00 0.09 0.00 ---- 0.13 1.46 0.01
 -------- 21:00 0.07 ---- ---- 0.12 1.47 0.00
 -------- 22:00 0.08 0.00 ---- 0.13 1.46 0.01
 04.03.13 23:00 0.06 0.00 ---- 0.14 1.46 0.00
 -------- 00:00 0.06 0.01 ---- 0.18 1.48 0.01
 -------- 01:00 0.05 0.01 ---- 0.17 1.49 0.00
 -------- 02:00 0.06 0.01 ---- 0.17 1.55 0.00
 -------- 03:00 0.07 0.01 ---- 0.26 1.55 0.04
 05.03.13 04:00 0.06 0.01 ---- 0.28 1.52 0.03
 -------- 05:00 0.09 0.00 ---- 0.29 1.56 0.05
 -------- 06:00 0.19 0.00 0.12 0.30 1.81 0.17
 -------- 07:00 0.48 0.00 0.12 0.39 2.16 0.81
