 Date Time CO NO2 CHX NO
 11.02.13 00:00 0.13 0.04 1.66 0.26
 -------- 01:00 0.08 0.04 1.54 0.21
 -------- 02:00 0.07 0.04 1.57 0.17
 -------- 03:00 0.07 0.03 1.47 0.09
 -------- 04:00 0.10 0.03 1.51 0.12
 11.02.13 05:00 0.11 0.07 1.56 0.17
 -------- 06:00 0.13 0.04 1.51 0.12
 -------- 07:00 0.19 0.06 1.59 0.23
 -------- 08:00 0.23 0.06 1.67 0.19
 -------- 09:00 0.09 0.04 1.53 0.16
 11.02.13 10:00 0.13 0.06 1.60 0.29
 -------- 11:00 0.11 0.06 1.70 0.39
 -------- 12:00 0.15 ---- 1.72 ----
 -------- 13:00 0.13 ---- 1.65 ----
 -------- 14:00 0.12 ---- 1.63 ----
 11.02.13 15:00 0.16 ---- 1.60 ----
 -------- 16:00 0.11 ---- 1.63 ----
 -------- 17:00 0.11 ---- 1.63 ----
 -------- 18:00 0.17 ---- 1.65 ----
 -------- 19:00 0.21 ---- 1.65 ----
 11.02.13 20:00 0.08 ---- 1.58 ----
 -------- 21:00 0.05 ---- 1.55 ----
 -------- 22:00 0.06 ---- 1.53 ----
 -------- 23:00 0.06 ---- 1.53 ----
 -------- 00:00 0.05 ---- 1.53 ----
 12.02.13 01:00 0.02 ---- 1.50 ----
 -------- 02:00 0.02 ---- 1.46 ----
 -------- 03:00 0.02 ---- 1.46 ----
 -------- 04:00 0.03 ---- 1.49 ----
 -------- 05:00 0.09 ---- 1.51 ----
 12.02.13 06:00 0.06 ---- 1.51 ----
 -------- 07:00 0.19 ---- 1.55 ----
 -------- 08:00 0.13 ---- 1.53 ----
 -------- 09:00 0.09 ---- 1.50 ----
 -------- 10:00 0.08 ---- 1.47 ----
 12.02.13 11:00 0.08 ---- 1.46 ----
 -------- 12:00 0.07 ---- 1.45 ----
 -------- 13:00 0.07 ---- 1.42 ----
 -------- 14:00 0.07 ---- 1.43 ----
 -------- 15:00 0.11 ---- 1.45 ----
 12.02.13 16:00 0.07 ---- 1.49 ----
 -------- 17:00 0.08 ---- 1.45 ----
 -------- 18:00 0.10 ---- 1.45 ----
 -------- 19:00 0.07 ---- 1.45 ----
 -------- 20:00 0.05 ---- 1.47 ----
 12.02.13 21:00 0.07 ---- 1.48 ----
 -------- 22:00 0.06 ---- 1.48 ----
