 Date Time CO NO2 CHX NO
 10.11.12 16:00 0.13 0.11 1.53 0.13
 -------- 17:00 0.11 0.13 1.54 0.14
 -------- 18:00 0.16 0.16 1.57 0.18
 -------- 19:00 0.18 0.15 1.58 0.20
 -------- 20:00 0.18 0.14 1.61 0.22
 10.11.12 21:00 0.27 0.15 2.25 0.30
 -------- 22:00 0.23 0.18 1.71 0.37
 -------- 23:00 0.19 0.17 1.65 0.35
 -------- 00:00 0.32 0.19 2.04 0.67
 -------- 01:00 0.44 0.19 2.63 1.00
 11.11.12 02:00 0.35 0.16 2.09 0.77
 -------- 03:00 0.29 0.13 2.03 0.62
 -------- 04:00 0.27 0.11 1.91 0.58
 -------- 05:00 0.17 0.09 1.90 0.28
 -------- 06:00 0.27 0.09 2.18 0.49
 11.11.12 07:00 0.33 0.10 2.42 0.56
 -------- 08:00 0.21 0.10 1.85 0.39
 -------- 09:00 0.11 0.09 1.72 0.17
 -------- 10:00 0.09 0.07 1.68 0.17
 -------- 11:00 0.11 0.08 1.66 0.19
 11.11.12 12:00 0.11 0.08 1.51 0.15
 -------- 13:00 0.09 0.08 1.36 0.15
 -------- 14:00 0.08 0.07 1.16 0.13
 -------- 15:00 0.07 0.06 1.05 0.12
 -------- 16:00 0.09 0.07 0.99 0.12
 11.11.12 17:00 0.08 0.07 0.95 0.13
 -------- 18:00 0.08 0.07 0.90 0.10
 -------- 19:00 0.07 0.05 0.82 0.08
 -------- 20:00 0.05 0.03 0.77 0.07
 -------- 21:00 0.06 0.04 0.69 0.08
 11.11.12 22:00 0.09 0.05 ---- 0.13
 -------- 23:00 0.09 0.04 ---- 0.10
 -------- 00:00 0.07 0.04 ---- 0.12
 -------- 01:00 0.07 0.05 ---- 0.11
 -------- 02:00 0.06 0.03 ---- 0.09
 12.11.12 03:00 0.06 0.03 ---- 0.09
 -------- 04:00 0.05 0.02 ---- 0.08
 -------- 05:00 0.10 0.05 ---- 0.15
 -------- 06:00 0.12 0.07 ---- 0.23
 -------- 07:00 0.14 0.06 ---- 0.20
 12.11.12 08:00 ---- 0.06 ---- 0.20
 -------- 09:00 0.02 0.08 ---- 0.25
 -------- 10:00 ---- 0.07 ---- 0.26
 -------- 11:00 ---- 0.07 ---- 0.26
 -------- 12:00 ---- 0.08 ---- 0.32
 12.11.12 13:00 ---- 0.07 ---- 0.29
 -------- 14:00 ---- 0.07 ---- 0.34
 -------- 15:00 0.02 0.07 ---- 0.36
