 Date Time CO SO2 H2S NO2 CHX NO
 20.09.12 00:00 0.02 ---- ---- 0.18 1.46 0.04
 -------- 01:00 0.02 ---- ---- 0.15 1.44 0.03
 -------- 02:00 ---- ---- ---- 0.11 1.42 0.03
 -------- 03:00 0.02 ---- ---- 0.13 1.49 0.03
 -------- 04:00 0.02 ---- ---- 0.13 1.46 0.04
 20.09.12 05:00 0.04 ---- ---- 0.14 1.46 0.05
 -------- 06:00 0.07 ---- ---- 0.17 1.48 0.10
 -------- 07:00 0.14 ---- ---- 0.17 1.53 0.12
 -------- 08:00 0.14 ---- ---- 0.16 1.54 0.08
 -------- 09:00 0.17 ---- ---- 0.17 1.62 0.12
 20.09.12 10:00 0.18 ---- ---- 0.15 1.56 0.13
 -------- 11:00 0.16 ---- ---- 0.14 1.52 0.10
 -------- 12:00 0.16 ---- ---- 0.15 1.48 0.15
 -------- 13:00 0.17 ---- ---- 0.20 1.51 0.18
 -------- 14:00 0.16 ---- ---- 0.19 1.53 0.16
 20.09.12 15:00 0.14 ---- ---- 0.18 1.47 0.14
 -------- 16:00 0.18 ---- ---- 0.23 1.50 0.15
 -------- 17:00 0.19 ---- ---- 0.26 1.57 0.18
 -------- 18:00 0.22 ---- ---- 0.30 1.59 0.19
 -------- 19:00 0.09 ---- ---- 0.23 1.50 0.05
 20.09.12 20:00 0.19 ---- ---- 0.32 1.69 0.20
 -------- 21:00 0.22 ---- ---- 0.33 1.76 0.26
 -------- 22:00 0.08 ---- ---- 0.25 1.54 0.08
 -------- 23:00 0.05 ---- ---- 0.21 1.47 0.06
 -------- 00:00 0.03 ---- ---- 0.18 1.49 0.05
 21.09.12 01:00 0.02 ---- ---- 0.17 1.45 0.05
 -------- 02:00 0.02 ---- ---- 0.18 1.47 0.07
 -------- 03:00 0.02 ---- ---- 0.15 1.46 0.04
 -------- 04:00 0.04 ---- ---- 0.16 1.47 0.05
 -------- 05:00 0.04 ---- ---- 0.17 1.49 0.08
 21.09.12 06:00 0.09 ---- ---- 0.19 1.52 0.15
 -------- 07:00 0.10 ---- ---- 0.17 1.50 0.09
 -------- 08:00 0.15 ---- ---- 0.18 1.57 0.14
 -------- 09:00 0.17 ---- ---- 0.18 1.62 0.18
 -------- 10:00 0.12 ---- ---- 0.16 1.52 0.15
 21.09.12 11:00 0.13 ---- ---- 0.18 1.55 0.16
 -------- 12:00 0.09 ---- ---- 0.14 1.47 0.10
 -------- 13:00 0.09 ---- ---- 0.10 1.43 0.08
 -------- 14:00 0.08 ---- ---- 0.14 1.42 0.08
 -------- 15:00 0.13 ---- ---- 0.19 1.45 0.15
 21.09.12 16:00 0.11 ---- ---- 0.17 1.51 0.12
 -------- 17:00 0.08 ---- ---- 0.14 1.43 0.04
 -------- 18:00 0.08 ---- ---- 0.19 1.47 0.03
 -------- 19:00 0.25 ---- ---- 0.34 1.71 0.29
 -------- 20:00 0.09 ---- ---- 0.19 1.60 0.10
 21.09.12 21:00 0.13 ---- ---- 0.17 1.52 0.08
 -------- 22:00 0.05 ---- ---- 0.17 1.48 0.07
 -------- 23:00 0.02 ---- ---- 0.17 1.51 0.04
