 Date Time CO NO2 CHX NO
 28.03.13 00:00 0.10 0.36 1.54 0.06
 -------- 01:00 0.10 0.36 1.54 0.08
 -------- 02:00 0.08 0.33 1.49 0.04
 -------- 03:00 0.09 0.38 1.77 0.13
 -------- 04:00 0.06 0.26 1.51 0.02
 28.03.13 05:00 0.08 0.31 1.51 0.07
 -------- 06:00 0.16 0.34 1.63 0.14
 -------- 07:00 0.20 0.32 1.65 0.13
 -------- 08:00 0.19 0.31 1.62 0.15
 -------- 09:00 0.19 0.29 1.62 0.18
 28.03.13 10:00 0.16 0.27 1.55 0.20
 -------- 11:00 0.14 0.21 1.53 0.14
 -------- 12:00 0.11 0.16 1.54 0.09
 -------- 13:00 0.09 0.15 1.48 0.08
 -------- 14:00 0.11 0.14 1.49 0.08
 28.03.13 15:00 0.07 0.12 1.43 0.05
 -------- 16:00 0.08 0.13 1.45 0.06
 -------- 17:00 0.09 0.13 1.46 0.05
 -------- 18:00 0.08 0.13 1.45 0.03
 -------- 19:00 0.04 0.15 1.43 0.02
 28.03.13 20:00 0.06 0.26 1.51 0.03
 -------- 21:00 0.07 0.34 1.55 0.05
 -------- 22:00 0.07 0.33 1.66 0.04
 -------- 23:00 0.06 0.29 1.68 0.03
 -------- 00:00 0.07 0.36 1.54 0.07
 29.03.13 01:00 0.06 0.33 1.55 0.04
 -------- 02:00 0.08 0.33 1.55 0.04
 -------- 03:00 0.06 0.35 1.49 0.04
 -------- 04:00 0.07 0.38 1.57 0.09
 -------- 05:00 0.16 0.40 1.64 0.28
 29.03.13 06:00 0.25 0.43 1.83 0.41
 -------- 07:00 0.44 0.47 1.98 0.55
 -------- 08:00 0.27 0.47 1.82 0.41
 -------- 09:00 0.26 0.42 1.81 0.35
 -------- 10:00 0.21 0.37 1.69 0.30
 29.03.13 11:00 0.09 0.27 1.56 0.17
 -------- 12:00 0.05 0.19 1.49 0.11
 -------- 13:00 0.03 0.16 1.50 0.10
 -------- 14:00 0.05 0.17 1.49 0.09
 -------- 15:00 0.05 0.16 1.48 0.08
 29.03.13 16:00 0.03 0.16 1.48 0.08
 -------- 17:00 0.07 0.21 1.53 0.13
 -------- 18:00 0.07 0.17 1.47 0.07
 -------- 19:00 0.09 0.20 1.47 0.04
 -------- 20:00 0.15 0.37 1.58 0.09
 29.03.13 21:00 0.26 0.45 1.78 0.33
 -------- 22:00 0.78 0.58 2.46 1.48
 -------- 23:00 0.94 0.64 2.80 2.00
