 Date Time CO SO2 H2S NO2 CHX NO
 24.03.13 12:00 0.06 0.00 0.12 0.08 1.42 0.04
 -------- 13:00 0.05 0.00 0.12 0.07 1.40 0.01
 -------- 14:00 0.04 0.01 0.12 0.06 1.40 0.01
 -------- 15:00 0.05 0.01 0.12 0.06 1.40 0.01
 -------- 16:00 0.05 0.00 0.12 0.06 1.40 0.01
 24.03.13 17:00 0.08 0.00 0.12 0.07 1.43 0.02
 -------- 18:00 0.05 0.00 0.12 0.07 1.40 0.01
 -------- 19:00 0.04 0.00 0.12 0.08 1.42 0.01
 -------- 20:00 0.04 0.00 0.12 0.07 1.41 0.00
 -------- 21:00 0.04 0.00 0.12 0.07 1.41 0.01
 24.03.13 22:00 0.11 0.00 0.12 0.07 1.46 0.01
 -------- 23:00 0.07 0.00 0.12 0.07 1.43 0.01
 -------- 00:00 0.03 0.00 0.12 0.06 1.40 0.00
 -------- 01:00 0.03 0.01 0.12 0.07 1.40 0.01
 -------- 02:00 0.02 0.00 0.12 0.05 1.40 0.00
 25.03.13 03:00 0.02 0.00 0.12 0.05 1.42 0.01
 -------- 04:00 0.02 0.00 0.12 0.05 1.41 ----
 -------- 05:00 0.03 0.00 0.12 0.05 1.41 0.01
 -------- 06:00 0.05 0.00 0.12 0.09 1.44 0.01
 -------- 07:00 0.07 0.00 0.12 0.12 1.46 0.01
 25.03.13 08:00 0.11 0.00 0.12 0.14 1.50 0.02
 -------- 09:00 0.10 0.01 0.12 0.13 1.50 0.04
 -------- 10:00 0.08 0.01 0.12 0.11 1.47 0.03
 -------- 11:00 0.06 0.01 0.12 0.11 1.44 0.03
 -------- 12:00 0.11 0.01 0.12 0.11 1.47 0.03
 25.03.13 13:00 0.06 0.01 0.12 0.11 1.44 0.03
 -------- 14:00 0.07 0.01 0.12 0.10 1.47 0.03
 -------- 15:00 0.07 0.01 0.12 0.12 1.49 0.07
 -------- 16:00 0.07 0.01 0.12 0.10 1.43 0.03
 -------- 17:00 0.07 0.01 0.12 0.13 1.45 0.05
 25.03.13 18:00 0.07 0.01 0.12 0.17 1.50 0.03
 -------- 19:00 0.14 0.01 0.12 0.17 1.54 0.02
 -------- 20:00 0.08 0.01 0.12 0.20 1.51 0.04
 -------- 21:00 0.07 0.01 0.12 0.25 1.52 0.02
 -------- 22:00 0.07 0.01 0.12 0.21 1.57 0.03
 25.03.13 23:00 0.05 0.01 0.12 0.16 1.45 0.03
 -------- 00:00 0.02 0.01 0.12 0.15 1.43 0.01
 -------- 01:00 0.02 0.01 0.12 0.14 1.42 0.02
 -------- 02:00 0.02 0.01 0.12 0.12 1.41 0.01
 -------- 03:00 ---- 0.01 0.12 0.12 1.41 0.00
 26.03.13 04:00 ---- 0.00 0.12 0.11 1.40 0.00
 -------- 05:00 0.02 0.00 ---- 0.15 1.46 0.01
 -------- 06:00 0.03 0.00 0.12 0.18 1.49 0.03
 -------- 07:00 0.11 0.01 0.12 0.16 1.48 0.03
 -------- 08:00 0.25 0.01 0.12 0.21 1.65 0.09
 26.03.13 09:00 0.13 0.01 0.12 0.19 1.56 0.08
 -------- 10:00 0.22 0.01 0.12 0.17 1.56 0.07
 -------- 11:00 0.17 0.01 0.12 0.20 1.56 0.11
