 Date Time CO SO2 H2S NO2 CHX NO
 01.11.12 12:00 0.20 ---- ---- ---- 1.66 ----
 -------- 13:00 0.17 ---- ---- ---- 1.69 ----
 -------- 14:00 0.14 ---- ---- ---- 1.66 ----
 -------- 15:00 0.10 ---- ---- ---- 1.61 ----
 -------- 16:00 0.09 ---- ---- ---- 1.55 ----
 01.11.12 17:00 0.13 ---- ---- ---- 1.57 ----
 -------- 18:00 0.13 ---- ---- ---- 1.64 ----
 -------- 19:00 0.21 ---- ---- ---- 1.63 ----
 -------- 20:00 0.16 ---- ---- ---- 1.56 ----
 -------- 21:00 0.15 ---- ---- ---- 1.62 ----
 01.11.12 22:00 0.12 ---- ---- ---- 1.61 ----
 -------- 23:00 0.07 ---- ---- ---- 1.56 ----
 -------- 00:00 0.05 ---- ---- ---- 1.49 ----
 -------- 01:00 0.04 ---- ---- ---- 1.57 ----
 -------- 02:00 0.03 ---- ---- ---- 1.50 ----
 02.11.12 03:00 0.02 ---- ---- ---- 1.48 ----
 -------- 04:00 0.03 ---- ---- ---- 1.46 ----
 -------- 05:00 0.09 ---- ---- ---- 1.50 ----
 -------- 06:00 0.08 ---- ---- ---- 1.49 ----
 -------- 07:00 0.10 ---- ---- ---- 1.53 ----
 02.11.12 08:00 0.11 ---- ---- ---- 1.50 ----
 -------- 09:00 0.09 ---- ---- ---- 1.51 ----
 -------- 10:00 0.06 ---- ---- ---- 1.47 ----
 -------- 11:00 0.07 ---- ---- ---- 1.48 ----
 -------- 12:00 0.09 ---- ---- ---- 1.49 ----
 02.11.12 13:00 0.07 ---- ---- ---- 1.47 ----
 -------- 14:00 0.07 ---- ---- ---- 1.49 ----
 -------- 15:00 0.06 ---- ---- ---- 1.47 ----
 -------- 16:00 0.06 ---- ---- ---- 1.49 ----
 -------- 17:00 0.07 ---- ---- ---- 1.48 ----
 02.11.12 18:00 0.05 ---- ---- ---- 1.45 ----
 -------- 19:00 0.07 ---- ---- ---- 1.47 ----
 -------- 20:00 0.03 ---- ---- ---- 1.45 ----
 -------- 21:00 0.03 ---- ---- ---- 1.45 ----
 -------- 22:00 0.03 ---- ---- ---- 1.44 ----
 02.11.12 23:00 0.02 ---- ---- ---- 1.43 ----
 -------- 00:00 ---- ---- ---- ---- 1.40 ----
 -------- 01:00 ---- ---- ---- ---- 1.37 ----
 -------- 02:00 ---- ---- ---- ---- 1.43 ----
 -------- 03:00 ---- ---- ---- ---- 1.46 ----
 03.11.12 04:00 ---- ---- ---- ---- 1.47 ----
 -------- 05:00 ---- ---- ---- ---- 1.44 ----
 -------- 06:00 ---- ---- ---- ---- 1.38 ----
 -------- 07:00 0.06 ---- ---- ---- 1.48 ----
 -------- 08:00 0.09 ---- ---- ---- 1.45 ----
 03.11.12 09:00 0.07 ---- ---- ---- 1.48 ----
 -------- 10:00 0.11 ---- ---- ---- 1.53 ----
 -------- 11:00 0.07 ---- ---- ---- 1.49 ----
