 Date Time CO SO2 H2S NO2 CHX NO
 01.04.13 00:00 0.34 0.01 0.25 0.38 1.89 0.42
 -------- 01:00 0.23 0.01 0.25 0.36 1.78 0.20
 -------- 02:00 0.14 0.01 0.25 0.33 1.73 0.06
 -------- 03:00 0.12 0.01 0.25 0.30 1.69 0.09
 -------- 04:00 0.08 0.01 0.25 0.22 1.57 0.01
 01.04.13 05:00 0.08 0.01 0.25 0.22 1.57 0.01
 -------- 06:00 0.09 0.02 0.25 0.24 1.58 0.02
 -------- 07:00 0.12 0.01 0.25 0.23 1.62 0.03
 -------- 08:00 0.10 0.02 0.25 0.21 1.60 0.03
 -------- 09:00 0.08 0.02 0.25 0.20 1.55 0.04
 01.04.13 10:00 0.07 0.01 0.25 0.15 1.55 0.03
 -------- 11:00 0.05 0.01 0.25 0.13 1.50 0.02
 -------- 12:00 0.07 0.01 0.25 0.14 1.51 0.02
 -------- 13:00 0.06 0.01 0.17 0.13 1.48 0.02
 -------- 14:00 0.05 0.00 0.12 0.13 1.45 0.02
 01.04.13 15:00 0.04 0.00 0.12 0.14 1.46 0.02
 -------- 16:00 0.04 0.01 0.12 0.14 1.46 0.02
 -------- 17:00 0.05 0.00 0.12 0.16 1.48 0.03
 -------- 18:00 0.09 0.00 0.12 0.21 1.52 0.04
 -------- 19:00 0.06 0.00 0.12 0.23 1.53 0.05
 01.04.13 20:00 0.08 0.00 0.12 0.24 1.55 0.04
 -------- 21:00 0.13 0.00 0.12 0.26 1.59 0.05
 -------- 22:00 0.15 0.00 0.12 0.23 1.58 0.04
 -------- 23:00 0.06 0.00 0.12 0.21 1.48 0.03
 -------- 00:00 0.07 0.00 0.17 0.26 1.57 0.12
 02.04.13 01:00 0.05 0.00 0.12 0.24 1.55 0.07
 -------- 02:00 0.06 0.00 0.17 0.30 1.64 0.16
 -------- 03:00 0.03 0.00 0.21 0.20 1.54 0.02
 -------- 04:00 0.06 0.00 0.25 0.25 1.64 0.14
 -------- 05:00 0.15 0.01 0.25 0.30 1.66 0.32
 02.04.13 06:00 0.23 0.01 0.25 0.30 1.66 0.42
 -------- 07:00 0.19 0.01 0.25 0.23 1.61 0.20
 -------- 08:00 0.23 0.01 0.25 0.23 1.64 0.23
 -------- 09:00 0.24 0.01 0.25 0.25 1.67 0.28
 -------- 10:00 0.23 0.00 0.25 0.21 1.61 0.18
 02.04.13 11:00 0.17 0.01 0.21 0.20 1.60 0.17
 -------- 12:00 0.18 0.01 0.17 0.20 1.58 0.17
 -------- 13:00 0.17 0.01 0.17 0.21 1.58 0.19
 -------- 14:00 0.16 0.01 0.12 0.21 1.56 0.16
 -------- 15:00 0.13 0.01 0.12 0.18 1.53 0.09
 02.04.13 16:00 0.16 0.01 0.12 0.24 1.55 0.15
 -------- 17:00 0.18 0.01 0.12 0.24 1.57 0.15
 -------- 18:00 0.11 0.01 0.12 0.14 1.50 0.04
 -------- 19:00 0.02 0.01 ---- 0.20 1.53 0.03
 -------- 20:00 0.02 0.01 0.12 0.26 1.55 0.03
 02.04.13 21:00 ---- 0.00 ---- 0.18 1.51 0.02
 -------- 22:00 ---- 0.00 ---- 0.18 1.49 0.02
 -------- 23:00 ---- 0.00 ---- 0.19 1.53 0.01
