 Date Time CO SO2 H2S NO2 CHX NO
 11.05.13 00:00 0.17 0.01 0.25 0.16 1.52 0.01
 -------- 01:00 0.17 0.01 0.25 0.16 1.49 0.01
 -------- 02:00 0.15 0.01 0.25 0.14 1.45 0.01
 -------- 03:00 0.15 0.01 0.25 0.13 1.44 0.01
 -------- 04:00 0.17 0.01 0.25 0.17 1.50 0.02
 11.05.13 05:00 0.29 0.01 0.25 0.28 1.71 0.23
 -------- 06:00 0.41 0.02 0.38 0.38 1.81 0.46
 -------- 07:00 0.45 0.02 0.38 0.37 1.95 0.39
 -------- 08:00 0.33 0.01 0.38 0.31 1.72 0.22
 -------- 09:00 0.28 0.01 0.29 0.27 1.59 0.14
 11.05.13 10:00 0.24 0.01 0.25 0.23 1.57 0.10
 -------- 11:00 0.23 0.01 0.25 0.23 1.61 0.09
 -------- 12:00 0.19 0.01 0.21 0.16 1.48 0.05
 -------- 13:00 0.17 0.01 0.17 0.15 1.46 0.06
 -------- 14:00 0.16 0.00 0.12 0.15 1.46 0.05
 11.05.13 15:00 0.19 0.01 0.12 0.20 1.48 0.08
 -------- 16:00 0.19 0.00 0.12 0.18 1.63 0.07
 -------- 17:00 0.21 0.01 0.12 0.21 1.61 0.08
 -------- 18:00 0.21 0.01 0.12 0.20 1.54 0.09
 -------- 19:00 0.26 0.01 0.12 0.25 1.60 0.09
 11.05.13 20:00 0.18 0.00 0.12 0.17 1.49 0.03
 -------- 21:00 0.21 0.00 0.21 0.24 1.59 0.04
 -------- 22:00 0.58 0.01 0.25 0.43 2.03 0.43
 -------- 23:00 0.53 0.01 0.33 0.41 2.15 0.45
 -------- 00:00 0.37 0.02 0.33 0.36 1.82 0.31
 12.05.13 01:00 0.28 0.02 0.29 0.33 1.71 0.22
 -------- 02:00 0.23 0.03 0.29 0.27 1.67 0.12
 -------- 03:00 0.19 0.01 0.25 0.25 1.57 0.07
 -------- 04:00 0.33 0.02 0.29 0.33 1.82 0.24
 -------- 05:00 0.37 0.02 0.38 0.34 1.80 0.36
 12.05.13 06:00 0.25 0.01 0.38 0.30 1.76 0.12
 -------- 07:00 0.50 0.02 0.38 0.35 2.03 0.54
 -------- 08:00 0.34 0.01 0.38 0.32 1.85 0.24
 -------- 09:00 0.26 0.01 0.25 0.30 1.76 0.11
 -------- 10:00 0.21 0.01 0.25 0.25 1.62 0.09
 12.05.13 11:00 0.21 0.01 0.12 0.23 1.56 0.08
 -------- 12:00 0.18 0.01 0.17 0.20 1.51 0.07
 -------- 13:00 0.15 0.01 0.12 0.14 1.46 0.04
 -------- 14:00 0.17 0.01 0.12 0.19 1.53 0.07
 -------- 15:00 0.15 0.01 0.12 0.13 1.44 0.04
 12.05.13 16:00 0.18 0.01 0.12 0.17 1.47 0.06
 -------- 17:00 0.19 0.01 0.12 0.19 1.48 0.06
 -------- 18:00 0.15 0.01 0.12 0.12 1.48 0.01
 -------- 19:00 0.15 0.01 0.12 0.12 1.49 0.01
 -------- 20:00 0.17 0.01 0.21 0.13 1.50 0.00
 12.05.13 21:00 0.19 0.01 0.25 0.17 1.57 0.00
 -------- 22:00 0.23 0.01 0.25 0.24 1.64 0.01
 -------- 23:00 0.21 0.01 0.25 0.22 1.67 0.00
