 Date Time CO SO2 H2S NO2 CHX NO
 28.10.12 00:00 0.06 ---- ---- 0.14 1.50 0.17
 -------- 01:00 0.02 ---- ---- 0.07 1.41 0.05
 -------- 02:00 0.02 ---- ---- 0.04 1.40 0.01
 -------- 03:00 ---- ---- ---- 0.04 1.38 0.01
 -------- 04:00 ---- ---- ---- 0.01 1.39 0.00
 28.10.12 05:00 ---- ---- ---- ---- 1.39 0.01
 -------- 06:00 ---- ---- ---- ---- 1.36 0.00
 -------- 07:00 0.03 ---- ---- 0.02 1.39 0.01
 -------- 08:00 0.04 ---- ---- 0.03 1.40 0.01
 -------- 09:00 0.11 ---- ---- 0.06 1.45 0.02
 28.10.12 10:00 0.13 ---- ---- 0.08 1.61 0.02
 -------- 11:00 0.11 ---- ---- 0.10 1.51 0.04
 -------- 12:00 0.09 ---- ---- 0.09 1.45 0.04
 -------- 13:00 0.07 ---- ---- 0.09 1.45 0.04
 -------- 14:00 0.09 ---- ---- 0.10 1.48 0.06
 28.10.12 15:00 0.15 ---- ---- 0.11 1.55 0.07
 -------- 16:00 0.13 ---- ---- 0.10 1.58 0.08
 -------- 17:00 0.15 ---- ---- 0.10 1.60 0.09
 -------- 18:00 0.15 ---- ---- 0.12 1.65 0.13
 -------- 19:00 0.15 ---- ---- 0.10 1.63 0.11
 28.10.12 20:00 0.16 ---- ---- 0.10 1.64 0.10
 -------- 21:00 0.15 ---- ---- 0.07 1.58 0.07
 -------- 22:00 0.10 ---- ---- 0.07 1.49 0.04
 -------- 23:00 0.07 ---- ---- 0.08 1.49 0.05
 -------- 00:00 0.13 ---- ---- 0.09 1.63 0.16
 29.10.12 01:00 0.10 ---- ---- 0.10 1.60 0.10
 -------- 02:00 0.10 ---- ---- 0.09 1.61 0.09
 -------- 03:00 0.03 ---- ---- 0.05 1.43 0.02
 -------- 04:00 0.03 ---- ---- 0.04 1.42 0.02
 -------- 05:00 0.03 ---- ---- 0.04 1.41 0.02
 29.10.12 06:00 0.11 ---- ---- 0.06 1.45 0.05
 -------- 07:00 0.07 ---- ---- 0.07 1.47 0.05
 -------- 08:00 0.05 ---- ---- 0.08 1.53 0.05
 -------- 09:00 0.04 ---- ---- 0.08 1.46 0.05
 -------- 10:00 0.03 ---- ---- 0.09 1.46 0.06
 29.10.12 11:00 0.03 ---- ---- 0.09 1.45 0.05
 -------- 12:00 0.03 ---- ---- 0.10 1.44 0.06
 -------- 13:00 0.02 ---- ---- 0.10 1.44 0.05
 -------- 14:00 0.03 ---- ---- 0.11 1.46 0.07
 -------- 15:00 0.02 ---- ---- 0.10 1.44 0.05
 29.10.12 16:00 0.02 ---- ---- 0.10 1.44 0.04
 -------- 17:00 0.12 ---- ---- 0.13 1.61 0.07
 -------- 18:00 0.05 ---- ---- 0.12 1.48 0.05
 -------- 19:00 0.05 ---- ---- 0.09 1.46 0.03
 -------- 20:00 0.03 ---- ---- 0.07 1.44 0.02
 29.10.12 21:00 0.02 ---- ---- 0.08 1.43 0.02
 -------- 22:00 0.05 ---- ---- 0.07 1.44 0.02
 -------- 23:00 0.04 ---- ---- 0.06 1.45 0.02
