 Date Time CO NO2 CHX NO
 21.01.13 12:00 0.14 0.08 ---- 0.21
 -------- 13:00 0.12 0.06 ---- 0.18
 -------- 14:00 0.13 0.06 ---- 0.19
 -------- 15:00 0.11 0.05 1.61 0.17
 -------- 16:00 0.10 0.06 1.64 0.15
 21.01.13 17:00 0.13 0.09 1.83 0.17
 -------- 18:00 0.15 0.11 2.16 0.19
 -------- 19:00 0.19 0.11 1.77 0.13
 -------- 20:00 0.05 0.13 1.61 0.12
 -------- 21:00 0.08 0.13 1.59 0.11
 21.01.13 22:00 0.04 0.12 1.56 0.10
 -------- 23:00 0.03 0.12 1.58 0.08
 -------- 00:00 0.03 0.11 1.55 0.08
 -------- 01:00 0.04 0.12 1.55 0.10
 -------- 02:00 ---- 0.09 1.51 0.07
 22.01.13 03:00 0.02 0.09 1.51 0.07
 -------- 04:00 ---- 0.10 1.49 0.06
 -------- 05:00 ---- 0.12 1.53 0.08
 -------- 06:00 0.09 0.15 1.62 0.14
 -------- 07:00 0.09 0.17 1.65 0.17
 22.01.13 08:00 0.05 0.14 1.58 0.11
 -------- 09:00 0.12 0.15 1.66 0.15
 -------- 10:00 0.09 0.16 1.65 0.19
 -------- 11:00 0.11 0.14 1.65 0.20
 -------- 12:00 0.10 0.15 1.65 0.25
 22.01.13 13:00 0.17 0.19 1.86 0.37
 -------- 14:00 0.12 0.19 1.79 0.36
 -------- 15:00 0.09 0.15 1.66 0.27
 -------- 16:00 0.07 0.13 1.65 0.23
 -------- 17:00 0.08 0.14 1.64 0.27
 22.01.13 18:00 0.07 0.13 1.62 0.22
 -------- 19:00 0.05 0.10 1.57 0.09
 -------- 20:00 0.04 0.12 1.57 0.10
 -------- 21:00 0.06 0.15 1.62 0.13
 -------- 22:00 0.05 0.15 1.63 0.11
 22.01.13 23:00 0.05 0.14 1.61 0.15
 -------- 00:00 0.04 0.15 1.61 0.13
 -------- 01:00 0.03 0.13 1.61 0.10
 -------- 02:00 0.05 0.14 1.64 0.11
 -------- 03:00 0.03 0.14 1.64 0.11
 23.01.13 04:00 0.03 0.14 1.73 0.10
 -------- 05:00 0.03 0.13 1.79 0.10
 -------- 06:00 0.05 0.13 1.62 0.12
