 Date Time CO NO2 CHX NO
 24.11.12 12:00 0.19 ---- ---- ----
 -------- 13:00 0.21 ---- ---- ----
 -------- 14:00 0.15 ---- ---- ----
 -------- 15:00 0.14 ---- ---- ----
 -------- 16:00 0.12 ---- ---- ----
 24.11.12 17:00 0.13 ---- ---- ----
 -------- 18:00 0.13 ---- ---- ----
 -------- 19:00 0.09 ---- ---- ----
 -------- 20:00 0.12 ---- ---- ----
 -------- 21:00 0.09 ---- ---- ----
 24.11.12 22:00 0.08 ---- ---- ----
 -------- 23:00 0.07 ---- ---- ----
 -------- 00:00 0.09 ---- ---- ----
 -------- 01:00 0.05 ---- ---- ----
 -------- 02:00 0.05 ---- ---- ----
 25.11.12 03:00 0.04 ---- ---- ----
 -------- 04:00 0.04 ---- ---- ----
 -------- 05:00 0.04 ---- ---- ----
 -------- 06:00 0.06 ---- ---- ----
 -------- 07:00 0.11 ---- ---- ----
 25.11.12 08:00 0.12 ---- ---- ----
 -------- 09:00 0.15 ---- ---- ----
 -------- 10:00 0.07 ---- ---- ----
 -------- 11:00 0.09 ---- ---- ----
 -------- 12:00 0.08 ---- ---- ----
 25.11.12 13:00 0.11 ---- ---- ----
 -------- 14:00 0.09 ---- ---- ----
 -------- 15:00 0.07 ---- ---- ----
 -------- 16:00 0.08 ---- ---- ----
 -------- 17:00 0.07 ---- ---- ----
 25.11.12 18:00 0.07 ---- ---- ----
 -------- 19:00 0.06 ---- ---- ----
 -------- 20:00 0.05 ---- ---- ----
 -------- 21:00 0.06 ---- ---- ----
 -------- 22:00 0.07 ---- ---- ----
 25.11.12 23:00 0.07 ---- ---- ----
 -------- 00:00 0.05 ---- ---- ----
 -------- 01:00 0.02 ---- ---- ----
 -------- 02:00 0.02 ---- ---- ----
 -------- 03:00 0.02 ---- ---- ----
 26.11.12 04:00 0.03 ---- ---- ----
 -------- 05:00 0.05 ---- ---- ----
 -------- 06:00 0.05 ---- ---- ----
 -------- 07:00 0.09 ---- ---- ----
 -------- 08:00 0.15 ---- ---- ----
 26.11.12 09:00 0.16 ---- ---- ----
 -------- 10:00 0.17 ---- ---- ----
 -------- 11:00 0.23 ---- ---- ----
