 Date Time CO SO2 H2S NO2 CHX NO
 18.03.13 12:00 0.11 0.11 0.38 0.21 1.67 0.10
 -------- 13:00 0.09 0.07 0.17 0.16 1.54 0.06
 -------- 14:00 0.06 0.07 0.12 0.16 1.52 0.04
 -------- 15:00 0.07 0.05 0.12 0.17 1.53 0.05
 -------- 16:00 0.16 0.02 0.12 0.17 1.85 0.05
 18.03.13 17:00 0.11 0.01 0.12 0.15 1.51 0.03
 -------- 18:00 0.07 0.01 0.12 0.13 1.50 0.02
 -------- 19:00 0.07 0.01 0.12 0.15 1.48 0.02
 -------- 20:00 0.07 0.00 0.12 0.14 1.47 0.01
 -------- 21:00 0.05 0.00 0.12 0.10 1.47 0.01
 18.03.13 22:00 0.04 0.00 0.12 0.10 1.45 0.01
 -------- 23:00 0.04 0.00 0.12 0.12 1.46 0.00
 -------- 00:00 0.06 0.00 0.12 0.13 1.47 0.01
 -------- 01:00 0.04 0.00 0.12 0.09 1.45 0.01
 -------- 02:00 0.04 0.00 0.12 0.09 1.45 0.00
 19.03.13 03:00 0.04 0.00 0.12 0.10 1.49 0.00
 -------- 04:00 0.05 0.00 0.12 0.11 1.52 0.00
 -------- 05:00 0.05 0.00 0.12 0.13 1.51 0.00
 -------- 06:00 0.07 0.00 0.12 0.14 1.51 0.01
 -------- 07:00 0.07 0.00 0.12 0.13 1.50 0.01
 19.03.13 08:00 0.09 0.00 0.12 0.14 1.50 0.02
 -------- 09:00 0.08 0.00 0.12 0.16 1.70 0.05
 -------- 10:00 0.08 0.01 0.12 0.15 1.50 0.06
 -------- 11:00 0.07 0.01 0.12 0.11 1.49 0.04
 -------- 12:00 0.05 0.00 0.12 0.09 1.47 0.03
 19.03.13 13:00 0.09 0.00 0.12 0.15 1.53 0.06
 -------- 14:00 0.09 0.01 0.12 0.16 1.56 0.06
 -------- 15:00 0.08 0.01 0.12 0.19 1.55 0.06
 -------- 16:00 0.11 0.01 0.12 0.23 1.59 0.08
 -------- 17:00 0.10 0.00 0.12 0.20 1.55 0.06
 19.03.13 18:00 0.09 0.00 0.12 0.22 1.56 0.05
 -------- 19:00 0.07 0.00 0.12 0.21 1.56 0.02
 -------- 20:00 0.08 0.00 0.12 0.23 1.55 0.02
 -------- 21:00 0.07 0.00 0.12 0.20 1.53 0.03
 -------- 22:00 0.07 0.00 0.12 0.22 1.54 0.01
 19.03.13 23:00 0.09 0.00 0.17 0.23 1.57 0.01
 -------- 00:00 0.07 0.00 0.17 0.19 1.55 0.01
 -------- 01:00 0.04 0.00 0.21 0.24 1.57 0.01
 -------- 02:00 0.05 0.00 0.17 0.24 1.76 0.10
 -------- 03:00 0.12 0.01 0.12 0.33 2.25 0.32
 20.03.13 04:00 0.12 0.01 0.12 0.32 1.91 0.25
 -------- 05:00 0.20 0.01 0.25 0.34 2.96 0.44
 -------- 06:00 0.29 0.01 0.25 0.36 2.70 0.59
 -------- 07:00 0.23 0.02 0.25 0.34 2.21 0.39
 -------- 08:00 0.13 0.01 0.29 0.29 1.85 0.14
 20.03.13 09:00 0.18 0.01 0.33 0.29 2.05 0.21
 -------- 10:00 0.10 0.03 0.25 0.25 1.79 0.12
 -------- 11:00 0.05 0.02 0.17 0.19 1.68 0.06
