 Date Time CO SO2 H2S NO2 CHX NO
 14.10.12 00:00 0.05 0.02 0.44 0.20 1.50 0.06
 -------- 01:00 0.07 0.02 0.83 0.19 1.57 0.11
 -------- 02:00 0.22 0.02 0.92 0.21 1.71 0.44
 -------- 03:00 0.15 0.02 0.29 0.17 1.70 0.29
 -------- 04:00 0.15 0.01 0.25 0.14 1.62 0.27
 14.10.12 05:00 0.11 0.01 0.33 0.12 1.55 0.17
 -------- 06:00 0.14 0.01 0.29 0.12 1.54 0.26
 -------- 07:00 0.11 0.01 0.17 0.12 1.54 0.22
 -------- 08:00 0.09 0.01 0.25 0.12 1.66 0.18
 -------- 09:00 0.14 0.01 0.31 0.12 1.75 0.28
 14.10.12 10:00 0.05 0.01 0.25 0.13 1.63 0.13
 -------- 11:00 0.02 0.02 0.46 0.13 1.58 0.10
 -------- 12:00 ---- 0.02 0.21 0.06 1.39 0.02
 -------- 13:00 ---- 0.03 0.12 0.06 1.37 0.01
 -------- 14:00 ---- 0.02 ---- 0.09 1.37 0.02
 14.10.12 15:00 ---- 0.02 ---- 0.12 1.40 0.03
 -------- 16:00 0.02 0.03 0.21 0.16 1.43 0.05
 -------- 17:00 ---- 0.03 0.46 0.19 1.47 0.07
 -------- 18:00 0.19 0.02 0.29 0.20 1.61 0.08
 -------- 19:00 0.02 0.02 0.12 0.20 1.51 0.07
 14.10.12 20:00 0.08 0.01 0.19 0.20 1.52 0.07
 -------- 21:00 0.12 0.03 0.54 0.18 1.45 0.06
 -------- 22:00 0.13 0.02 0.38 0.16 1.42 0.06
 -------- 23:00 0.06 0.01 0.19 0.15 1.44 0.05
 -------- 00:00 0.05 0.01 0.38 0.16 1.45 0.05
 15.10.12 01:00 0.07 0.03 0.62 0.17 1.49 0.08
 -------- 02:00 0.06 0.02 0.38 0.17 1.49 0.08
 -------- 03:00 0.03 0.02 0.33 0.14 1.43 0.06
 -------- 04:00 0.04 0.01 0.21 0.16 1.44 0.09
 -------- 05:00 0.06 0.01 0.21 0.16 1.51 0.11
 15.10.12 06:00 0.12 0.01 0.54 0.15 1.68 0.21
 -------- 07:00 0.17 0.00 0.38 0.12 1.67 0.28
 -------- 08:00 0.20 0.01 0.62 0.17 1.73 0.28
 -------- 09:00 0.11 0.01 0.42 0.18 1.62 0.17
 -------- 10:00 0.06 0.01 0.69 0.19 1.56 0.17
 15.10.12 11:00 0.03 0.02 ---- 0.19 1.53 0.15
 -------- 12:00 0.02 0.02 ---- 0.19 1.46 0.09
 -------- 13:00 ---- 0.04 ---- 0.16 1.40 0.05
 -------- 14:00 ---- 0.03 ---- 0.13 1.36 0.03
 -------- 15:00 ---- 0.03 ---- 0.15 1.43 0.05
 15.10.12 16:00 ---- 0.03 0.25 0.17 1.44 0.05
 -------- 17:00 ---- 0.04 0.25 0.18 1.36 0.03
 -------- 18:00 ---- 0.02 0.25 0.23 1.39 0.03
 -------- 19:00 ---- 0.02 0.25 0.22 1.39 0.03
 -------- 20:00 0.06 0.02 0.25 0.16 1.39 0.03
 15.10.12 21:00 0.05 0.03 0.38 0.16 1.37 0.03
 -------- 22:00 0.04 0.02 0.17 0.14 1.36 0.03
 -------- 23:00 0.04 0.03 0.19 0.16 1.38 0.03
