 Date Time CO SO2 H2S NO2 CHX NO
 21.03.13 12:00 0.04 0.01 0.12 0.12 1.46 0.04
 -------- 13:00 0.04 0.01 ---- 0.09 1.44 0.03
 -------- 14:00 0.05 0.01 0.12 0.13 1.47 0.03
 -------- 15:00 0.04 0.01 ---- 0.12 1.48 0.03
 -------- 16:00 0.04 0.01 0.12 0.12 1.46 0.03
 21.03.13 17:00 0.04 0.01 0.12 0.13 1.43 0.02
 -------- 18:00 0.03 0.01 0.12 0.13 1.42 0.01
 -------- 19:00 0.03 0.01 0.12 0.13 1.40 0.01
 -------- 20:00 0.05 0.01 0.12 0.12 1.41 0.00
 -------- 21:00 0.04 0.01 0.12 0.09 1.39 0.00
 21.03.13 22:00 0.04 0.01 ---- 0.10 1.38 0.01
 -------- 23:00 0.04 0.01 0.12 0.13 1.38 0.01
 -------- 00:00 0.03 0.01 0.25 0.11 1.38 0.00
 -------- 01:00 0.03 0.01 ---- 0.10 1.39 0.00
 -------- 02:00 0.04 0.01 ---- 0.16 1.41 0.00
 22.03.13 03:00 0.04 0.01 ---- 0.18 1.44 0.00
 -------- 04:00 0.02 0.01 0.12 0.19 1.49 0.00
 -------- 05:00 0.02 0.00 0.12 0.19 1.51 0.00
 -------- 06:00 0.04 0.01 0.12 0.23 1.56 0.01
 -------- 07:00 0.06 0.01 ---- 0.30 1.59 0.02
 22.03.13 08:00 0.12 0.00 ---- 0.30 1.58 0.07
 -------- 09:00 0.14 0.00 ---- 0.30 1.61 0.09
 -------- 10:00 0.14 0.00 ---- 0.30 1.57 0.10
 -------- 11:00 0.13 0.01 ---- 0.34 1.57 0.11
 -------- 12:00 0.11 0.01 ---- 0.30 1.53 0.09
 22.03.13 13:00 0.09 0.00 ---- 0.19 1.46 0.05
 -------- 14:00 0.06 0.01 ---- 0.14 1.43 0.03
 -------- 15:00 0.06 0.01 ---- 0.13 1.42 0.03
 -------- 16:00 0.06 0.00 ---- 0.12 1.39 0.03
 -------- 17:00 0.06 0.01 0.12 0.12 1.38 0.02
 22.03.13 18:00 0.16 0.01 0.12 0.14 1.61 0.02
 -------- 19:00 0.07 0.01 0.12 0.18 1.40 0.01
 -------- 20:00 0.02 0.00 0.12 0.20 1.42 0.01
 -------- 21:00 ---- 0.00 ---- 0.17 1.41 0.01
 -------- 22:00 ---- ---- ---- 0.18 1.38 0.01
 22.03.13 23:00 ---- ---- ---- 0.13 1.38 0.01
 -------- 00:00 ---- 0.01 0.12 0.12 1.37 0.01
 -------- 01:00 ---- 0.01 0.17 0.12 1.37 0.01
 -------- 02:00 ---- 0.03 0.25 0.14 1.42 0.01
 -------- 03:00 ---- 0.08 0.33 0.16 1.53 0.01
 23.03.13 04:00 ---- 0.11 0.46 0.22 1.57 0.03
 -------- 05:00 0.02 0.14 0.62 0.24 1.60 0.05
 -------- 06:00 0.02 0.07 0.33 0.26 1.49 0.05
 -------- 07:00 0.03 0.21 0.67 0.24 1.65 0.04
 -------- 08:00 0.09 0.06 0.25 0.27 1.55 0.06
 23.03.13 09:00 0.09 0.17 0.71 0.26 1.68 0.08
 -------- 10:00 0.09 0.08 0.29 0.26 1.53 0.11
 -------- 11:00 0.09 0.05 0.29 0.26 1.43 0.11
