 Date Time CO SO2 H2S NO2 CHX NO
 30.11.12 00:00 0.04 0.00 0.12 0.07 1.48 0.02
 -------- 01:00 0.03 0.01 0.46 0.07 1.43 0.02
 -------- 02:00 0.02 0.00 0.38 0.07 1.47 0.02
 -------- 03:00 0.02 0.01 0.62 0.05 1.42 0.01
 -------- 04:00 0.03 0.02 0.25 0.06 1.40 0.02
 30.11.12 05:00 0.04 0.02 0.58 0.09 1.41 0.04
 -------- 06:00 0.04 0.02 0.58 0.06 1.43 0.02
 -------- 07:00 0.06 0.01 0.29 0.07 1.43 0.03
 -------- 08:00 0.05 0.02 0.38 0.09 1.43 0.05
 -------- 09:00 0.04 0.01 ---- 0.07 1.43 0.03
 30.11.12 10:00 0.04 0.01 0.21 0.08 1.44 0.04
 -------- 11:00 0.03 ---- 0.54 0.06 1.46 0.03
 -------- 12:00 0.03 0.01 0.54 0.06 1.51 0.03
 -------- 13:00 0.03 0.02 0.67 0.06 1.57 0.04
 -------- 14:00 0.04 0.02 0.44 0.06 1.55 0.04
 30.11.12 15:00 0.04 ---- ---- 0.06 1.54 0.04
 -------- 16:00 0.04 ---- ---- 0.06 1.60 0.05
 -------- 17:00 0.04 ---- ---- 0.07 1.62 0.05
 -------- 18:00 0.05 ---- ---- 0.07 1.58 0.07
 -------- 19:00 0.11 ---- ---- 0.10 1.56 0.19
 30.11.12 20:00 0.09 ---- ---- 0.11 1.63 0.27
 -------- 21:00 0.10 ---- ---- 0.13 1.65 0.30
 -------- 22:00 0.09 ---- ---- 0.12 1.62 0.29
 -------- 23:00 0.11 ---- ---- 0.13 1.64 0.28
 -------- 00:00 0.12 ---- ---- 0.16 1.64 0.33
 01.12.12 01:00 0.10 ---- ---- 0.18 1.60 0.28
 -------- 02:00 0.05 ---- ---- 0.19 1.52 0.17
 -------- 03:00 ---- ---- ---- 0.14 1.50 0.05
 -------- 04:00 ---- ---- ---- 0.12 1.47 0.04
 -------- 05:00 ---- ---- ---- 0.12 1.45 0.05
 01.12.12 06:00 ---- ---- ---- 0.10 1.43 0.04
 -------- 07:00 0.02 ---- ---- 0.05 1.43 0.02
 -------- 08:00 0.03 ---- ---- 0.09 1.46 0.05
 -------- 09:00 0.05 ---- ---- 0.10 1.46 0.08
 -------- 10:00 0.05 ---- ---- 0.10 1.48 0.08
 01.12.12 11:00 0.09 ---- ---- 0.10 1.51 0.19
 -------- 12:00 0.07 ---- ---- 0.10 1.52 0.12
 -------- 13:00 0.07 ---- ---- 0.10 1.52 0.12
 -------- 14:00 0.07 ---- ---- 0.10 1.54 0.12
 -------- 15:00 0.11 ---- ---- 0.11 1.55 0.17
 01.12.12 16:00 0.11 ---- ---- 0.11 1.58 0.19
 -------- 17:00 0.11 ---- ---- 0.12 1.58 0.17
 -------- 18:00 0.13 ---- ---- 0.12 1.63 0.23
 -------- 19:00 0.13 ---- ---- 0.11 1.65 0.21
 -------- 20:00 0.15 ---- ---- 0.11 1.71 0.24
 01.12.12 21:00 0.13 ---- ---- 0.11 1.65 0.16
 -------- 22:00 0.13 ---- ---- 0.10 1.67 0.18
 -------- 23:00 0.11 ---- ---- 0.10 1.63 0.13
