 Date Time CO SO2 H2S NO2 CHX NO
 30.01.13 12:00 0.14 0.02 0.50 0.22 1.65 0.17
 -------- 13:00 0.11 0.02 0.42 0.22 1.64 0.13
 -------- 14:00 0.11 0.02 0.42 0.19 1.60 0.10
 -------- 15:00 0.11 0.02 0.29 0.22 1.60 0.11
 -------- 16:00 0.11 0.02 0.38 0.23 1.62 0.14
 30.01.13 17:00 0.13 0.02 0.33 0.25 1.69 0.21
 -------- 18:00 0.14 0.02 0.38 0.25 1.72 0.20
 -------- 19:00 0.13 0.02 0.38 0.25 1.71 0.15
 -------- 20:00 0.06 0.02 0.38 0.25 1.64 0.12
 -------- 21:00 0.04 0.02 0.38 0.20 1.57 0.04
 30.01.13 22:00 0.03 0.02 0.42 0.19 1.56 0.05
 -------- 23:00 0.02 0.01 0.29 0.18 1.51 0.04
 -------- 00:00 0.02 0.01 0.25 0.17 1.51 0.04
 -------- 01:00 ---- 0.01 0.12 0.13 1.51 0.04
 -------- 02:00 ---- 0.01 0.21 0.14 1.53 0.03
 31.01.13 03:00 ---- 0.01 0.12 0.12 1.48 0.02
 -------- 04:00 ---- 0.01 0.21 0.14 1.49 0.03
 -------- 05:00 ---- 0.01 0.12 0.15 1.50 0.04
 -------- 06:00 0.02 0.01 0.12 0.16 1.53 0.05
 -------- 07:00 0.02 0.01 0.12 0.15 1.55 0.04
 31.01.13 08:00 0.05 0.01 0.17 0.18 1.55 0.07
 -------- 09:00 0.05 0.01 0.12 0.17 1.54 0.07
 -------- 10:00 0.05 0.02 0.21 0.21 1.58 0.09
 -------- 11:00 0.04 0.02 0.25 0.16 1.59 0.08
 -------- 12:00 0.05 0.02 0.21 0.15 1.55 0.07
 31.01.13 13:00 0.04 0.02 0.25 0.16 1.54 0.06
 -------- 14:00 0.04 0.02 0.25 0.17 1.53 0.07
 -------- 15:00 0.04 0.02 0.29 0.15 1.50 0.06
 -------- 16:00 0.04 0.02 0.25 0.15 1.50 0.05
 -------- 17:00 0.03 0.02 0.12 0.16 1.50 0.04
 31.01.13 18:00 0.04 0.02 0.25 0.16 1.52 0.03
 -------- 19:00 0.03 0.02 0.25 0.15 1.51 0.03
 -------- 20:00 0.03 0.02 0.29 0.16 1.57 0.03
 -------- 21:00 0.03 0.02 0.29 0.15 1.57 0.03
 -------- 22:00 0.03 0.02 0.25 0.14 1.59 0.03
 31.01.13 23:00 0.02 0.02 0.25 0.13 1.54 0.03
 -------- 00:00 0.02 0.02 0.17 0.11 1.53 0.02
 -------- 01:00 0.02 0.02 0.29 0.11 1.57 0.02
 -------- 02:00 0.02 0.02 0.21 0.10 1.54 0.02
 -------- 03:00 ---- 0.02 0.17 0.09 1.50 0.01
 01.02.13 04:00 ---- 0.02 0.25 0.08 1.51 0.01
 -------- 05:00 0.02 0.02 0.17 0.10 1.53 0.02
 -------- 06:00 0.03 0.02 0.25 0.11 1.54 0.04
 -------- 07:00 0.04 0.02 0.21 0.12 1.55 0.04
 -------- 08:00 0.07 0.01 0.12 0.13 1.56 0.03
 01.02.13 09:00 0.07 0.02 0.12 0.14 1.57 0.05
 -------- 10:00 0.06 0.02 0.19 0.15 1.56 0.06
 -------- 11:00 0.06 0.02 0.12 0.16 1.56 0.07
