 Date Time CO SO2 H2S NO2 CHX NO
 11.02.13 11:00 ---- 0.00 ---- 0.16 1.54 0.16
 -------- 12:00 0.03 0.00 0.12 0.18 1.68 0.22
 -------- 13:00 0.04 0.00 0.12 0.19 1.63 0.20
 -------- 14:00 ---- 0.00 ---- 0.15 1.68 0.09
 -------- 15:00 ---- 0.00 ---- 0.17 1.74 0.11
 11.02.13 16:00 ---- 0.00 ---- 0.16 1.66 0.10
 -------- 17:00 ---- 0.00 ---- 0.13 1.75 0.08
 -------- 18:00 ---- 0.00 0.12 0.13 1.68 0.09
 -------- 19:00 ---- 0.00 0.12 0.13 1.66 0.07
 -------- 20:00 0.03 0.00 0.12 0.12 1.68 0.06
 11.02.13 21:00 0.02 0.00 0.12 0.12 1.58 0.05
 -------- 22:00 0.02 0.00 ---- 0.13 1.71 0.06
 -------- 23:00 0.02 0.00 0.12 0.13 1.79 0.05
 -------- 00:00 ---- 0.00 ---- 0.13 1.78 0.05
 -------- 01:00 ---- 0.00 ---- 0.13 1.64 0.04
 12.02.13 02:00 ---- 0.00 ---- 0.13 1.77 0.03
 -------- 03:00 ---- 0.00 ---- 0.14 1.48 0.03
 -------- 04:00 ---- 0.00 ---- 0.14 1.49 0.02
 -------- 05:00 ---- 0.00 ---- 0.14 1.47 0.02
 -------- 06:00 0.02 0.00 ---- 0.13 1.47 0.03
 12.02.13 07:00 ---- 0.00 ---- 0.12 1.46 0.03
 -------- 08:00 0.07 0.00 ---- 0.10 1.49 0.03
 -------- 09:00 0.04 0.00 ---- 0.12 1.47 0.02
 -------- 10:00 0.03 0.00 ---- 0.13 1.45 0.03
 -------- 11:00 0.02 0.00 ---- 0.14 1.44 0.03
 12.02.13 12:00 0.02 0.00 ---- 0.13 1.43 0.02
 -------- 13:00 0.02 0.00 ---- 0.15 1.42 0.02
 -------- 14:00 0.02 0.00 ---- 0.15 1.08 0.02
 -------- 15:00 0.02 0.00 ---- 0.15 ---- 0.02
 -------- 16:00 0.02 0.00 ---- 0.14 ---- 0.01
 12.02.13 17:00 0.03 0.00 ---- 0.17 ---- 0.01
 -------- 18:00 0.04 0.00 ---- 0.20 ---- 0.02
 -------- 19:00 0.04 0.00 ---- 0.18 ---- 0.01
 -------- 20:00 0.07 0.00 ---- 0.18 ---- 0.01
 -------- 21:00 0.07 0.00 ---- 0.17 ---- 0.01
 12.02.13 22:00 0.07 0.00 ---- 0.17 ---- 0.01
 -------- 23:00 0.06 0.00 ---- 0.16 ---- 0.01
 -------- 00:00 0.06 0.00 0.12 0.17 ---- 0.01
 -------- 01:00 0.07 0.01 0.12 0.19 ---- 0.03
 -------- 02:00 0.06 0.00 0.12 0.18 ---- 0.02
 13.02.13 03:00 0.06 0.01 0.12 0.18 ---- 0.02
 -------- 04:00 0.06 0.01 0.12 0.16 ---- 0.01
 -------- 05:00 0.07 0.01 0.21 0.21 ---- 0.06
 -------- 06:00 0.08 0.01 0.12 0.24 ---- 0.07
 -------- 07:00 0.12 0.01 0.21 0.20 ---- 0.04
 13.02.13 08:00 0.07 0.01 0.17 0.21 ---- 0.07
 -------- 09:00 0.19 0.01 0.17 0.29 ---- 0.18
 -------- 10:00 0.10 0.01 0.25 0.30 ---- 0.13
