 Date Time CO SO2 H2S NO2 CHX NO
 22.12.12 12:00 0.11 0.01 ---- 0.27 1.69 0.13
 -------- 13:00 0.11 0.02 0.12 0.26 1.68 0.10
 -------- 14:00 0.12 0.02 0.25 0.28 1.75 0.11
 -------- 15:00 0.11 0.01 0.21 0.30 1.65 0.11
 -------- 16:00 0.10 0.01 0.25 0.29 1.63 0.10
 22.12.12 17:00 0.10 0.01 0.17 0.31 1.62 0.10
 -------- 18:00 0.09 0.01 0.25 0.27 1.61 0.06
 -------- 19:00 0.08 0.01 0.25 0.23 1.58 0.04
 -------- 20:00 0.10 0.01 0.17 0.21 1.55 0.03
 -------- 21:00 0.10 0.01 0.12 0.21 1.57 0.04
 22.12.12 22:00 0.10 0.01 0.12 0.21 1.56 0.04
 -------- 23:00 0.09 0.01 0.21 0.21 1.62 0.04
 -------- 00:00 0.09 0.01 0.25 0.21 1.60 0.03
 -------- 01:00 0.08 0.01 0.25 0.20 1.57 0.02
 -------- 02:00 0.08 0.01 0.25 0.21 1.56 0.03
 23.12.12 03:00 0.08 0.01 0.29 0.21 1.61 0.03
 -------- 04:00 0.08 0.01 0.25 0.20 1.58 0.03
 -------- 05:00 0.07 0.01 0.25 0.18 1.58 0.02
 -------- 06:00 0.07 0.01 0.12 0.18 1.55 0.02
 -------- 07:00 0.08 0.01 0.25 0.20 1.59 0.05
 23.12.12 08:00 0.08 0.01 0.12 0.21 1.55 0.05
 -------- 09:00 0.08 0.00 0.12 0.22 1.55 0.05
 -------- 10:00 0.15 0.01 0.12 0.30 1.70 0.14
 -------- 11:00 0.11 0.01 0.21 0.27 1.74 0.13
 -------- 12:00 0.11 0.01 0.17 0.25 1.69 0.13
 23.12.12 13:00 0.13 0.01 0.17 0.28 1.72 0.13
 -------- 14:00 0.15 0.01 0.29 0.30 1.84 0.15
 -------- 15:00 0.15 0.01 0.38 0.32 1.86 0.14
 -------- 16:00 0.17 0.03 0.29 0.36 2.01 0.17
 -------- 17:00 0.18 0.09 0.38 0.37 1.95 0.16
 23.12.12 18:00 0.17 0.12 0.42 0.38 1.76 0.16
 -------- 19:00 0.14 0.22 0.71 0.34 1.76 0.09
 -------- 20:00 0.18 0.21 0.75 0.34 1.85 0.14
 -------- 21:00 0.19 0.08 0.38 0.33 1.95 0.20
 -------- 22:00 0.18 0.07 0.33 0.33 1.95 0.14
 23.12.12 23:00 0.28 0.04 0.29 0.37 1.92 0.51
 -------- 00:00 0.21 0.04 0.25 0.34 1.82 0.27
 -------- 01:00 0.21 0.03 0.38 0.37 1.94 0.37
 -------- 02:00 0.21 0.02 0.54 0.36 2.53 0.43
 -------- 03:00 0.18 0.02 0.71 0.33 2.66 0.27
 24.12.12 04:00 0.15 0.01 0.33 0.34 1.81 0.20
 -------- 05:00 0.13 0.01 0.21 0.35 1.88 0.17
 -------- 06:00 0.19 0.01 0.25 0.34 1.96 0.26
 -------- 07:00 0.21 0.01 0.25 0.33 2.39 0.26
 -------- 08:00 0.19 0.01 0.25 0.33 2.25 0.30
 24.12.12 09:00 0.24 0.01 0.33 0.35 2.36 0.39
 -------- 10:00 0.21 0.01 0.25 0.34 2.20 0.36
 -------- 11:00 0.20 0.01 0.29 0.31 2.11 0.29
