 Date Time CO SO2 H2S NO2 CHX NO
 02.04.13 00:00 0.03 0.00 ---- 0.20 1.47 0.02
 -------- 01:00 0.02 0.00 0.12 0.17 1.44 0.02
 -------- 02:00 0.02 0.00 0.12 0.19 1.46 0.02
 -------- 03:00 ---- 0.00 ---- 0.17 1.46 0.02
 -------- 04:00 0.02 0.00 ---- 0.20 1.48 0.03
 02.04.13 05:00 0.02 ---- ---- 0.23 1.47 0.04
 -------- 06:00 0.07 0.00 ---- 0.32 1.57 0.17
 -------- 07:00 0.11 0.00 ---- 0.32 1.58 0.21
 -------- 08:00 0.08 ---- ---- 0.30 1.54 0.16
 -------- 09:00 0.03 ---- ---- 0.22 1.48 0.06
 02.04.13 10:00 0.02 0.00 ---- 0.17 1.45 0.04
 -------- 11:00 0.02 ---- ---- 0.13 1.46 0.02
 -------- 12:00 0.02 ---- ---- 0.10 1.45 0.02
 -------- 13:00 ---- ---- ---- 0.06 1.43 0.01
 -------- 14:00 ---- 0.00 ---- 0.06 1.43 0.01
 02.04.13 15:00 ---- 0.00 ---- 0.09 1.44 0.01
 -------- 16:00 ---- 0.00 ---- 0.07 1.43 0.01
 -------- 17:00 ---- ---- ---- 0.08 1.44 0.01
 -------- 18:00 ---- ---- ---- 0.09 1.45 0.00
 -------- 19:00 0.02 ---- ---- 0.14 1.46 0.01
 02.04.13 20:00 0.07 ---- ---- 0.20 1.47 0.01
 -------- 21:00 0.05 0.00 ---- 0.12 1.44 0.00
 -------- 22:00 0.04 ---- ---- 0.11 1.44 0.01
 -------- 23:00 0.04 0.00 ---- 0.12 1.42 0.00
 -------- 00:00 0.04 0.01 0.25 0.16 1.46 0.01
 03.04.13 01:00 0.04 0.01 0.29 0.20 1.54 0.01
 -------- 02:00 0.04 0.01 0.25 0.19 1.47 0.00
 -------- 03:00 0.04 0.01 0.17 0.13 1.48 0.00
 -------- 04:00 0.05 0.01 0.21 0.22 1.53 0.01
 -------- 05:00 0.08 0.01 0.17 0.41 1.56 0.21
 03.04.13 06:00 0.06 0.01 0.21 0.27 1.57 0.01
 -------- 07:00 0.07 0.01 0.25 0.36 1.60 0.04
 -------- 08:00 0.06 0.01 0.25 0.37 1.58 0.05
 -------- 09:00 0.07 0.01 0.21 0.38 1.59 0.06
 -------- 10:00 0.07 0.01 0.25 0.33 1.59 0.06
 03.04.13 11:00 0.05 0.01 0.25 0.30 1.59 0.06
 -------- 12:00 0.05 0.01 0.29 0.27 1.63 0.05
 -------- 13:00 0.06 0.01 0.33 0.28 1.58 0.07
 -------- 14:00 0.05 0.01 0.25 0.27 1.59 0.05
 -------- 15:00 0.02 0.01 0.21 0.21 1.57 0.02
 03.04.13 16:00 0.02 0.01 0.21 0.15 1.53 0.02
 -------- 17:00 ---- 0.01 0.25 0.13 1.47 0.01
 -------- 18:00 ---- 0.01 0.17 0.14 1.46 0.01
 -------- 19:00 0.02 0.01 0.21 0.15 1.46 0.00
 -------- 20:00 0.04 0.01 0.29 0.20 1.46 0.01
 03.04.13 21:00 0.04 0.01 0.33 0.16 1.43 0.00
 -------- 22:00 0.02 0.01 0.29 0.15 1.43 0.01
 -------- 23:00 0.02 0.02 0.29 0.17 1.46 0.00
