 Date Time CO SO2 H2S NO2 CHX NO
 17.04.13 00:00 0.13 0.02 0.31 0.48 1.58 0.02
 -------- 01:00 0.17 0.02 ---- 0.53 1.72 0.19
 -------- 02:00 0.27 0.02 ---- 0.58 1.95 0.75
 -------- 03:00 0.33 0.02 0.12 0.59 2.22 1.08
 -------- 04:00 0.22 0.02 0.17 0.50 1.94 0.50
 17.04.13 05:00 0.35 0.02 0.12 0.59 2.05 1.16
 -------- 06:00 0.36 0.02 0.12 0.60 2.22 0.98
 -------- 07:00 0.43 0.02 0.17 0.57 2.21 1.06
 -------- 08:00 0.53 0.02 0.17 0.59 2.50 1.10
 -------- 09:00 0.34 0.03 0.25 0.60 2.17 0.65
 17.04.13 10:00 0.18 0.03 0.12 0.54 1.89 0.33
 -------- 11:00 0.02 0.03 0.12 0.25 1.54 0.02
 -------- 12:00 ---- 0.02 ---- 0.17 1.47 0.01
 -------- 13:00 ---- 0.02 ---- 0.12 1.43 0.01
 -------- 14:00 ---- 0.02 0.12 0.10 1.44 0.01
 17.04.13 15:00 ---- 0.02 0.12 0.09 1.43 0.01
 -------- 16:00 ---- 0.01 ---- 0.07 1.41 0.01
 -------- 17:00 0.02 0.01 ---- 0.07 1.40 0.01
 -------- 18:00 ---- 0.01 0.12 0.09 1.41 0.00
 -------- 19:00 0.04 0.01 ---- 0.21 1.43 0.01
 17.04.13 20:00 0.12 0.02 ---- 0.50 1.51 0.04
 -------- 21:00 0.19 0.02 0.12 0.59 1.58 0.18
 -------- 22:00 0.23 0.03 0.12 0.60 1.64 0.32
 -------- 23:00 0.25 0.04 0.17 0.66 1.66 0.50
 -------- 00:00 0.13 0.02 0.12 0.59 1.63 0.13
 18.04.13 01:00 0.11 0.02 0.17 0.56 1.57 0.07
 -------- 02:00 0.11 0.02 0.21 0.56 1.60 0.18
 -------- 03:00 0.09 0.02 0.12 0.55 1.57 0.08
 -------- 04:00 0.08 0.02 0.17 0.51 1.54 0.06
 -------- 05:00 0.10 0.01 0.12 0.55 1.59 0.11
 18.04.13 06:00 0.13 0.02 0.12 0.55 1.59 0.15
 -------- 07:00 0.14 0.02 0.21 0.52 1.63 0.14
 -------- 08:00 0.21 0.02 0.17 0.53 1.65 0.24
 -------- 09:00 0.09 0.01 0.12 0.26 1.48 0.02
 -------- 10:00 0.04 0.01 0.12 0.19 1.47 0.01
 18.04.13 11:00 0.04 0.01 0.12 0.19 1.47 0.01
 -------- 12:00 0.03 0.01 0.12 0.20 1.47 0.01
 -------- 13:00 0.02 0.01 0.12 0.13 1.41 0.01
 -------- 14:00 0.02 0.01 0.12 0.06 1.39 0.01
 -------- 15:00 ---- 0.01 ---- 0.04 1.38 0.01
 18.04.13 16:00 ---- 0.01 0.12 0.04 1.39 0.00
 -------- 17:00 ---- 0.01 ---- 0.05 1.40 0.00
 -------- 18:00 0.02 0.01 0.12 0.04 1.38 0.00
 -------- 19:00 0.03 0.01 0.12 0.08 1.41 0.00
 -------- 20:00 ---- 0.02 0.12 0.15 1.43 0.00
 18.04.13 21:00 0.05 0.02 0.17 0.43 1.58 0.03
 -------- 22:00 0.17 0.02 0.25 0.54 1.70 0.25
 -------- 23:00 0.20 0.03 0.25 0.56 1.65 0.43
