 Date Time CO SO2 H2S NO2 CHX NO
 19.09.12 00:00 0.20 0.02 0.31 0.18 1.72 0.33
 -------- 01:00 0.15 0.02 0.62 0.18 1.75 0.34
 -------- 02:00 0.27 0.02 0.58 0.24 1.87 0.65
 -------- 03:00 0.17 0.02 0.50 0.19 1.75 0.39
 -------- 04:00 0.13 0.02 0.50 0.16 1.70 0.36
 19.09.12 05:00 0.13 0.03 0.92 0.20 1.72 0.40
 -------- 06:00 0.18 0.03 0.96 0.19 1.98 0.43
 -------- 07:00 0.15 0.02 0.54 0.17 1.77 0.31
 -------- 08:00 0.11 0.02 0.29 0.23 1.58 0.19
 -------- 09:00 0.10 0.03 0.58 0.23 1.61 0.21
 19.09.12 10:00 0.08 0.02 0.21 0.23 1.63 0.16
 -------- 11:00 0.02 0.02 0.25 0.18 1.47 0.07
 -------- 12:00 ---- 0.02 0.17 0.13 1.38 0.03
 -------- 13:00 ---- 0.02 0.25 0.14 1.35 0.03
 -------- 14:00 ---- 0.01 0.19 0.13 1.36 0.03
 19.09.12 15:00 ---- 0.02 0.25 0.19 1.39 0.03
 -------- 16:00 ---- 0.02 0.88 0.14 1.36 0.02
 -------- 17:00 ---- 0.03 0.62 0.17 1.40 0.03
 -------- 18:00 0.06 0.03 0.38 0.21 1.45 0.03
 -------- 19:00 0.03 0.04 0.25 0.30 1.54 0.10
 19.09.12 20:00 0.13 0.02 0.42 0.29 1.63 0.20
 -------- 21:00 0.18 0.03 0.54 0.28 1.74 0.23
 -------- 22:00 0.07 0.02 0.58 0.30 1.59 0.08
 -------- 23:00 0.05 0.02 0.21 0.28 1.47 0.08
 -------- 00:00 0.03 0.02 0.29 0.26 1.46 0.07
 20.09.12 01:00 0.03 0.01 ---- 0.23 1.52 0.07
 -------- 02:00 0.03 0.02 0.50 0.19 1.57 0.07
 -------- 03:00 0.02 0.02 0.54 0.21 1.57 0.07
 -------- 04:00 0.02 0.01 0.38 0.20 1.44 0.06
 -------- 05:00 0.03 0.01 ---- 0.23 1.46 0.11
 20.09.12 06:00 0.07 0.01 0.19 0.17 1.54 0.24
 -------- 07:00 0.15 0.01 0.46 0.18 1.60 0.31
 -------- 08:00 0.25 0.01 0.42 0.19 1.70 0.27
 -------- 09:00 0.19 0.02 0.83 0.21 1.62 0.19
 -------- 10:00 0.08 0.02 0.67 0.25 1.55 0.10
 20.09.12 11:00 0.04 0.02 0.12 0.22 1.53 0.07
 -------- 12:00 0.02 0.02 0.33 0.17 1.42 0.04
 -------- 13:00 ---- 0.03 0.50 0.15 1.38 0.03
 -------- 14:00 ---- 0.02 0.38 0.11 1.41 0.02
 -------- 15:00 ---- 0.02 0.19 0.14 1.41 0.02
 20.09.12 16:00 ---- 0.02 0.12 0.14 1.37 0.02
 -------- 17:00 ---- 0.03 0.21 0.18 1.38 0.02
 -------- 18:00 0.02 0.01 0.38 0.21 1.40 0.02
 -------- 19:00 0.07 0.01 ---- 0.31 1.54 0.10
 -------- 20:00 0.20 0.02 0.50 0.32 1.77 0.26
 20.09.12 21:00 0.17 0.04 0.62 0.30 1.64 0.17
 -------- 22:00 0.07 0.03 0.62 0.28 1.53 0.06
 -------- 23:00 0.06 0.03 0.12 0.28 1.44 0.06
