 Date Time CO SO2 H2S NO2 CHX NO
 27.12.12 00:00 0.02 ---- ---- 0.11 1.44 0.01
 -------- 01:00 0.02 ---- ---- 0.08 1.41 0.00
 -------- 02:00 0.02 ---- ---- 0.10 1.41 0.01
 -------- 03:00 0.02 ---- ---- 0.14 1.42 0.03
 -------- 04:00 0.03 ---- ---- 0.18 1.43 0.06
 27.12.12 05:00 0.03 ---- ---- 0.14 1.48 0.05
 -------- 06:00 0.06 ---- ---- 0.19 1.50 0.09
 -------- 07:00 0.04 ---- ---- 0.15 1.50 0.06
 -------- 08:00 0.07 ---- ---- 0.14 1.48 0.04
 -------- 09:00 0.09 ---- ---- 0.16 1.49 0.06
 27.12.12 10:00 0.11 ---- ---- 0.20 1.50 0.09
 -------- 11:00 0.13 ---- ---- 0.22 1.49 0.11
 -------- 12:00 0.14 ---- ---- 0.21 1.48 0.12
 -------- 13:00 0.15 ---- ---- 0.22 1.47 0.11
 -------- 14:00 0.15 ---- ---- 0.22 1.49 0.12
 27.12.12 15:00 0.13 ---- ---- 0.24 1.60 0.20
 -------- 16:00 0.14 ---- ---- 0.23 1.63 0.23
 -------- 17:00 0.17 ---- ---- 0.21 1.69 0.24
 -------- 18:00 0.25 ---- ---- 0.22 1.73 0.25
 -------- 19:00 0.33 ---- ---- 0.23 1.83 0.32
 27.12.12 20:00 0.11 ---- ---- 0.20 1.66 0.18
 -------- 21:00 0.09 ---- ---- 0.20 1.64 0.12
 -------- 22:00 0.03 ---- ---- 0.14 1.54 0.04
 -------- 23:00 0.03 ---- ---- 0.13 1.52 0.04
 -------- 00:00 ---- ---- ---- 0.15 1.46 0.02
 28.12.12 01:00 ---- ---- ---- 0.14 1.49 0.02
 -------- 02:00 ---- ---- ---- 0.11 1.46 0.01
 -------- 03:00 ---- ---- ---- 0.07 1.41 0.01
 -------- 04:00 ---- ---- ---- 0.10 1.40 0.03
 -------- 05:00 ---- ---- ---- 0.13 1.43 0.04
 28.12.12 06:00 ---- ---- ---- 0.09 1.43 0.03
 -------- 07:00 0.02 ---- ---- 0.14 1.47 0.06
 -------- 08:00 0.04 ---- ---- 0.14 1.56 0.07
 -------- 09:00 0.02 ---- ---- 0.12 1.49 0.05
 -------- 10:00 0.02 ---- ---- 0.14 1.47 0.07
 28.12.12 11:00 0.03 ---- ---- 0.13 1.45 0.06
 -------- 12:00 0.02 ---- ---- 0.13 1.44 0.05
 -------- 13:00 0.04 ---- ---- 0.16 1.47 0.08
 -------- 14:00 0.03 ---- ---- 0.17 1.44 0.07
 -------- 15:00 0.03 ---- ---- 0.16 1.44 0.07
 28.12.12 16:00 0.03 ---- ---- 0.18 1.46 0.07
 -------- 17:00 0.02 ---- ---- 0.13 1.44 0.03
 -------- 18:00 0.03 ---- ---- 0.14 1.46 0.05
 -------- 19:00 0.03 ---- ---- 0.13 1.44 0.04
 -------- 20:00 0.02 ---- ---- 0.12 1.43 0.04
 28.12.12 21:00 0.02 ---- ---- 0.11 1.41 0.02
 -------- 22:00 ---- ---- ---- 0.11 1.39 0.01
 -------- 23:00 0.02 ---- ---- 0.12 1.40 0.02
 -------- 00:00 ---- ---- ---- 0.09 1.38 0.01
