 Date Time CO SO2 H2S NO2 CHX NO
 22.10.12 12:00 0.02 0.01 0.12 0.08 1.42 0.04
 -------- 13:00 ---- 0.01 0.17 0.05 1.38 0.02
 -------- 14:00 0.02 0.01 0.17 0.05 1.43 0.02
 -------- 15:00 ---- 0.04 0.46 0.05 1.45 0.01
 -------- 16:00 0.02 0.04 0.25 0.07 1.40 0.01
 22.10.12 17:00 ---- 0.10 0.33 0.07 1.39 0.00
 -------- 18:00 ---- 0.04 0.25 0.08 1.37 0.00
 -------- 19:00 ---- 0.06 0.38 0.07 1.38 0.00
 -------- 20:00 0.02 0.04 0.17 0.07 1.36 0.00
 -------- 21:00 0.02 0.03 0.17 0.06 1.35 0.01
 22.10.12 22:00 ---- 0.02 0.25 0.04 1.35 0.01
 -------- 23:00 0.03 0.03 0.38 0.09 1.36 0.01
 -------- 00:00 0.02 0.02 0.21 0.10 1.36 0.01
 -------- 01:00 0.02 0.02 0.46 0.06 1.38 0.01
 -------- 02:00 0.02 0.01 0.19 0.07 1.39 0.01
 23.10.12 03:00 ---- 0.02 0.33 0.06 1.40 0.01
 -------- 04:00 ---- 0.02 0.25 0.08 1.39 0.01
 -------- 05:00 0.02 0.02 0.33 0.08 1.36 0.01
 -------- 06:00 0.04 0.01 0.25 0.06 1.35 0.02
 -------- 07:00 0.04 0.02 1.00 0.10 1.37 0.02
 23.10.12 08:00 0.05 0.02 0.58 0.12 1.48 0.03
 -------- 09:00 0.02 0.01 0.38 0.08 1.37 0.02
 -------- 10:00 0.02 0.01 0.25 0.13 1.44 0.04
 -------- 11:00 ---- 0.02 0.21 0.13 1.39 0.05
 -------- 12:00 ---- 0.01 0.19 0.12 1.37 0.05
 23.10.12 13:00 ---- 0.01 0.33 0.13 1.38 0.06
 -------- 14:00 ---- 0.01 0.25 0.13 1.37 0.05
 -------- 15:00 ---- 0.01 0.54 0.12 1.37 0.05
 -------- 16:00 ---- 0.01 0.33 0.12 1.36 0.04
 -------- 17:00 ---- 0.02 0.50 0.15 1.37 0.06
 23.10.12 18:00 0.02 0.02 0.56 0.13 1.41 0.03
 -------- 19:00 ---- 0.00 ---- 0.13 1.37 0.04
 -------- 20:00 0.02 0.01 0.25 0.18 1.39 0.07
 -------- 21:00 0.02 0.03 0.31 0.16 1.54 0.06
 -------- 22:00 ---- 0.01 0.19 0.13 1.39 0.05
 23.10.12 23:00 0.02 0.02 0.42 0.13 1.38 0.05
 -------- 00:00 ---- 0.01 0.21 0.13 1.39 0.06
 -------- 01:00 ---- 0.02 0.17 0.11 1.38 0.05
 -------- 02:00 ---- 0.01 0.29 0.10 1.37 0.04
 -------- 03:00 ---- 0.01 0.12 0.10 1.37 0.04
 24.10.12 04:00 ---- 0.01 0.12 0.10 1.39 0.06
 -------- 05:00 ---- 0.01 0.12 0.14 1.43 0.08
 -------- 06:00 0.04 0.01 ---- 0.13 1.45 0.11
 -------- 07:00 0.21 0.01 0.12 0.13 1.65 0.14
 -------- 08:00 0.08 0.02 0.25 0.15 1.52 0.14
 24.10.12 09:00 0.10 0.03 0.50 0.16 1.59 0.21
 -------- 10:00 0.02 0.02 0.38 0.17 1.57 0.10
