 Date Time CO SO2 H2S NO2 CHX NO
 31.12.12 12:00 0.02 0.00 0.12 0.12 1.48 0.05
 -------- 13:00 0.05 0.00 0.21 0.12 1.59 0.06
 -------- 14:00 0.02 0.00 0.21 0.11 1.52 0.04
 -------- 15:00 0.02 0.00 0.21 0.12 1.49 0.05
 -------- 16:00 0.02 0.01 0.25 0.12 1.51 0.03
 31.12.12 17:00 0.02 0.00 0.21 0.12 1.52 0.03
 -------- 18:00 0.03 0.00 0.17 0.12 1.49 0.03
 -------- 19:00 0.03 0.01 0.25 0.13 1.52 0.02
 -------- 20:00 0.08 0.01 0.17 0.17 1.53 0.05
 -------- 21:00 0.08 0.00 0.12 0.17 1.52 0.05
 31.12.12 22:00 0.08 0.00 0.12 0.15 1.56 0.06
 -------- 23:00 0.08 0.00 0.12 0.15 1.56 0.05
 -------- 00:00 0.08 0.00 0.12 0.15 1.55 0.03
 -------- 01:00 0.09 0.00 0.21 0.16 1.60 0.05
 -------- 02:00 0.11 0.01 0.33 0.17 1.71 0.11
 01.01.13 03:00 0.10 0.01 0.33 0.19 1.60 0.09
 -------- 04:00 0.05 0.01 0.25 0.15 1.49 0.03
 -------- 05:00 0.08 0.01 0.38 0.19 1.53 0.09
 -------- 06:00 0.05 0.01 0.38 0.12 1.47 0.02
 -------- 07:00 0.04 0.01 0.33 0.08 1.46 0.00
 01.01.13 08:00 0.07 0.01 0.25 0.17 1.49 0.06
 -------- 09:00 0.07 0.01 0.38 0.15 1.50 0.04
 -------- 10:00 0.09 0.01 0.33 0.14 1.54 0.07
 -------- 11:00 0.07 0.01 0.25 0.12 1.55 0.05
 -------- 12:00 0.09 0.01 0.38 0.15 1.62 0.07
 01.01.13 13:00 0.05 0.01 0.38 0.09 1.49 0.02
 -------- 14:00 0.05 0.01 0.38 0.08 1.48 0.02
 -------- 15:00 0.06 0.01 0.33 0.07 1.44 0.02
 -------- 16:00 0.04 0.01 0.33 0.09 1.47 0.02
 -------- 17:00 0.04 0.01 0.29 0.10 1.44 0.02
 01.01.13 18:00 0.05 0.01 0.38 0.12 1.50 0.02
 -------- 19:00 0.04 0.01 0.38 0.12 1.45 0.02
 -------- 20:00 0.04 0.01 0.38 0.13 1.43 0.02
 -------- 21:00 0.05 0.01 0.38 0.12 1.45 0.02
 -------- 22:00 0.04 0.01 0.38 0.10 1.42 0.02
 01.01.13 23:00 0.04 0.01 0.38 0.10 1.43 0.02
 -------- 00:00 0.04 0.01 0.25 0.07 1.45 0.01
 -------- 01:00 0.04 0.00 0.12 0.05 1.45 0.01
 -------- 02:00 0.04 0.00 0.12 0.03 1.43 0.01
 -------- 03:00 0.03 0.00 0.12 0.04 1.45 0.01
 02.01.13 04:00 0.02 0.00 0.12 0.02 1.43 0.00
 -------- 05:00 0.02 0.00 ---- 0.02 1.41 0.01
 -------- 06:00 0.02 0.00 ---- 0.02 1.41 0.00
 -------- 07:00 0.04 0.00 ---- 0.03 1.41 0.01
 -------- 08:00 0.06 0.00 ---- 0.07 1.41 0.01
 02.01.13 09:00 0.05 0.00 ---- 0.06 1.41 0.01
 -------- 10:00 0.06 0.00 ---- 0.08 1.42 0.01
 -------- 11:00 0.06 0.00 ---- 0.09 1.43 0.02
