 Date Time CO SO2 H2S NO2 CHX NO
 13.02.13 12:00 0.05 0.01 0.12 0.23 ---- 0.08
 -------- 13:00 0.03 0.03 0.21 0.16 1.46 0.04
 -------- 14:00 0.02 0.03 0.21 0.15 1.48 0.03
 -------- 15:00 0.02 0.03 0.12 0.15 1.41 0.03
 -------- 16:00 0.03 0.03 0.21 0.16 1.38 0.03
 13.02.13 17:00 0.02 0.02 0.17 0.21 1.39 0.04
 -------- 18:00 0.05 0.02 0.17 0.28 1.42 0.07
 -------- 19:00 0.08 0.01 0.25 0.35 1.45 0.13
 -------- 20:00 0.13 0.01 0.25 0.33 1.50 0.24
 -------- 21:00 0.12 0.02 0.25 0.33 1.53 0.18
 13.02.13 22:00 0.11 0.01 0.21 0.35 1.58 0.16
 -------- 23:00 0.09 0.02 0.38 0.33 1.87 0.10
 -------- 00:00 0.07 0.01 0.17 0.27 1.93 0.05
 -------- 01:00 0.04 0.01 0.12 0.25 1.63 0.03
 -------- 02:00 0.03 0.01 0.12 0.23 1.51 0.01
 14.02.13 03:00 0.02 0.01 0.12 0.20 1.55 0.01
 -------- 04:00 0.02 0.01 0.33 0.22 1.69 0.01
 -------- 05:00 0.05 0.01 0.42 0.28 1.75 0.07
 -------- 06:00 0.05 0.01 0.25 0.28 1.63 0.08
 -------- 07:00 0.05 0.01 0.25 0.23 1.50 0.04
 14.02.13 08:00 0.06 0.01 0.25 0.21 1.53 0.04
 -------- 09:00 0.08 0.01 0.33 0.26 1.59 0.09
 -------- 10:00 0.09 0.04 0.33 0.29 1.73 0.12
 -------- 11:00 0.09 0.15 0.62 0.29 1.81 0.13
 -------- 12:00 0.09 0.05 0.38 0.31 1.75 0.17
 14.02.13 13:00 0.09 0.06 0.42 0.33 1.66 0.15
 -------- 14:00 0.07 0.24 0.71 0.27 1.73 0.07
 -------- 15:00 0.06 0.18 0.62 0.27 1.63 0.07
 -------- 16:00 0.05 0.05 0.38 0.24 1.63 0.05
 -------- 17:00 0.05 0.04 0.29 0.27 1.52 0.05
 14.02.13 18:00 0.07 0.03 0.50 0.32 1.59 0.07
 -------- 19:00 0.07 0.03 0.42 0.33 1.60 0.07
 -------- 20:00 0.11 0.02 0.33 0.37 1.62 0.15
 -------- 21:00 0.13 0.02 0.38 0.34 1.63 0.20
 -------- 22:00 0.11 0.02 0.29 0.35 1.58 0.15
 14.02.13 23:00 0.09 0.01 0.25 0.33 1.55 0.10
 -------- 00:00 0.06 0.01 0.21 0.29 1.53 0.08
 -------- 01:00 0.06 0.01 0.12 0.28 1.68 0.07
 -------- 02:00 0.04 0.01 0.12 0.24 1.80 0.05
 -------- 03:00 0.04 0.01 0.12 0.27 1.57 0.07
 15.02.13 04:00 0.02 0.01 ---- 0.23 1.74 0.05
 -------- 05:00 0.03 0.01 ---- 0.24 1.75 0.05
 -------- 06:00 0.05 0.01 ---- 0.27 1.58 0.10
 -------- 07:00 0.06 0.01 ---- 0.28 1.58 0.09
 -------- 08:00 0.05 0.01 ---- 0.28 1.52 0.06
 15.02.13 09:00 0.04 0.01 ---- 0.24 1.50 0.05
 -------- 10:00 0.06 0.01 ---- 0.27 1.51 0.11
 -------- 11:00 0.05 0.01 ---- 0.25 1.54 0.08
