 Date Time CO SO2 H2S NO2 CHX NO
 12.01.13 12:00 0.09 0.01 0.25 0.16 1.68 0.09
 -------- 13:00 0.10 0.01 0.25 0.18 1.72 0.10
 -------- 14:00 0.11 0.01 0.38 0.20 1.80 0.13
 -------- 15:00 0.19 0.01 0.62 0.22 1.91 0.14
 -------- 16:00 0.13 0.01 0.71 0.21 1.80 0.14
 12.01.13 17:00 0.13 0.01 0.58 0.21 1.95 0.12
 -------- 18:00 0.17 0.01 0.42 0.21 1.87 0.23
 -------- 19:00 0.15 0.01 0.38 0.22 2.19 0.22
 -------- 20:00 0.17 0.01 0.50 0.23 2.66 0.23
 -------- 21:00 0.20 0.01 0.50 0.21 2.03 0.26
 12.01.13 22:00 0.17 0.01 0.50 0.21 2.24 0.23
 -------- 23:00 0.16 0.01 0.50 0.21 2.17 0.20
 -------- 00:00 0.17 0.01 0.42 0.20 2.10 0.26
 -------- 01:00 0.22 0.01 0.38 0.22 2.16 0.31
 -------- 02:00 0.21 0.01 0.25 0.24 2.13 0.31
 13.01.13 03:00 0.22 0.01 0.33 0.22 2.24 0.36
 -------- 04:00 0.19 0.01 0.38 0.23 2.16 0.30
 -------- 05:00 0.12 0.01 0.25 0.23 2.06 0.16
 -------- 06:00 0.09 0.01 0.21 0.19 1.90 0.10
 -------- 07:00 0.05 0.01 0.12 0.16 1.66 0.06
 13.01.13 08:00 0.11 0.01 0.21 0.14 1.62 0.05
 -------- 09:00 0.06 0.01 0.25 0.14 1.56 0.04
 -------- 10:00 0.07 0.01 0.12 0.14 1.58 0.05
 -------- 11:00 0.06 0.01 0.12 0.13 1.57 0.06
 -------- 12:00 0.06 0.01 0.21 0.12 1.57 0.06
 13.01.13 13:00 0.07 0.01 0.25 0.12 1.59 0.06
 -------- 14:00 0.06 0.01 0.12 0.14 1.54 0.05
 -------- 15:00 0.06 0.01 0.12 0.15 1.53 0.04
 -------- 16:00 0.07 0.01 0.12 0.16 1.53 0.04
 -------- 17:00 0.05 0.01 0.12 0.17 1.52 0.02
 13.01.13 18:00 0.04 0.00 0.12 0.18 1.52 0.02
 -------- 19:00 0.05 0.00 0.12 0.18 1.55 0.02
 -------- 20:00 0.05 0.00 0.12 0.19 1.54 0.02
 -------- 21:00 0.04 0.00 0.12 0.18 1.52 0.02
 -------- 22:00 0.04 0.01 0.17 0.18 1.54 0.03
 13.01.13 23:00 0.03 0.00 0.12 0.18 1.57 0.04
 -------- 00:00 0.02 0.00 0.12 0.18 1.55 0.03
 -------- 01:00 0.02 0.00 0.12 0.15 1.49 0.01
 -------- 02:00 ---- 0.00 ---- 0.11 1.48 0.00
 -------- 03:00 ---- 0.00 ---- 0.09 1.48 0.00
 14.01.13 04:00 ---- 0.00 ---- 0.09 1.48 0.01
 -------- 05:00 0.02 0.00 0.12 0.10 1.52 0.01
 -------- 06:00 0.02 0.00 0.12 0.16 1.55 0.02
 -------- 07:00 0.03 0.00 ---- 0.18 1.50 0.03
 -------- 08:00 0.08 0.00 ---- 0.19 1.53 0.06
 14.01.13 09:00 0.11 0.00 0.12 0.20 1.56 0.07
 -------- 10:00 0.08 0.00 ---- 0.20 1.53 0.07
 -------- 11:00 0.09 0.00 0.12 0.24 1.55 0.10
