 Date Time CO SO2 H2S NO2 CHX NO
 15.03.13 12:00 0.08 0.01 0.19 0.22 1.73 0.07
 -------- 13:00 0.08 0.01 0.12 0.18 2.01 0.05
 -------- 14:00 0.08 0.01 0.12 0.19 1.78 0.05
 -------- 15:00 0.07 0.01 0.12 0.19 1.72 0.05
 -------- 16:00 0.07 0.00 0.12 0.18 1.69 0.04
 15.03.13 17:00 0.06 0.00 0.17 0.17 1.67 0.02
 -------- 18:00 0.35 0.01 0.25 0.17 3.80 0.02
 -------- 19:00 0.07 0.00 0.19 0.16 1.65 0.02
 -------- 20:00 0.04 0.00 0.12 0.15 1.49 0.02
 -------- 21:00 0.04 0.00 0.12 0.15 1.48 0.02
 15.03.13 22:00 0.03 0.00 0.12 0.16 1.50 0.01
 -------- 23:00 0.02 0.00 0.12 0.18 1.50 0.02
 -------- 00:00 0.02 0.00 0.19 0.17 1.42 0.02
 -------- 01:00 ---- 0.01 ---- 0.16 1.42 0.02
 -------- 02:00 ---- 0.01 ---- 0.16 1.44 0.02
 16.03.13 03:00 ---- 0.01 ---- 0.15 1.41 0.02
 -------- 04:00 ---- 0.01 ---- 0.15 1.63 0.02
 -------- 05:00 0.02 0.01 ---- 0.13 1.65 0.02
 -------- 06:00 0.02 0.01 ---- 0.13 1.61 0.02
 -------- 07:00 0.02 0.00 ---- 0.13 1.82 0.02
 16.03.13 08:00 0.03 0.01 ---- 0.16 1.56 0.05
 -------- 09:00 0.02 0.00 ---- 0.14 1.49 0.04
 -------- 10:00 0.02 0.00 ---- 0.14 1.45 0.03
 -------- 11:00 0.02 0.00 ---- 0.14 1.44 0.04
 -------- 12:00 0.03 0.01 ---- 0.13 1.51 0.04
 16.03.13 13:00 0.02 0.01 ---- 0.15 1.47 0.03
 -------- 14:00 0.02 0.01 ---- 0.11 1.45 0.02
 -------- 15:00 0.03 0.01 ---- 0.14 1.48 0.03
 -------- 16:00 ---- 0.01 ---- 0.07 1.48 0.01
 -------- 17:00 0.02 0.01 ---- 0.09 1.47 0.01
 16.03.13 18:00 0.02 0.01 ---- 0.11 1.46 0.01
 -------- 19:00 0.02 0.01 ---- 0.16 1.49 0.02
 -------- 20:00 0.05 0.01 ---- 0.17 1.49 0.02
 -------- 21:00 0.04 0.01 ---- 0.17 1.50 0.01
 -------- 22:00 0.03 0.01 ---- 0.12 1.47 0.01
 16.03.13 23:00 0.03 0.01 ---- 0.16 1.48 0.02
 -------- 00:00 0.04 0.00 ---- 0.15 1.48 0.01
 -------- 01:00 0.02 0.00 0.12 0.12 1.47 0.01
 -------- 02:00 0.02 0.00 ---- 0.07 1.46 0.01
 -------- 03:00 ---- 0.00 ---- 0.08 1.45 0.00
 17.03.13 04:00 ---- 0.00 ---- 0.05 1.42 0.00
 -------- 05:00 ---- 0.00 ---- 0.02 1.41 0.00
 -------- 06:00 ---- 0.00 ---- 0.06 1.41 0.01
 -------- 07:00 ---- 0.00 ---- 0.07 1.40 0.00
 -------- 08:00 0.02 0.00 0.12 0.07 1.41 0.01
 17.03.13 09:00 0.02 0.00 ---- 0.09 1.41 0.01
 -------- 10:00 0.02 0.00 ---- 0.09 1.43 0.01
 -------- 11:00 ---- 0.00 ---- 0.10 1.42 0.02
