 Date Time CO SO2 H2S NO2 CHX NO
 25.01.13 00:00 0.02 0.00 ---- 0.10 1.41 0.00
 -------- 01:00 0.02 0.00 0.12 0.09 1.39 0.00
 -------- 02:00 0.03 0.00 0.12 0.20 1.44 0.05
 -------- 03:00 0.02 0.00 0.12 0.16 1.43 0.01
 -------- 04:00 0.02 0.00 0.12 0.19 1.43 0.02
 25.01.13 05:00 0.02 0.00 ---- 0.19 1.44 0.01
 -------- 06:00 0.05 0.00 0.12 0.21 1.48 0.02
 -------- 07:00 0.04 0.00 ---- 0.15 1.45 0.01
 -------- 08:00 0.03 0.00 ---- 0.20 1.48 0.01
 -------- 09:00 ---- 0.00 ---- 0.17 1.49 0.01
 25.01.13 10:00 ---- 0.00 ---- 0.12 1.46 0.01
 -------- 11:00 0.02 0.00 ---- 0.12 1.45 0.02
 -------- 12:00 0.02 0.00 ---- 0.13 1.48 0.04
 -------- 13:00 0.02 0.00 ---- 0.18 1.54 0.06
 -------- 14:00 0.03 0.00 ---- 0.21 1.57 0.07
 25.01.13 15:00 0.02 0.00 ---- 0.21 1.53 0.06
 -------- 16:00 0.03 0.00 ---- 0.20 1.54 0.05
 -------- 17:00 0.03 0.00 ---- 0.23 1.55 0.05
 -------- 18:00 0.03 ---- ---- 0.26 1.55 0.05
 -------- 19:00 0.04 ---- ---- 0.26 1.55 0.03
 25.01.13 20:00 0.09 ---- ---- 0.26 1.55 0.04
 -------- 21:00 0.08 ---- ---- 0.27 1.56 0.05
 -------- 22:00 0.06 0.00 ---- 0.22 1.48 0.01
 -------- 23:00 0.05 ---- ---- 0.20 1.49 0.02
 -------- 00:00 0.05 0.00 0.12 0.23 1.51 0.03
 26.01.13 01:00 0.09 0.00 0.21 0.29 1.59 0.16
 -------- 02:00 0.15 0.01 0.25 0.32 1.72 0.42
 -------- 03:00 0.11 0.01 0.21 0.30 1.66 0.33
 -------- 04:00 0.10 0.01 0.17 0.29 1.64 0.29
 -------- 05:00 0.10 0.01 0.17 0.29 1.65 0.28
 26.01.13 06:00 0.05 0.01 0.12 0.18 1.50 0.02
 -------- 07:00 0.04 0.00 ---- 0.14 1.45 0.01
 -------- 08:00 0.05 0.00 0.12 0.24 1.52 0.07
 -------- 09:00 0.07 0.01 0.12 0.27 1.55 0.12
 -------- 10:00 0.12 0.01 0.12 0.28 1.60 0.22
 26.01.13 11:00 0.13 0.01 0.21 0.28 1.62 0.30
 -------- 12:00 0.12 0.01 0.12 0.27 1.62 0.26
 -------- 13:00 0.11 0.01 0.17 0.27 1.61 0.20
 -------- 14:00 0.07 0.01 ---- 0.23 1.56 0.12
 -------- 15:00 0.08 0.01 ---- 0.27 1.58 0.14
 26.01.13 16:00 0.08 0.01 0.12 0.29 1.59 0.14
 -------- 17:00 0.06 0.01 ---- 0.31 1.59 0.10
 -------- 18:00 0.05 0.01 0.12 0.30 1.55 0.08
 -------- 19:00 0.05 0.01 0.12 0.28 1.55 0.10
 -------- 20:00 0.06 0.01 0.12 0.25 1.52 0.04
 26.01.13 21:00 0.19 0.01 0.17 0.29 1.66 0.32
 -------- 22:00 0.14 0.01 0.12 0.29 1.61 0.15
 -------- 23:00 0.13 0.01 0.17 0.27 1.61 0.13
