 Date Time CO SO2 H2S NO2 CHX NO
 01.11.12 12:00 0.05 0.01 0.19 0.12 1.41 0.05
 -------- 13:00 0.06 0.02 0.33 0.13 1.40 0.06
 -------- 14:00 0.05 0.01 0.29 0.15 1.41 0.06
 -------- 15:00 0.05 0.01 0.25 0.16 1.40 0.05
 -------- 16:00 0.05 0.01 0.12 0.14 1.52 0.04
 01.11.12 17:00 0.05 0.01 0.33 0.13 1.40 0.03
 -------- 18:00 0.05 0.01 0.29 0.12 1.40 0.02
 -------- 19:00 0.05 0.01 0.54 0.12 1.39 0.02
 -------- 20:00 0.11 0.01 0.38 0.17 1.46 0.10
 -------- 21:00 0.19 0.02 0.33 0.22 1.60 0.26
 01.11.12 22:00 0.13 0.01 0.17 0.18 1.56 0.22
 -------- 23:00 0.09 0.00 0.12 0.16 1.49 0.10
 -------- 00:00 0.07 0.01 0.19 0.12 1.44 0.05
 -------- 01:00 0.06 0.01 0.42 0.13 1.41 0.04
 -------- 02:00 0.04 0.01 0.31 0.10 1.41 0.03
 02.11.12 03:00 0.04 0.01 0.25 0.08 1.39 0.03
 -------- 04:00 0.05 0.01 0.17 0.08 1.40 0.03
 -------- 05:00 0.05 0.01 0.42 0.10 1.43 0.05
 -------- 06:00 0.06 0.01 0.42 0.13 1.43 0.07
 -------- 07:00 0.11 0.01 0.38 0.16 1.45 0.09
 02.11.12 08:00 0.07 0.01 0.44 0.14 1.45 0.06
 -------- 09:00 0.07 0.01 0.12 0.15 1.44 0.07
 -------- 10:00 0.08 0.01 0.31 0.19 1.45 0.13
 -------- 11:00 0.05 0.02 0.25 0.17 1.43 0.09
 -------- 12:00 0.03 0.02 0.29 0.16 1.43 0.09
 02.11.12 13:00 0.03 0.01 0.29 0.15 1.42 0.07
 -------- 14:00 0.03 0.01 0.58 0.15 1.43 0.07
 -------- 15:00 0.02 0.01 0.17 0.15 1.45 0.06
 -------- 16:00 0.03 0.01 0.44 0.13 1.42 0.04
 -------- 17:00 0.02 0.01 0.19 0.12 1.41 0.04
 02.11.12 18:00 0.02 0.02 0.17 0.13 1.41 0.04
 -------- 19:00 0.02 0.02 0.42 0.10 1.41 0.03
 -------- 20:00 0.03 0.01 0.42 0.10 1.40 0.03
 -------- 21:00 0.03 0.01 0.42 0.10 1.40 0.03
 -------- 22:00 0.02 0.01 0.25 0.08 1.39 0.02
 02.11.12 23:00 0.02 0.01 0.38 0.10 1.39 0.03
 -------- 00:00 ---- 0.01 0.17 0.10 1.37 0.02
 -------- 01:00 ---- 0.01 0.12 0.08 1.37 0.02
 -------- 02:00 ---- 0.01 0.25 0.05 1.38 0.01
 -------- 03:00 ---- 0.01 0.21 0.03 1.40 0.01
 03.11.12 04:00 ---- 0.01 0.19 0.04 1.38 0.01
 -------- 05:00 ---- 0.01 ---- 0.06 1.38 0.02
 -------- 06:00 ---- 0.01 0.12 0.09 1.38 0.03
 -------- 07:00 0.02 0.01 0.12 0.10 1.40 0.03
 -------- 08:00 0.02 0.01 0.29 0.11 1.39 0.03
 03.11.12 09:00 ---- 0.01 0.33 0.11 1.40 0.04
 -------- 10:00 0.02 0.01 0.38 0.13 1.41 0.05
 -------- 11:00 0.02 0.01 0.21 0.15 1.43 0.05
