 Date Time CO SO2 H2S NO2 CHX NO
 26.01.13 00:00 0.05 0.00 0.12 0.23 1.52 0.03
 -------- 01:00 0.09 0.00 0.21 0.29 1.59 0.16
 -------- 02:00 0.15 0.01 0.25 0.32 1.72 0.42
 -------- 03:00 0.11 0.01 0.21 0.30 1.66 0.33
 -------- 04:00 0.10 0.01 0.17 0.29 1.64 0.29
 26.01.13 05:00 0.10 0.01 0.17 0.29 1.65 0.28
 -------- 06:00 0.05 0.01 0.12 0.18 1.50 0.02
 -------- 07:00 0.04 0.00 ---- 0.14 1.45 0.01
 -------- 08:00 0.05 0.00 0.12 0.24 1.52 0.07
 -------- 09:00 0.07 0.01 0.12 0.27 1.55 0.12
 26.01.13 10:00 0.12 0.01 0.12 0.28 1.60 0.22
 -------- 11:00 0.13 0.01 0.21 0.28 1.62 0.30
 -------- 12:00 0.12 0.01 0.12 0.27 1.62 0.26
 -------- 13:00 0.11 0.01 0.17 0.27 1.61 0.20
 -------- 14:00 0.07 0.01 ---- 0.23 1.56 0.12
 26.01.13 15:00 0.08 0.01 ---- 0.27 1.58 0.14
 -------- 16:00 0.08 0.01 0.12 0.29 1.59 0.14
 -------- 17:00 0.06 0.01 ---- 0.31 1.59 0.10
 -------- 18:00 0.05 0.01 0.12 0.30 1.55 0.08
 -------- 19:00 0.05 0.01 0.12 0.28 1.55 0.10
 26.01.13 20:00 0.06 0.01 0.12 0.25 1.52 0.04
 -------- 21:00 0.19 0.01 0.17 0.29 1.66 0.32
 -------- 22:00 0.14 0.01 0.12 0.29 1.61 0.15
 -------- 23:00 0.13 0.01 0.17 0.27 1.61 0.13
 -------- 00:00 0.12 0.01 0.19 0.27 1.59 0.16
 27.01.13 01:00 0.15 0.01 0.21 0.29 1.63 0.29
 -------- 02:00 0.09 0.00 0.17 0.25 1.56 0.09
 -------- 03:00 0.08 0.00 0.17 0.27 1.55 0.11
 -------- 04:00 0.07 0.00 0.21 0.23 1.55 0.05
 -------- 05:00 0.08 0.00 0.17 0.28 1.58 0.09
 27.01.13 06:00 0.08 0.00 0.12 0.30 1.57 0.10
 -------- 07:00 0.07 0.01 0.21 0.32 1.56 0.11
 -------- 08:00 0.10 0.00 0.12 0.28 1.57 0.09
 -------- 09:00 0.10 0.00 0.12 0.30 1.59 0.13
 -------- 10:00 0.13 0.00 0.17 0.28 1.64 0.16
 27.01.13 11:00 0.10 0.00 0.12 0.26 1.63 0.12
 -------- 12:00 0.11 0.01 0.17 0.27 1.65 0.15
 -------- 13:00 0.10 0.01 0.12 0.23 1.60 0.14
 -------- 14:00 0.09 0.01 0.12 0.20 1.57 0.09
 -------- 15:00 0.07 0.01 0.12 0.18 1.53 0.07
 27.01.13 16:00 0.09 0.01 0.12 0.25 1.57 0.09
 -------- 17:00 0.12 0.01 0.12 0.33 1.69 0.14
 -------- 18:00 0.15 0.01 0.12 0.35 1.73 0.17
 -------- 19:00 0.09 0.01 0.21 0.28 1.63 0.10
 -------- 20:00 0.11 0.01 0.21 0.29 1.63 0.11
 27.01.13 21:00 0.13 0.01 0.17 0.29 1.62 0.11
 -------- 22:00 0.11 0.01 0.17 0.29 1.61 0.13
 -------- 23:00 0.17 0.01 0.17 0.35 2.01 0.35
