 Date Time CO SO2 H2S NO2 CHX NO
 22.03.13 12:00 0.11 0.01 ---- 0.28 1.52 0.08
 -------- 13:00 0.09 0.00 ---- 0.19 1.46 0.05
 -------- 14:00 0.06 0.01 ---- 0.14 1.43 0.03
 -------- 15:00 0.06 0.01 ---- 0.13 1.42 0.03
 -------- 16:00 0.06 0.00 ---- 0.12 1.39 0.03
 22.03.13 17:00 0.06 0.01 0.12 0.12 1.38 0.02
 -------- 18:00 0.16 0.01 0.12 0.14 1.61 0.02
 -------- 19:00 0.07 0.01 0.12 0.18 1.40 0.01
 -------- 20:00 0.02 0.00 0.12 0.20 1.42 0.01
 -------- 21:00 ---- 0.00 ---- 0.17 1.41 0.01
 22.03.13 22:00 ---- ---- ---- 0.18 1.38 0.01
 -------- 23:00 ---- ---- ---- 0.13 1.38 0.01
 -------- 00:00 ---- 0.01 0.12 0.12 1.37 0.01
 -------- 01:00 ---- 0.01 0.17 0.12 1.37 0.01
 -------- 02:00 ---- 0.03 0.25 0.14 1.42 0.01
 23.03.13 03:00 ---- 0.08 0.33 0.16 1.53 0.01
 -------- 04:00 ---- 0.11 0.46 0.22 1.57 0.03
 -------- 05:00 0.02 0.14 0.62 0.24 1.60 0.05
 -------- 06:00 0.02 0.07 0.33 0.26 1.49 0.05
 -------- 07:00 0.03 0.21 0.67 0.24 1.65 0.04
 23.03.13 08:00 0.09 0.06 0.25 0.27 1.55 0.06
 -------- 09:00 0.09 0.17 0.71 0.26 1.68 0.08
 -------- 10:00 0.09 0.08 0.29 0.26 1.53 0.11
 -------- 11:00 0.09 0.05 0.29 0.26 1.43 0.11
 -------- 12:00 0.07 0.04 0.25 0.21 1.44 0.08
 23.03.13 13:00 0.07 0.05 0.25 0.20 1.41 0.09
 -------- 14:00 0.05 0.03 0.25 0.13 1.38 0.03
 -------- 15:00 0.05 0.03 0.29 0.10 1.40 0.02
 -------- 16:00 0.04 0.05 0.38 0.08 1.40 0.01
 -------- 17:00 0.04 0.06 0.29 0.09 1.42 0.01
 23.03.13 18:00 0.04 0.06 0.25 0.08 1.43 0.01
 -------- 19:00 0.04 0.09 0.29 0.09 1.51 0.00
 -------- 20:00 0.04 0.10 0.33 0.09 1.47 0.00
 -------- 21:00 0.04 0.09 0.42 0.09 1.47 0.00
 -------- 22:00 0.04 0.11 0.38 0.11 1.51 0.00
 23.03.13 23:00 0.04 0.13 0.54 0.11 1.53 0.00
 -------- 00:00 0.04 0.10 0.38 0.11 1.45 0.01
 -------- 01:00 0.04 0.05 0.12 0.16 1.39 0.02
 -------- 02:00 0.04 0.03 ---- 0.14 1.40 0.02
 -------- 03:00 0.04 0.04 ---- 0.10 1.42 0.01
 24.03.13 04:00 0.03 0.04 ---- 0.13 1.41 0.01
 -------- 05:00 0.05 0.05 0.12 0.17 1.41 0.03
 -------- 06:00 0.03 0.04 0.17 0.10 1.39 0.01
 -------- 07:00 0.02 0.07 0.12 0.06 1.46 0.00
 -------- 08:00 ---- 0.07 0.19 0.06 1.46 0.00
 24.03.13 09:00 ---- 0.09 0.25 0.06 1.47 0.01
 -------- 10:00 ---- 0.08 0.12 0.05 1.46 0.01
 -------- 11:00 ---- 0.07 0.12 0.04 1.44 0.00
