 Date Time CO SO2 H2S NO2 CHX NO
 28.09.12 00:00 0.06 0.01 0.12 0.17 1.40 0.03
 -------- 01:00 0.06 0.02 0.38 0.15 1.43 0.03
 -------- 02:00 0.05 0.02 0.46 0.10 1.40 0.01
 -------- 03:00 0.04 0.02 0.50 0.07 1.39 0.01
 -------- 04:00 0.04 0.01 0.42 0.07 1.40 0.01
 28.09.12 05:00 0.05 0.01 0.12 0.12 1.38 0.02
 -------- 06:00 0.06 0.01 ---- 0.14 1.39 0.03
 -------- 07:00 0.06 0.01 ---- 0.12 1.41 0.02
 -------- 08:00 0.05 0.01 0.12 0.12 1.40 0.02
 -------- 09:00 0.04 0.02 0.21 0.13 1.38 0.02
 28.09.12 10:00 0.02 0.02 ---- 0.13 1.40 0.02
 -------- 11:00 0.02 0.03 0.19 0.12 1.40 0.02
 -------- 12:00 0.02 0.02 0.19 0.13 1.39 0.03
 -------- 13:00 0.02 0.02 ---- 0.12 1.37 0.02
 -------- 14:00 0.02 0.01 0.25 0.12 1.36 0.02
 28.09.12 15:00 0.04 0.01 0.25 0.16 1.39 0.02
 -------- 16:00 ---- 0.02 0.12 0.14 1.41 0.01
 -------- 17:00 0.02 0.04 0.50 0.17 1.45 0.02
 -------- 18:00 0.02 0.02 0.25 0.20 1.44 0.02
 -------- 19:00 0.03 0.03 0.21 0.24 1.44 0.02
 28.09.12 20:00 0.02 0.02 0.50 0.15 1.40 0.01
 -------- 21:00 0.02 0.02 0.12 0.08 1.36 0.01
 -------- 22:00 0.02 0.01 0.33 0.09 1.31 0.01
 -------- 23:00 ---- 0.01 0.42 0.05 1.31 0.00
 -------- 00:00 ---- 0.02 0.33 0.05 1.32 0.00
 29.09.12 01:00 ---- 0.01 0.12 0.03 1.32 0.00
 -------- 02:00 ---- 0.00 0.31 0.04 1.34 0.00
 -------- 03:00 ---- 0.01 0.21 0.04 1.31 0.00
 -------- 04:00 ---- 0.01 0.62 0.03 1.31 0.00
 -------- 05:00 ---- 0.01 0.12 0.03 1.31 0.00
 29.09.12 06:00 0.03 0.01 0.25 0.14 1.34 0.06
 -------- 07:00 0.02 0.01 0.33 0.11 1.35 0.03
 -------- 08:00 ---- 0.03 0.33 0.07 1.33 0.01
 -------- 09:00 ---- ---- 0.12 0.06 1.33 0.01
 -------- 10:00 ---- 0.01 0.12 0.06 1.34 0.01
 29.09.12 11:00 ---- 0.01 ---- 0.05 1.33 0.01
 -------- 12:00 ---- 0.01 0.12 0.04 1.34 0.01
 -------- 13:00 ---- 0.01 0.12 0.02 1.33 0.01
 -------- 14:00 ---- 0.01 0.12 0.02 1.34 0.01
 -------- 15:00 ---- 0.01 0.12 0.04 1.34 0.01
 29.09.12 16:00 ---- 0.00 0.25 0.03 1.34 0.01
 -------- 17:00 ---- 0.01 ---- 0.03 1.33 0.01
 -------- 18:00 ---- 0.01 ---- 0.08 1.34 0.01
 -------- 19:00 0.02 0.02 0.12 0.13 1.36 0.01
 -------- 20:00 0.06 0.01 0.25 0.19 1.39 0.01
 29.09.12 21:00 0.07 0.01 ---- 0.17 1.39 0.01
 -------- 22:00 0.10 0.01 0.12 0.18 1.41 0.02
 -------- 23:00 0.25 0.01 0.12 0.22 1.58 0.27
