 Date Time CO SO2 H2S NO2 CHX NO
 17.12.12 23:00 ---- 0.01 0.12 0.18 1.66 0.06
 -------- 00:00 ---- 0.01 0.12 0.16 1.59 0.05
 -------- 01:00 ---- 0.01 0.17 0.15 1.51 0.03
 -------- 02:00 ---- 0.01 0.12 0.15 1.51 0.03
 -------- 03:00 ---- 0.01 0.17 0.15 1.60 0.04
 18.12.12 04:00 ---- 0.01 0.12 0.17 1.62 0.06
 -------- 05:00 ---- 0.01 0.12 0.17 1.60 0.07
 -------- 06:00 ---- 0.01 0.21 0.17 1.75 0.07
 -------- 07:00 ---- 0.01 0.17 0.16 1.56 0.06
 -------- 08:00 ---- 0.01 0.12 0.15 1.58 0.04
 18.12.12 09:00 ---- 0.01 0.12 0.17 1.75 0.06
 -------- 10:00 ---- 0.01 0.25 0.17 1.73 0.08
 -------- 11:00 ---- 0.01 0.21 0.18 1.55 0.10
 -------- 12:00 ---- 0.01 0.12 0.15 1.54 0.09
 -------- 13:00 ---- 0.01 0.12 0.16 1.65 0.09
 18.12.12 14:00 0.09 0.01 0.12 0.18 1.77 0.10
 -------- 15:00 0.05 0.01 0.12 0.21 1.67 0.11
 -------- 16:00 0.03 0.01 0.12 0.23 1.69 0.12
 -------- 17:00 0.04 0.01 0.12 0.18 1.62 0.06
 -------- 18:00 ---- 0.01 0.12 0.19 1.62 0.06
 18.12.12 19:00 ---- 0.01 0.12 0.22 1.66 0.07
 -------- 20:00 ---- 0.01 0.12 0.19 1.63 0.07
 -------- 21:00 ---- 0.01 0.12 0.17 1.68 0.06
 -------- 22:00 ---- 0.01 0.12 0.17 1.80 0.08
 -------- 23:00 ---- 0.01 0.12 0.17 1.79 0.08
 19.12.12 00:00 ---- 0.01 0.12 0.15 1.53 0.05
 -------- 01:00 ---- 0.01 0.12 0.13 1.48 0.04
 -------- 02:00 ---- 0.01 0.12 0.15 1.53 0.05
 -------- 03:00 ---- 0.01 ---- 0.14 1.67 0.04
 -------- 04:00 ---- 0.01 0.12 0.14 1.73 0.04
 19.12.12 05:00 ---- 0.01 0.12 0.14 1.61 0.05
 -------- 06:00 ---- 0.01 0.12 0.14 1.52 0.06
 -------- 07:00 ---- 0.01 0.12 0.14 1.53 0.06
 -------- 08:00 0.02 0.01 0.12 0.15 1.50 0.06
 -------- 09:00 0.02 0.01 0.12 0.15 1.54 0.06
 19.12.12 10:00 0.02 0.01 0.12 0.19 1.63 0.11
 -------- 11:00 0.02 0.01 0.12 0.19 1.70 0.11
 -------- 12:00 0.03 0.01 0.12 0.15 1.54 0.08
 -------- 13:00 0.03 0.01 0.12 0.16 1.48 0.08
 -------- 14:00 0.02 0.01 0.12 0.15 1.49 0.07
 19.12.12 15:00 0.02 0.01 0.12 0.16 1.64 0.07
 -------- 16:00 0.02 0.01 0.12 0.22 1.70 0.09
 -------- 17:00 0.03 0.01 0.12 0.25 1.60 0.11
 -------- 18:00 0.04 0.01 0.12 0.26 1.54 0.10
 -------- 19:00 0.03 0.01 0.17 0.26 1.57 0.10
 19.12.12 20:00 ---- 0.01 0.12 0.27 1.71 0.11
 -------- 21:00 ---- 0.01 0.17 0.26 1.79 0.11
 -------- 22:00 ---- 0.01 0.25 0.25 1.70 0.10
