 Date Time CO SO2 H2S NO2 CHX NO
 24.10.12 23:00 0.04 0.03 0.12 0.18 1.46 0.09
 -------- 00:00 0.02 0.02 0.12 0.14 1.42 0.07
 -------- 01:00 ---- 0.02 0.33 0.12 1.38 0.05
 -------- 02:00 ---- 0.01 0.38 0.10 1.38 0.03
 -------- 03:00 ---- 0.03 0.92 0.10 1.41 0.03
 25.10.12 04:00 ---- 0.02 0.50 0.11 1.40 0.04
 -------- 05:00 ---- 0.03 0.38 0.11 1.39 0.05
 -------- 06:00 ---- 0.01 0.19 0.11 1.39 0.05
 -------- 07:00 0.02 0.01 0.17 0.15 1.40 0.07
 -------- 08:00 0.07 0.01 ---- 0.14 1.40 0.06
 25.10.12 09:00 0.07 0.03 0.31 0.17 1.40 0.07
 -------- 10:00 0.06 0.03 0.29 0.15 1.39 0.07
 -------- 11:00 0.04 0.04 0.21 0.14 1.38 0.06
 -------- 12:00 0.05 0.02 0.19 0.14 1.38 0.06
 -------- 13:00 0.05 0.01 ---- 0.15 1.38 0.07
 25.10.12 14:00 0.05 0.01 0.25 0.13 1.37 0.05
 -------- 15:00 0.05 0.01 0.12 0.13 1.38 0.05
 -------- 16:00 0.06 0.01 0.25 0.13 1.38 0.05
 -------- 17:00 0.06 0.02 0.21 0.13 1.38 0.04
 -------- 18:00 0.06 0.01 0.25 0.11 1.38 0.03
 25.10.12 19:00 0.06 0.01 0.29 0.12 1.38 0.03
 -------- 20:00 0.06 0.01 0.25 0.10 1.38 0.02
 -------- 21:00 0.05 0.03 0.71 0.09 1.36 0.02
 -------- 22:00 0.04 0.02 0.44 0.07 1.35 0.02
 -------- 23:00 0.02 0.00 ---- 0.06 1.35 0.01
 26.10.12 00:00 0.02 0.02 0.38 0.06 1.35 0.01
 -------- 01:00 0.02 0.02 0.42 0.04 1.38 0.01
 -------- 02:00 ---- 0.02 0.42 0.04 1.36 0.01
 -------- 03:00 ---- 0.01 0.12 0.04 1.37 0.01
 -------- 04:00 ---- 0.01 0.12 0.04 1.36 0.01
 26.10.12 05:00 0.02 0.01 0.71 0.05 1.37 0.02
 -------- 06:00 0.02 0.00 0.19 0.07 1.37 0.03
 -------- 07:00 0.02 0.01 0.67 0.07 1.39 0.02
 -------- 08:00 0.05 0.01 0.58 0.07 1.37 0.02
 -------- 09:00 0.06 0.01 0.12 0.10 1.39 0.03
 26.10.12 10:00 0.09 0.01 0.25 0.16 1.40 0.07
 -------- 11:00 0.08 0.02 0.58 0.14 1.42 0.06
 -------- 12:00 0.07 0.02 0.46 0.12 1.40 0.04
 -------- 13:00 0.07 0.02 0.50 0.08 1.38 0.02
 -------- 14:00 0.08 0.01 0.33 0.07 1.35 0.01
 26.10.12 15:00 0.07 0.01 0.12 0.04 1.35 0.01
 -------- 16:00 0.06 0.01 0.50 0.05 1.35 0.01
 -------- 17:00 0.07 0.01 0.17 0.05 1.36 0.01
 -------- 18:00 0.06 0.02 0.38 0.08 1.36 0.01
 -------- 19:00 0.06 0.03 0.29 0.10 1.36 0.01
 26.10.12 20:00 0.05 0.02 0.25 0.13 1.37 0.01
 -------- 21:00 0.04 0.02 0.50 0.18 1.38 0.03
 -------- 22:00 0.03 0.01 0.31 0.15 1.37 0.02
