 Date Time CO SO2 H2S NO2 CHX NO
 15.05.13 00:00 0.04 0.01 0.12 0.33 1.48 0.04
 -------- 01:00 0.02 0.02 0.33 0.26 1.48 0.01
 -------- 02:00 0.02 0.02 0.29 0.24 1.47 0.01
 -------- 03:00 0.03 0.02 0.12 0.30 1.54 0.06
 -------- 04:00 0.03 0.02 0.17 0.32 1.54 0.08
 15.05.13 05:00 0.05 0.01 0.19 0.31 1.57 0.10
 -------- 06:00 0.07 0.02 0.21 0.31 1.65 0.11
 -------- 07:00 0.09 0.02 0.25 0.33 1.63 0.13
 -------- 08:00 0.03 0.01 0.12 0.26 1.65 0.06
 -------- 09:00 0.02 0.01 0.12 0.20 1.66 0.02
 15.05.13 10:00 ---- 0.01 0.12 0.13 1.58 0.01
 -------- 11:00 ---- 0.01 0.12 0.13 1.60 0.01
 -------- 12:00 0.04 0.01 0.12 0.14 1.54 0.01
 -------- 13:00 ---- 0.01 0.12 0.14 1.48 0.01
 -------- 14:00 0.02 0.01 0.12 0.12 1.45 0.01
 15.05.13 15:00 ---- 0.01 0.12 0.12 1.42 0.01
 -------- 16:00 ---- 0.01 ---- 0.18 1.42 0.01
 -------- 17:00 0.02 0.01 0.12 0.19 1.46 0.02
 -------- 18:00 0.03 0.01 0.25 0.27 1.53 0.02
 -------- 19:00 0.09 0.01 0.25 0.30 1.64 0.04
 15.05.13 20:00 0.09 0.01 0.21 0.30 1.49 0.04
 -------- 21:00 0.02 0.01 0.12 0.17 1.37 0.01
 -------- 22:00 0.04 0.01 0.12 0.35 1.43 0.03
 -------- 23:00 0.09 0.01 0.17 0.33 1.55 0.11
 -------- 00:00 0.13 0.01 0.17 0.40 1.71 0.24
 16.05.13 01:00 0.09 0.01 0.25 0.37 1.65 0.16
 -------- 02:00 0.05 0.01 0.21 0.25 1.70 0.04
 -------- 03:00 0.03 0.01 0.17 0.20 1.72 0.02
 -------- 04:00 0.03 0.01 0.21 0.23 1.52 0.02
 -------- 05:00 0.04 0.01 0.12 0.28 1.47 0.04
 16.05.13 06:00 0.04 0.01 0.12 0.29 1.46 0.06
 -------- 07:00 0.05 0.01 0.17 0.22 1.51 0.04
 -------- 08:00 0.02 0.01 0.17 0.15 1.49 0.01
 -------- 09:00 ---- 0.01 0.12 0.09 1.41 0.01
 -------- 10:00 ---- 0.01 0.12 0.07 1.41 0.01
 16.05.13 11:00 ---- 0.00 0.12 0.09 1.43 0.01
 -------- 12:00 ---- 0.00 0.17 0.10 1.44 0.01
 -------- 13:00 0.02 0.00 0.38 0.12 1.43 0.01
 -------- 14:00 ---- 0.00 0.12 0.08 1.42 0.01
 -------- 15:00 ---- 0.00 0.12 0.09 1.45 0.01
 16.05.13 16:00 ---- 0.00 0.12 0.09 1.42 0.01
 -------- 17:00 ---- ---- ---- 0.18 1.46 0.01
 -------- 18:00 0.02 0.00 0.12 0.28 1.65 0.03
 -------- 19:00 0.07 0.00 0.12 0.36 1.69 0.04
 -------- 20:00 0.15 0.00 0.12 0.40 1.67 0.07
 16.05.13 21:00 0.14 ---- 0.12 0.38 1.86 0.06
 -------- 22:00 0.08 0.00 0.12 0.32 1.66 0.03
 -------- 23:00 0.04 0.01 0.21 0.26 1.51 0.02
