 Date Time CO SO2 H2S NO2 CHX NO
 23.10.12 00:00 0.02 0.02 0.25 0.10 1.35 0.01
 -------- 01:00 0.02 0.02 0.46 0.06 1.38 0.01
 -------- 02:00 0.02 0.01 0.19 0.07 1.39 0.01
 -------- 03:00 ---- 0.02 0.33 0.06 1.40 0.01
 -------- 04:00 ---- 0.02 0.25 0.08 1.39 0.01
 23.10.12 05:00 0.02 0.02 0.33 0.08 1.36 0.01
 -------- 06:00 0.04 0.01 0.25 0.06 1.35 0.02
 -------- 07:00 0.04 0.02 1.00 0.10 1.37 0.02
 -------- 08:00 0.05 0.02 0.58 0.12 1.48 0.03
 -------- 09:00 0.02 0.01 0.38 0.08 1.37 0.02
 23.10.12 10:00 0.02 0.01 0.25 0.13 1.44 0.04
 -------- 11:00 ---- 0.02 0.21 0.13 1.39 0.05
 -------- 12:00 ---- 0.01 0.19 0.12 1.37 0.05
 -------- 13:00 ---- 0.01 0.33 0.13 1.38 0.06
 -------- 14:00 ---- 0.01 0.25 0.13 1.37 0.05
 23.10.12 15:00 ---- 0.01 0.54 0.12 1.37 0.05
 -------- 16:00 ---- 0.01 0.33 0.12 1.36 0.04
 -------- 17:00 ---- 0.02 0.50 0.15 1.37 0.06
 -------- 18:00 0.02 0.02 0.56 0.13 1.41 0.03
 -------- 19:00 ---- 0.00 ---- 0.13 1.37 0.04
 23.10.12 20:00 0.02 0.01 0.25 0.18 1.39 0.07
 -------- 21:00 0.02 0.03 0.31 0.16 1.54 0.06
 -------- 22:00 ---- 0.01 0.19 0.13 1.39 0.05
 -------- 23:00 0.02 0.02 0.42 0.13 1.38 0.05
 -------- 00:00 ---- 0.01 0.21 0.13 1.39 0.06
 24.10.12 01:00 ---- 0.02 0.17 0.11 1.38 0.05
 -------- 02:00 ---- 0.01 0.29 0.10 1.37 0.04
 -------- 03:00 ---- 0.01 0.12 0.10 1.37 0.04
 -------- 04:00 ---- 0.01 0.12 0.10 1.39 0.06
 -------- 05:00 ---- 0.01 0.12 0.14 1.43 0.08
 24.10.12 06:00 0.04 0.01 ---- 0.13 1.45 0.11
 -------- 07:00 0.21 0.01 0.12 0.13 1.65 0.14
 -------- 08:00 0.08 0.02 0.25 0.15 1.52 0.14
 -------- 09:00 0.10 0.03 0.50 0.16 1.59 0.21
 -------- 10:00 0.02 0.02 0.33 0.15 1.65 0.08
 24.10.12 11:00 0.02 0.03 0.62 0.15 1.78 0.09
 -------- 12:00 0.02 0.03 0.33 0.17 1.75 0.09
 -------- 13:00 0.07 0.04 0.29 0.17 1.81 0.16
 -------- 14:00 0.11 0.03 0.33 0.18 1.73 0.27
 -------- 15:00 0.05 0.03 0.12 0.18 1.52 0.10
 24.10.12 16:00 ---- 0.02 0.44 0.13 1.41 0.02
 -------- 17:00 ---- 0.03 0.54 0.13 1.42 0.02
 -------- 18:00 ---- 0.02 0.29 0.13 1.42 0.01
 -------- 19:00 ---- 0.01 ---- 0.12 1.42 0.01
 -------- 20:00 0.02 0.01 0.38 0.14 1.43 0.02
 24.10.12 21:00 0.02 0.04 0.81 0.16 1.41 0.03
