 Date Time CO OZ NO2 CHX NO PM10
 17.02.13 00:00 0.07 ---- 0.15 1.64 0.01 0.12
 -------- 01:00 0.06 ---- 0.17 1.84 0.01 0.12
 -------- 02:00 0.06 ---- 0.16 1.79 0.01 0.13
 -------- 03:00 0.06 ---- 0.13 1.58 0.01 0.12
 -------- 04:00 0.06 ---- 0.13 1.58 0.01 0.12
 17.02.13 05:00 0.06 ---- 0.15 2.00 0.01 0.13
 -------- 06:00 0.07 ---- 0.13 1.91 0.01 0.13
 -------- 07:00 0.07 ---- 0.07 1.54 0.01 ----
 -------- 08:00 0.06 ---- 0.08 1.54 0.01 ----
 -------- 09:00 0.08 ---- 0.13 1.55 0.01 ----
 17.02.13 10:00 0.07 ---- 0.10 1.54 0.02 ----
 -------- 11:00 0.08 ---- 0.13 1.56 0.02 ----
 -------- 12:00 0.06 ---- 0.11 1.54 0.02 ----
 -------- 13:00 0.06 ---- 0.09 1.52 0.02 ----
 -------- 14:00 0.06 ---- 0.07 1.51 0.02 ----
 17.02.13 15:00 0.06 ---- 0.06 1.50 0.01 ----
 -------- 16:00 0.06 ---- 0.06 1.54 0.02 ----
 -------- 17:00 0.06 ---- 0.07 1.65 0.02 ----
 -------- 18:00 0.06 ---- 0.09 1.66 0.01 ----
 -------- 19:00 0.06 ---- 0.08 1.50 0.01 ----
 17.02.13 20:00 0.07 ---- 0.14 1.50 0.01 ----
 -------- 21:00 0.06 ---- 0.12 1.50 0.01 ----
 -------- 22:00 0.06 ---- 0.14 1.51 0.02 ----
 -------- 23:00 0.07 ---- 0.27 1.80 0.02 ----
 -------- 00:00 0.06 ---- 0.19 2.04 0.01 ----
 18.02.13 01:00 0.06 ---- 0.12 1.83 0.02 ----
 -------- 02:00 0.06 ---- 0.06 1.48 0.01 ----
 -------- 03:00 0.06 ---- 0.07 1.48 0.01 ----
 -------- 04:00 0.06 ---- 0.08 1.49 0.01 ----
 -------- 05:00 0.06 ---- 0.11 1.52 0.02 ----
 18.02.13 06:00 0.09 ---- 0.16 1.56 0.02 ----
 -------- 07:00 0.10 ---- 0.19 1.54 0.01 ----
 -------- 08:00 0.09 ---- 0.20 1.53 0.02 ----
 -------- 09:00 0.09 ---- 0.20 1.54 0.02 ----
 -------- 10:00 0.10 ---- 0.19 1.57 0.03 ----
 18.02.13 11:00 0.09 ---- 0.17 1.56 0.04 ----
 -------- 12:00 0.08 ---- 0.12 1.53 0.03 ----
 -------- 13:00 0.08 ---- 0.15 1.55 0.03 ----
 -------- 14:00 0.08 ---- 0.14 1.53 0.04 ----
 -------- 15:00 0.08 ---- 0.10 1.50 0.02 0.19
 18.02.13 16:00 0.08 ---- 0.10 1.51 0.02 0.18
 -------- 17:00 0.08 ---- 0.10 1.51 0.02 0.15
 -------- 18:00 0.08 ---- 0.14 1.53 0.02 0.15
 -------- 19:00 0.08 ---- 0.14 1.54 0.01 0.15
 -------- 20:00 0.09 ---- 0.15 1.54 0.02 0.14
 18.02.13 21:00 0.10 ---- 0.19 1.55 0.02 0.14
 -------- 22:00 0.11 ---- 0.21 1.60 0.02 0.14
 -------- 23:00 0.09 ---- 0.19 1.62 0.01 0.13
