 Date Time CO OZ NO2 CHX NO PM10
 26.09.12 12:00 0.10 ---- 0.03 1.52 0.02 0.12
 -------- 13:00 0.07 ---- 0.04 1.44 0.02 0.08
 -------- 14:00 0.07 ---- 0.03 1.46 0.02 0.09
 -------- 15:00 0.06 ---- 0.03 1.44 0.02 0.09
 -------- 16:00 0.08 ---- 0.05 1.45 0.02 0.07
 26.09.12 17:00 0.05 ---- 0.04 1.42 0.02 0.05
 -------- 18:00 0.05 ---- 0.03 1.41 0.02 0.04
 -------- 19:00 0.07 ---- 0.09 1.45 0.02 0.06
 -------- 20:00 0.07 ---- 0.14 1.56 0.02 0.07
 -------- 21:00 0.07 ---- 0.11 1.52 0.03 0.08
 26.09.12 22:00 0.09 ---- 0.14 1.51 0.03 0.08
 -------- 23:00 0.09 ---- 0.13 1.57 0.03 0.09
 -------- 00:00 0.10 ---- 0.13 1.63 0.05 0.10
 -------- 01:00 0.10 ---- 0.09 1.66 0.04 0.08
 -------- 02:00 0.10 ---- 0.06 1.67 0.05 0.08
 27.09.12 03:00 0.10 ---- 0.03 1.69 0.07 0.08
 -------- 04:00 0.10 ---- 0.02 1.74 0.13 0.09
 -------- 05:00 0.11 ---- 0.02 1.79 0.16 0.09
 -------- 06:00 0.15 ---- 0.02 1.81 0.18 0.09
 -------- 07:00 0.16 ---- 0.02 1.81 0.21 0.10
 27.09.12 08:00 0.27 ---- 0.06 2.09 0.37 0.13
 -------- 09:00 0.27 ---- 0.24 2.04 0.48 0.17
 -------- 10:00 0.23 ---- 0.36 1.93 0.48 0.19
 -------- 11:00 0.24 ---- 0.41 1.84 0.46 0.19
 -------- 12:00 0.16 ---- 0.41 1.66 0.21 0.14
 27.09.12 13:00 0.09 ---- 0.31 1.57 0.09 0.11
 -------- 14:00 0.06 ---- 0.28 1.53 0.06 0.14
 -------- 15:00 0.07 ---- 0.31 1.52 0.05 0.12
 -------- 16:00 0.09 ---- 0.36 1.52 0.08 0.13
 -------- 17:00 0.09 ---- 0.33 1.52 0.06 0.12
 27.09.12 18:00 0.12 ---- 0.40 1.57 0.09 0.16
 -------- 19:00 0.11 ---- 0.42 1.56 0.08 0.15
 -------- 20:00 0.10 ---- 0.41 1.53 0.03 0.13
 -------- 21:00 0.11 ---- 0.40 1.53 0.04 0.13
 -------- 22:00 0.09 ---- 0.33 1.52 0.02 0.11
 27.09.12 23:00 0.07 ---- 0.24 1.51 0.02 0.11
 -------- 00:00 0.06 ---- 0.21 1.49 0.02 0.09
 -------- 01:00 0.06 ---- 0.15 1.48 0.02 0.09
 -------- 02:00 0.06 ---- 0.12 1.49 0.02 0.10
 -------- 03:00 0.05 ---- 0.09 1.48 0.02 0.10
 28.09.12 04:00 0.05 ---- 0.06 1.44 0.02 0.11
 -------- 05:00 0.05 ---- 0.05 1.42 0.02 0.11
 -------- 06:00 0.05 ---- 0.07 1.43 0.02 0.11
 -------- 07:00 0.06 ---- 0.10 1.42 0.02 0.11
 -------- 08:00 0.07 ---- 0.17 1.43 0.02 0.11
 28.09.12 09:00 0.07 ---- 0.18 1.43 0.02 0.11
