 Date Time CO OZ NO2 CHX NO PM10
 04.10.12 00:00 0.11 ---- 0.19 1.58 0.05 0.15
 -------- 01:00 0.12 ---- 0.14 1.62 0.07 0.13
 -------- 02:00 0.12 ---- 0.17 1.66 0.08 0.13
 -------- 03:00 0.11 ---- 0.18 1.64 0.08 0.13
 -------- 04:00 0.10 ---- 0.18 1.60 0.07 0.12
 04.10.12 05:00 0.11 ---- 0.19 1.64 0.07 0.11
 -------- 06:00 0.13 ---- 0.22 1.69 0.17 0.13
 -------- 07:00 0.17 ---- 0.26 1.77 0.28 0.15
 -------- 08:00 0.20 ---- 0.29 1.82 0.33 0.16
 -------- 09:00 0.18 ---- 0.30 1.78 0.29 0.17
 04.10.12 10:00 0.15 ---- 0.32 1.72 0.22 0.17
 -------- 11:00 0.12 ---- 0.31 1.63 0.16 0.18
 -------- 12:00 0.12 ---- 0.32 1.61 0.15 0.20
 -------- 13:00 0.10 ---- 0.28 1.59 0.08 0.18
 -------- 14:00 0.09 ---- 0.23 1.57 0.05 0.18
 04.10.12 15:00 0.07 ---- 0.17 1.53 0.03 0.17
 -------- 16:00 0.05 ---- 0.11 1.47 0.02 0.16
 -------- 17:00 0.06 ---- 0.11 1.46 0.02 0.13
 -------- 18:00 0.05 ---- 0.12 1.43 0.02 0.11
 -------- 19:00 0.04 ---- 0.12 1.44 0.02 0.10
 04.10.12 20:00 0.05 ---- 0.13 1.44 0.02 0.10
 -------- 21:00 0.06 ---- 0.06 1.45 0.02 0.06
 -------- 22:00 0.04 ---- 0.02 1.43 0.01 0.02
 -------- 23:00 0.03 ---- 0.02 1.41 0.02 0.02
 -------- 00:00 0.02 ---- 0.02 1.39 0.02 0.02
 05.10.12 01:00 0.02 ---- 0.02 1.44 0.02 0.02
 -------- 02:00 0.03 ---- 0.07 1.40 0.02 0.03
 -------- 03:00 0.03 ---- 0.06 1.42 0.02 0.03
 -------- 04:00 0.02 ---- 0.06 1.45 0.02 0.04
 -------- 05:00 0.02 ---- 0.06 1.52 0.02 0.04
 05.10.12 06:00 0.04 ---- 0.09 1.47 0.02 0.04
 -------- 07:00 0.09 ---- 0.20 1.47 0.03 0.05
 -------- 08:00 0.09 ---- 0.23 1.51 0.05 0.07
 -------- 09:00 0.12 ---- 0.29 1.58 0.12 0.10
 -------- 10:00 0.17 ---- 0.36 1.67 0.26 0.13
 05.10.12 11:00 0.21 ---- 0.44 1.74 0.34 0.13
 -------- 12:00 0.18 ---- 0.44 1.66 0.26 0.11
 -------- 13:00 0.18 ---- 0.43 1.65 0.19 0.13
 -------- 14:00 0.15 ---- 0.39 1.65 0.21 0.17
 -------- 15:00 0.18 ---- 0.40 1.69 0.25 0.16
 05.10.12 16:00 0.18 ---- 0.40 1.70 0.21 0.18
 -------- 17:00 0.13 ---- 0.39 1.60 0.08 0.16
 -------- 18:00 0.09 ---- 0.31 1.52 0.03 0.14
 -------- 19:00 0.07 ---- 0.23 1.46 0.02 0.11
 -------- 20:00 0.08 ---- 0.23 1.46 0.03 0.10
 05.10.12 21:00 0.08 ---- 0.19 1.46 0.02 0.08
 -------- 22:00 0.06 ---- 0.16 1.44 0.02 0.07
 -------- 23:00 0.05 ---- 0.12 1.43 0.02 0.06
