 Date Time CO OZ NO2 CHX NO PM10
 03.04.13 00:00 0.06 ---- 0.10 1.50 0.01 0.04
 -------- 01:00 0.06 ---- 0.09 1.51 0.01 0.04
 -------- 02:00 0.06 ---- 0.09 1.51 0.02 0.04
 -------- 03:00 0.06 ---- 0.10 1.53 0.01 0.04
 -------- 04:00 0.06 ---- 0.07 1.56 0.01 0.05
 03.04.13 05:00 0.06 ---- 0.09 1.55 0.01 0.05
 -------- 06:00 0.08 ---- 0.13 1.54 0.02 0.05
 -------- 07:00 0.10 ---- 0.19 1.59 0.02 0.06
 -------- 08:00 0.09 ---- 0.20 1.61 0.02 0.06
 -------- 09:00 0.09 ---- 0.19 1.58 0.02 0.05
 03.04.13 10:00 0.07 ---- 0.13 1.62 0.02 0.04
 -------- 11:00 0.09 ---- 0.19 1.55 0.02 0.05
 -------- 12:00 0.11 ---- 0.14 1.54 0.02 0.04
 -------- 13:00 0.07 ---- 0.08 1.49 0.02 0.03
 -------- 14:00 0.09 ---- 0.08 1.48 0.02 0.03
 03.04.13 15:00 0.06 ---- 0.10 1.49 0.02 0.04
 -------- 16:00 0.07 ---- 0.12 1.49 0.02 0.03
 -------- 17:00 0.05 ---- 0.07 1.46 0.02 0.02
 -------- 18:00 0.05 ---- 0.08 1.49 0.02 0.03
 -------- 19:00 0.04 ---- 0.07 1.47 0.01 0.03
 03.04.13 20:00 0.05 ---- 0.11 1.47 0.02 0.03
 -------- 21:00 0.07 ---- 0.16 1.48 0.02 0.04
 -------- 22:00 0.08 ---- 0.18 1.49 0.02 0.04
 -------- 23:00 0.09 ---- 0.33 1.52 0.02 0.04
 -------- 00:00 0.08 ---- 0.55 1.58 0.02 0.06
 04.04.13 01:00 0.06 ---- 0.47 1.56 0.02 0.04
 -------- 02:00 0.06 ---- 0.38 1.54 0.02 0.04
 -------- 03:00 0.06 ---- 0.46 1.58 0.02 0.04
 -------- 04:00 0.06 ---- 0.52 1.75 0.03 0.05
 -------- 05:00 0.06 ---- 0.44 1.61 0.02 0.04
 04.04.13 06:00 0.05 ---- 0.18 1.57 0.02 0.03
 -------- 07:00 0.05 ---- 0.18 1.83 0.02 0.03
 -------- 08:00 0.06 ---- 0.14 1.57 0.02 0.03
 -------- 09:00 0.06 ---- 0.14 1.49 0.02 0.04
 -------- 10:00 0.07 ---- 0.15 1.47 0.02 0.04
 04.04.13 11:00 0.04 ---- 0.14 1.47 0.02 0.04
 -------- 12:00 0.04 ---- 0.09 1.46 0.02 0.04
 -------- 13:00 0.04 ---- 0.08 1.43 0.02 0.03
 -------- 14:00 0.04 ---- 0.07 1.43 0.02 0.02
 -------- 15:00 0.04 ---- 0.07 1.42 0.02 0.01
 04.04.13 16:00 0.04 ---- 0.09 1.43 0.02 0.03
 -------- 17:00 0.05 ---- 0.11 1.43 0.02 0.03
 -------- 18:00 0.04 ---- 0.11 1.45 0.02 0.03
 -------- 19:00 0.05 ---- 0.14 1.44 0.02 0.03
 -------- 20:00 0.05 ---- 0.12 1.45 0.01 0.02
 04.04.13 21:00 0.06 ---- 0.16 1.46 0.02 0.02
 -------- 22:00 0.07 ---- 0.19 1.46 0.02 0.03
 -------- 23:00 0.06 ---- 0.20 1.52 0.02 0.03
