 Date Time CO OZ NO2 CHX NO PM10
 01.02.13 12:00 0.10 ---- 0.27 1.64 0.05 0.12
 -------- 13:00 0.11 ---- 0.30 1.65 0.07 0.12
 -------- 14:00 0.10 ---- 0.36 1.68 0.09 0.13
 -------- 15:00 0.12 ---- 0.41 1.68 0.12 0.13
 -------- 16:00 0.12 ---- 0.39 1.64 0.08 0.12
 01.02.13 17:00 0.11 ---- 0.37 1.64 0.05 0.11
 -------- 18:00 0.12 ---- 0.39 1.65 0.05 0.11
 -------- 19:00 0.11 ---- 0.37 1.61 0.04 0.11
 -------- 20:00 0.12 ---- 0.36 1.60 0.03 0.10
 -------- 21:00 0.10 ---- 0.30 1.57 0.03 0.09
 01.02.13 22:00 0.10 ---- 0.24 1.55 0.02 0.08
 -------- 23:00 0.09 ---- 0.23 1.53 0.02 0.08
 -------- 00:00 0.08 ---- 0.19 1.49 0.02 0.08
 -------- 01:00 0.07 ---- 0.17 1.49 0.02 0.07
 -------- 02:00 0.06 ---- 0.11 1.45 0.02 0.04
 02.02.13 03:00 0.04 ---- 0.09 1.43 0.01 0.03
 -------- 04:00 0.04 ---- 0.08 1.42 0.01 0.02
 -------- 05:00 0.04 ---- 0.10 1.41 0.02 0.03
 -------- 06:00 0.04 ---- 0.08 1.40 0.02 0.03
 -------- 07:00 0.04 ---- 0.08 1.40 0.01 0.03
 02.02.13 08:00 0.04 ---- 0.11 1.39 0.02 0.03
 -------- 09:00 0.05 ---- 0.17 1.41 0.02 0.04
 -------- 10:00 0.06 ---- 0.20 1.44 0.02 0.04
 -------- 11:00 0.06 ---- 0.14 1.41 0.02 0.04
 -------- 12:00 0.06 ---- 0.12 1.41 0.02 0.04
 02.02.13 13:00 0.06 ---- 0.11 1.42 0.02 0.04
 -------- 14:00 0.06 ---- 0.11 1.41 0.02 0.04
 -------- 15:00 0.06 ---- 0.14 1.42 0.02 0.05
 -------- 16:00 0.06 ---- 0.14 1.41 0.02 0.04
 -------- 17:00 0.07 ---- 0.21 1.43 0.02 0.06
 02.02.13 18:00 0.11 ---- 0.36 1.50 0.04 0.08
 -------- 19:00 0.09 ---- 0.29 1.48 0.03 0.08
 -------- 20:00 0.16 ---- 0.30 1.59 0.04 0.09
 -------- 21:00 0.09 ---- 0.28 1.56 0.04 0.09
 -------- 22:00 0.07 ---- 0.19 1.51 0.02 0.07
 02.02.13 23:00 0.15 ---- 0.26 1.62 0.04 0.07
 -------- 00:00 0.12 ---- 0.29 1.64 0.07 0.08
 -------- 01:00 0.14 ---- 0.26 1.72 0.13 0.07
 -------- 02:00 0.12 ---- 0.36 1.66 0.13 0.10
 -------- 03:00 0.11 ---- 0.38 1.66 0.11 0.09
 03.02.13 04:00 0.12 ---- 0.38 1.65 0.12 0.10
 -------- 05:00 0.09 ---- 0.35 1.63 0.07 0.09
 -------- 06:00 0.07 ---- 0.32 1.58 0.03 0.08
 -------- 07:00 0.06 ---- 0.19 1.50 0.02 0.05
 -------- 08:00 0.06 ---- 0.19 1.50 0.02 0.05
 03.02.13 09:00 0.06 ---- 0.22 1.46 0.02 0.04
 -------- 10:00 0.06 ---- 0.24 1.45 0.02 0.04
 -------- 11:00 0.06 ---- 0.28 1.48 0.03 0.05
