 Date Time CO OZ NO2 CHX NO PM10
 02.05.13 00:00 0.13 ---- 0.14 1.65 0.01 0.20
 -------- 01:00 0.15 ---- 0.15 1.67 0.02 0.19
 -------- 02:00 0.10 ---- 0.10 1.57 0.01 0.13
 -------- 03:00 0.09 ---- 0.08 1.61 0.01 0.09
 -------- 04:00 0.07 ---- 0.08 1.57 0.02 0.06
 02.05.13 05:00 0.06 ---- 0.07 1.55 0.01 0.05
 -------- 06:00 0.07 ---- 0.07 1.54 0.02 0.05
 -------- 07:00 0.08 ---- 0.09 1.64 0.02 0.05
 -------- 08:00 0.11 ---- 0.14 1.67 0.02 0.06
 -------- 09:00 0.08 ---- 0.18 1.59 0.03 0.13
 02.05.13 10:00 0.04 ---- 0.10 1.43 0.02 0.07
 -------- 11:00 0.03 ---- 0.05 1.40 0.02 0.05
 -------- 12:00 0.03 ---- 0.05 1.40 0.01 0.11
 -------- 13:00 0.02 ---- 0.04 1.40 0.01 0.04
 -------- 14:00 0.03 ---- 0.03 1.41 0.01 0.05
 02.05.13 15:00 0.03 ---- 0.04 1.40 0.01 0.07
 -------- 16:00 0.04 ---- 0.04 1.40 0.02 0.04
 -------- 17:00 0.04 ---- 0.04 1.39 0.02 0.04
 -------- 18:00 0.04 ---- 0.06 1.39 0.02 0.15
 -------- 19:00 0.04 ---- 0.05 1.40 0.01 0.04
 02.05.13 20:00 0.04 ---- 0.07 1.41 0.01 0.09
 -------- 21:00 0.06 ---- 0.13 1.45 0.01 0.13
 -------- 22:00 0.07 ---- 0.17 1.49 0.01 0.18
 -------- 23:00 0.09 ---- 0.18 1.54 0.02 0.16
 -------- 00:00 0.10 ---- 0.19 1.57 0.02 0.18
 03.05.13 01:00 0.06 ---- 0.12 1.48 0.01 0.11
 -------- 02:00 0.11 ---- 0.16 1.59 0.01 0.18
 -------- 03:00 0.07 ---- 0.12 1.57 0.01 0.12
 -------- 04:00 0.06 ---- 0.07 1.47 0.01 0.13
 -------- 05:00 0.06 ---- 0.07 1.44 0.01 0.12
 03.05.13 06:00 0.06 ---- 0.08 1.46 0.02 0.11
 -------- 07:00 0.06 ---- 0.10 1.44 0.01 0.13
 -------- 08:00 0.07 ---- 0.12 1.47 0.02 0.11
 -------- 09:00 0.06 ---- 0.14 1.48 0.02 0.24
 -------- 10:00 0.06 ---- 0.17 1.46 0.02 0.49
 03.05.13 11:00 0.06 ---- 0.12 1.45 0.02 0.23
 -------- 12:00 0.06 ---- 0.10 1.43 0.02 0.23
 -------- 13:00 0.05 ---- 0.09 1.40 0.01 0.16
 -------- 14:00 0.04 ---- 0.08 1.40 0.01 0.20
 -------- 15:00 0.04 ---- 0.07 1.39 0.01 0.17
 03.05.13 16:00 0.05 ---- 0.06 1.38 0.01 0.19
 -------- 17:00 0.04 ---- 0.06 1.38 0.01 0.21
 -------- 18:00 0.04 ---- 0.07 1.38 0.01 0.15
 -------- 19:00 0.06 ---- 0.10 1.39 0.01 0.18
 -------- 20:00 0.06 ---- 0.13 1.41 0.01 0.23
 03.05.13 21:00 0.06 ---- 0.13 1.42 0.01 0.15
 -------- 22:00 0.09 ---- 0.14 1.50 0.01 0.18
 -------- 23:00 0.10 ---- 0.16 1.55 0.01 0.18
