 Date Time CO NO2 CHX NO PM10
 25.10.12 00:00 0.04 0.07 1.42 0.02 0.07
 -------- 01:00 0.03 0.08 1.42 0.02 0.05
 -------- 02:00 0.02 0.05 1.43 0.01 0.03
 -------- 03:00 0.02 0.03 1.41 0.01 0.02
 -------- 04:00 0.02 0.03 1.41 0.01 0.04
 25.10.12 05:00 0.02 0.03 1.41 0.01 0.02
 -------- 06:00 0.02 0.04 1.41 0.01 0.08
 -------- 07:00 0.04 0.06 1.41 0.01 0.02
 -------- 08:00 0.05 0.08 1.41 0.02 0.04
 -------- 09:00 0.05 0.10 1.41 0.02 0.03
 25.10.12 10:00 0.05 0.09 1.42 0.02 0.04
 -------- 11:00 0.04 0.10 1.42 0.02 0.05
 -------- 12:00 0.04 0.08 1.41 0.02 0.06
 -------- 13:00 0.04 0.08 1.41 0.02 0.06
 -------- 14:00 0.04 0.08 1.41 0.02 0.05
 25.10.12 15:00 0.04 0.09 1.41 0.02 0.12
 -------- 16:00 0.04 0.11 1.42 0.02 0.18
 -------- 17:00 0.05 0.12 1.42 0.02 0.08
 -------- 18:00 0.04 0.12 1.42 0.02 0.06
 -------- 19:00 0.04 0.10 1.42 0.02 0.05
 25.10.12 20:00 0.04 0.08 1.42 0.02 0.04
 -------- 21:00 0.04 0.08 1.42 0.02 0.02
 -------- 22:00 0.04 0.08 1.43 0.01 0.04
 -------- 23:00 0.04 0.09 1.43 0.01 0.03
 -------- 00:00 0.04 0.09 1.43 0.01 0.04
 26.10.12 01:00 0.03 0.07 1.45 0.01 0.03
 -------- 02:00 0.02 0.05 1.43 0.01 0.04
 -------- 03:00 0.04 0.04 1.42 0.01 0.03
 -------- 04:00 0.04 0.03 1.43 0.01 0.02
 -------- 05:00 0.04 0.03 1.43 0.02 0.02
 26.10.12 06:00 0.04 0.05 1.43 0.02 0.02
 -------- 07:00 0.04 0.07 1.43 0.02 0.01
 -------- 08:00 0.06 0.10 1.46 0.02 0.04
 -------- 09:00 0.06 0.10 1.45 0.02 0.03
 -------- 10:00 0.09 0.09 1.48 0.02 0.02
 26.10.12 11:00 0.05 0.12 1.47 0.02 0.03
 -------- 12:00 0.05 0.10 1.44 0.03 0.03
 -------- 13:00 0.05 0.06 1.43 0.02 0.04
 -------- 14:00 0.04 0.05 1.41 0.02 0.01
 -------- 15:00 0.04 0.05 1.40 0.02 0.03
 26.10.12 16:00 0.04 0.04 1.42 0.02 0.03
 -------- 17:00 0.04 0.03 1.41 0.02 0.02
 -------- 18:00 0.04 0.05 1.43 0.02 0.03
 -------- 19:00 0.04 0.06 1.43 0.02 0.03
 -------- 20:00 0.05 0.09 1.44 0.02 0.11
 26.10.12 21:00 0.04 0.12 1.43 0.02 0.04
 -------- 22:00 0.04 0.06 1.42 0.02 0.04
