 Date Time CO NO2 CHX NO PM10
 10.12.12 00:00 0.19 0.26 1.67 0.15 0.13
 -------- 01:00 0.11 0.28 1.58 0.07 0.09
 -------- 02:00 0.11 0.26 1.60 0.08 0.10
 -------- 03:00 0.12 0.22 1.59 0.10 0.09
 -------- 04:00 0.13 0.23 1.58 0.12 0.08
 10.12.12 05:00 0.11 0.36 1.58 0.12 0.08
 -------- 06:00 0.13 0.36 1.75 0.17 0.10
 -------- 07:00 0.17 0.38 1.91 0.24 0.11
 -------- 08:00 0.20 0.38 1.99 0.28 0.14
 -------- 09:00 0.19 0.36 1.94 0.26 0.13
 10.12.12 10:00 0.21 0.34 1.83 0.25 0.13
 -------- 11:00 0.12 0.28 1.31 0.15 0.09
 -------- 12:00 0.11 0.27 ---- 0.12 0.08
 -------- 13:00 0.12 0.27 ---- 0.15 0.08
 -------- 14:00 0.13 0.27 ---- 0.17 0.09
 10.12.12 15:00 0.11 0.24 ---- 0.12 0.08
 -------- 16:00 0.11 0.24 ---- 0.12 0.07
 -------- 17:00 0.13 0.27 ---- 0.14 0.07
 -------- 18:00 0.12 0.27 ---- 0.15 0.07
 -------- 19:00 0.12 0.26 ---- 0.15 0.08
 10.12.12 20:00 0.11 0.24 ---- 0.13 0.07
 -------- 21:00 0.10 0.25 ---- 0.07 0.05
 -------- 22:00 0.09 0.27 ---- 0.05 0.03
 -------- 23:00 0.06 0.18 ---- 0.02 0.01
 -------- 00:00 0.04 0.17 ---- 0.01 0.01
 11.12.12 01:00 0.04 0.13 ---- 0.01 0.01
 -------- 02:00 0.04 0.13 ---- 0.01 0.06
 -------- 03:00 0.03 0.12 ---- 0.01 0.05
 -------- 04:00 0.02 0.12 ---- 0.01 0.04
 -------- 05:00 0.02 0.12 ---- 0.01 0.07
 11.12.12 06:00 0.03 0.12 ---- 0.01 0.07
 -------- 07:00 0.05 0.16 ---- 0.01 0.05
 -------- 08:00 0.05 0.21 ---- 0.02 0.03
 -------- 09:00 0.07 0.24 ---- 0.02 0.07
 -------- 10:00 0.08 0.27 ---- 0.03 0.04
 11.12.12 11:00 0.07 0.26 ---- 0.02 0.05
 -------- 12:00 0.07 0.29 ---- 0.03 0.09
 -------- 13:00 0.09 0.24 ---- 0.02 0.03
 -------- 14:00 0.06 0.21 ---- 0.02 0.06
 -------- 15:00 0.07 0.19 ---- 0.03 0.03
 11.12.12 16:00 0.06 0.21 1.02 0.02 0.30
 -------- 17:00 0.06 0.32 1.46 0.03 0.20
 -------- 18:00 0.06 0.45 1.45 0.03 0.13
 -------- 19:00 0.07 0.41 1.46 0.03 0.10
 -------- 20:00 0.07 0.39 1.45 0.02 0.08
 11.12.12 21:00 0.09 0.45 1.48 0.05 0.08
 -------- 22:00 0.08 0.40 1.50 0.07 0.08
 -------- 23:00 0.09 0.39 1.51 0.09 0.07
 -------- 00:00 0.08 0.39 1.50 0.07 0.06
