 Date Time CO NO2 CHX NO PM10
 02.10.12 00:00 0.04 0.08 1.52 0.01 0.05
 -------- 01:00 0.05 0.14 1.51 0.02 0.05
 -------- 02:00 0.06 0.14 1.49 0.02 0.06
 -------- 03:00 0.05 0.10 1.48 0.02 0.05
 -------- 04:00 0.04 0.08 1.48 0.02 0.05
 02.10.12 05:00 0.04 0.11 1.50 0.02 0.05
 -------- 06:00 0.06 0.10 1.51 0.02 0.06
 -------- 07:00 0.08 0.13 1.54 0.03 0.07
 -------- 08:00 0.08 0.17 1.53 0.04 0.08
 -------- 09:00 0.09 0.22 1.54 0.11 0.10
 02.10.12 10:00 0.07 0.18 1.53 0.07 0.08
 -------- 11:00 0.07 0.19 1.54 0.08 0.11
 -------- 12:00 0.05 0.12 1.52 0.04 0.07
 -------- 13:00 0.04 0.07 1.46 0.02 0.04
 -------- 14:00 0.02 0.04 1.41 0.02 0.03
 02.10.12 15:00 0.02 0.05 1.44 0.02 0.05
 -------- 16:00 0.03 0.05 1.40 0.02 0.04
 -------- 17:00 0.04 0.10 1.41 0.02 0.06
 -------- 18:00 0.05 0.13 1.44 0.02 0.07
 -------- 19:00 0.10 0.26 1.47 0.03 0.11
 02.10.12 20:00 0.16 0.38 1.57 0.08 0.15
 -------- 21:00 0.14 0.36 1.59 0.07 0.15
 -------- 22:00 0.13 0.36 1.59 0.07 0.15
 -------- 23:00 0.11 0.35 1.57 0.06 0.11
 -------- 00:00 0.08 0.30 1.54 0.03 0.09
 03.10.12 01:00 0.07 0.27 1.53 0.02 0.07
 -------- 02:00 0.06 0.21 1.49 0.02 0.06
 -------- 03:00 0.06 0.24 1.54 0.02 0.05
 -------- 04:00 0.05 0.17 1.55 0.02 0.06
 -------- 05:00 0.04 0.13 1.49 0.02 0.04
 03.10.12 06:00 0.04 0.13 1.45 0.02 0.04
 -------- 07:00 0.07 0.17 1.47 0.02 0.04
 -------- 08:00 0.08 0.20 1.50 0.03 0.04
 -------- 09:00 0.08 0.21 1.52 0.03 0.04
 -------- 10:00 0.08 0.21 1.49 0.04 0.05
 03.10.12 11:00 0.07 0.19 1.46 0.04 0.06
 -------- 12:00 0.06 0.17 1.46 0.03 0.08
 -------- 13:00 0.08 0.17 1.47 0.04 0.08
 -------- 14:00 0.06 0.16 1.45 0.04 0.09
 -------- 15:00 0.06 0.15 1.47 0.03 0.10
 03.10.12 16:00 0.08 0.19 1.49 0.04 0.10
 -------- 17:00 0.08 0.20 1.49 0.04 0.11
 -------- 18:00 0.09 0.23 1.50 0.05 0.14
 -------- 19:00 0.10 0.24 1.51 0.07 0.16
 -------- 20:00 0.09 0.19 1.47 0.03 0.13
 03.10.12 21:00 0.08 0.19 1.48 0.03 0.14
 -------- 22:00 0.08 0.18 1.48 0.03 0.15
 -------- 23:00 0.09 0.20 1.53 0.03 0.16
