 Date Time CO NO2 CHX NO PM10
 16.10.12 12:00 0.08 0.24 1.53 0.06 0.11
 -------- 13:00 0.09 0.25 1.54 0.07 0.12
 -------- 14:00 0.09 0.24 1.53 0.06 0.13
 -------- 15:00 0.10 0.24 1.52 0.07 0.12
 -------- 16:00 0.09 0.25 1.52 0.07 0.13
 16.10.12 17:00 0.09 0.26 1.51 0.07 0.14
 -------- 18:00 0.10 0.30 1.54 0.08 0.13
 -------- 19:00 0.09 0.30 1.51 0.04 0.12
 -------- 20:00 0.10 0.31 1.54 0.07 0.12
 -------- 21:00 0.11 0.30 1.54 0.07 0.13
 16.10.12 22:00 0.10 0.28 1.53 0.06 0.12
 -------- 23:00 0.10 0.27 1.53 0.07 0.10
 -------- 00:00 0.12 0.26 1.55 0.12 0.12
 -------- 01:00 0.12 0.26 1.56 0.16 0.14
 -------- 02:00 0.12 0.26 1.56 0.15 0.14
 17.10.12 03:00 0.10 0.26 1.53 0.10 0.11
 -------- 04:00 0.10 0.25 1.56 0.11 0.11
 -------- 05:00 0.08 0.25 1.56 0.10 0.12
 -------- 06:00 0.08 0.22 1.55 0.10 0.13
 -------- 07:00 0.09 0.22 1.54 0.08 0.11
 17.10.12 08:00 0.10 0.23 1.64 0.17 0.12
 -------- 09:00 0.15 0.23 1.79 0.27 0.21
 -------- 10:00 0.15 0.23 1.71 0.30 0.21
 -------- 11:00 0.16 0.23 1.71 0.32 0.25
 -------- 12:00 0.15 0.23 1.67 0.25 0.18
 17.10.12 13:00 0.15 0.22 1.64 0.23 0.16
 -------- 14:00 0.15 0.25 1.64 0.24 0.17
 -------- 15:00 0.13 0.29 1.63 0.18 0.18
 -------- 16:00 0.08 0.28 1.56 0.05 0.11
 -------- 17:00 0.07 0.30 1.50 0.04 0.10
 17.10.12 18:00 0.11 0.40 1.55 0.11 0.14
 -------- 19:00 0.19 0.42 1.68 0.22 0.19
 -------- 20:00 0.16 0.39 1.66 0.18 0.19
 -------- 21:00 0.11 0.34 1.58 0.10 0.16
 -------- 22:00 0.09 0.32 1.52 0.04 0.14
 17.10.12 23:00 0.09 0.31 1.52 0.03 0.16
 -------- 00:00 0.08 0.28 1.53 0.03 0.21
 -------- 01:00 0.07 0.21 1.53 0.02 0.13
 -------- 02:00 0.06 0.16 1.53 0.02 0.13
 -------- 03:00 0.06 0.14 1.51 0.02 0.12
 18.10.12 04:00 0.06 0.10 1.53 0.02 0.10
 -------- 05:00 0.06 0.13 1.55 0.02 0.10
 -------- 06:00 0.07 0.13 1.57 0.03 0.11
 -------- 07:00 0.11 0.11 1.62 0.04 0.10
 -------- 08:00 0.26 0.12 1.78 0.20 0.10
 18.10.12 09:00 0.08 0.15 1.69 0.03 0.08
 -------- 10:00 0.06 0.07 1.45 0.02 0.03
 -------- 11:00 0.06 0.07 1.44 0.02 0.02
 -------- 12:00 0.06 0.12 1.43 0.03 0.03
