 Date Time CO OZ NO2 CHX NO PM10
 17.01.13 00:00 0.06 ---- 0.18 1.50 0.01 0.06
 -------- 01:00 0.06 ---- 0.15 1.49 0.01 0.06
 -------- 02:00 0.05 ---- 0.15 1.49 0.01 0.05
 -------- 03:00 0.06 ---- 0.14 1.50 0.01 0.06
 -------- 04:00 0.06 ---- 0.13 1.49 0.02 0.06
 17.01.13 05:00 0.06 ---- 0.12 1.50 0.01 0.06
 -------- 06:00 0.06 ---- 0.10 1.50 0.01 0.07
 -------- 07:00 0.06 ---- 0.13 1.51 0.01 0.07
 -------- 08:00 0.11 ---- 0.18 1.51 0.02 0.08
 -------- 09:00 0.07 ---- 0.20 1.51 0.02 0.06
 17.01.13 10:00 0.07 ---- 0.16 1.49 0.02 0.06
 -------- 11:00 0.06 ---- 0.16 1.49 0.02 0.06
 -------- 12:00 0.06 ---- 0.17 1.49 0.03 0.05
 -------- 13:00 0.07 ---- 0.15 1.49 0.02 0.04
 -------- 14:00 0.06 ---- 0.16 1.48 0.03 0.04
 17.01.13 15:00 0.06 ---- 0.14 1.48 0.03 0.05
 -------- 16:00 0.05 ---- 0.12 1.48 0.02 0.06
 -------- 17:00 0.06 ---- 0.11 1.48 0.02 0.09
 -------- 18:00 0.06 ---- 0.11 1.47 0.01 0.12
 -------- 19:00 0.06 ---- 0.11 1.48 0.02 0.09
 17.01.13 20:00 0.06 ---- 0.11 1.48 0.02 0.09
 -------- 21:00 0.06 ---- 0.10 1.48 0.01 0.08
 -------- 22:00 0.05 ---- 0.10 1.48 0.01 0.09
 -------- 23:00 0.05 ---- 0.11 1.49 0.01 0.08
 -------- 00:00 0.04 ---- 0.09 1.48 0.01 0.09
 18.01.13 01:00 0.04 ---- 0.08 1.49 0.01 0.09
 -------- 02:00 0.04 ---- 0.08 1.48 0.01 0.09
 -------- 03:00 0.04 ---- 0.06 1.48 0.01 0.10
 -------- 04:00 0.04 ---- 0.08 1.48 0.01 0.10
 -------- 05:00 0.04 ---- 0.09 1.50 0.01 0.06
 18.01.13 06:00 0.05 ---- 0.10 1.51 0.01 0.05
 -------- 07:00 0.06 ---- 0.12 1.52 0.01 0.07
 -------- 08:00 0.07 ---- 0.14 1.54 0.02 0.08
 -------- 09:00 0.08 ---- 0.14 1.53 0.02 0.06
 -------- 10:00 0.08 ---- 0.15 1.53 0.02 0.05
 18.01.13 11:00 0.08 ---- 0.14 1.53 0.02 0.05
 -------- 12:00 0.08 ---- 0.16 1.53 0.03 0.05
 -------- 13:00 0.08 ---- 0.14 1.52 0.02 0.05
 -------- 14:00 0.08 ---- 0.14 1.52 0.02 0.05
 -------- 15:00 0.09 ---- 0.18 1.56 0.03 0.07
 18.01.13 16:00 0.08 ---- 0.20 1.56 0.02 0.09
 -------- 17:00 0.09 ---- 0.19 1.56 0.02 0.06
 -------- 18:00 0.09 ---- 0.21 1.55 0.02 0.06
 -------- 19:00 0.07 ---- 0.20 1.55 0.02 0.05
 -------- 20:00 0.07 ---- 0.19 1.55 0.02 0.06
 18.01.13 21:00 0.06 ---- 0.19 1.55 0.02 0.05
 -------- 22:00 0.06 ---- 0.20 1.56 0.02 0.07
 -------- 23:00 0.06 ---- 0.19 1.55 0.01 0.06
 -------- 00:00 0.06 ---- 0.21 1.56 0.02 0.05
