 Date Time CO OZ NO2 CHX NO PM10
 31.03.13 12:00 0.05 ---- 0.09 1.46 0.02 0.04
 -------- 13:00 0.05 ---- 0.08 1.46 0.02 0.04
 -------- 14:00 0.05 ---- 0.09 1.46 0.02 0.04
 -------- 15:00 0.04 ---- 0.07 1.46 0.02 0.03
 -------- 16:00 0.04 ---- 0.07 1.46 0.02 0.04
 31.03.13 17:00 0.05 ---- 0.07 1.47 0.02 0.04
 -------- 18:00 0.07 ---- 0.07 1.49 0.02 0.05
 -------- 19:00 0.06 ---- 0.10 1.51 0.02 0.05
 -------- 20:00 0.07 ---- 0.09 1.54 0.01 0.05
 -------- 21:00 0.09 ---- 0.13 1.60 0.02 0.05
 31.03.13 22:00 0.09 ---- 0.17 1.62 0.02 0.06
 -------- 23:00 0.10 ---- 0.16 1.61 0.02 0.06
 -------- 00:00 0.11 ---- 0.20 1.65 0.04 0.06
 -------- 01:00 0.12 ---- 0.25 1.76 0.10 0.07
 -------- 02:00 0.14 ---- 0.27 1.79 0.17 0.07
 01.04.13 03:00 0.11 ---- 0.28 1.75 0.21 0.08
 -------- 04:00 0.11 ---- 0.40 1.73 0.09 0.09
 -------- 05:00 0.11 ---- 0.43 1.78 0.02 0.07
 -------- 06:00 0.11 ---- 0.43 1.78 0.02 0.05
 -------- 07:00 0.10 ---- 0.38 1.72 0.03 0.05
 01.04.13 08:00 0.11 ---- 0.37 1.68 0.05 0.05
 -------- 09:00 0.12 ---- 0.41 1.67 0.06 0.06
 -------- 10:00 0.10 ---- 0.41 1.62 0.06 0.05
 -------- 11:00 0.09 ---- 0.37 1.66 0.05 0.03
 -------- 12:00 0.08 ---- 0.32 1.59 0.03 0.01
 01.04.13 13:00 0.08 ---- 0.31 1.60 0.04 0.02
 -------- 14:00 0.08 ---- 0.32 1.51 0.04 0.04
 -------- 15:00 0.08 ---- 0.38 1.50 0.07 0.05
 -------- 16:00 0.08 ---- 0.35 1.53 0.05 0.08
 -------- 17:00 0.09 ---- 0.39 1.65 0.05 0.09
 01.04.13 18:00 0.09 ---- 0.41 1.56 0.06 0.08
 -------- 19:00 0.10 ---- 0.43 1.53 0.05 0.07
 -------- 20:00 0.10 ---- 0.45 1.54 0.03 0.08
 -------- 21:00 0.10 ---- 0.45 1.54 0.03 0.08
 -------- 22:00 0.09 ---- 0.35 1.54 0.02 0.06
 01.04.13 23:00 0.07 ---- 0.19 1.47 0.02 0.05
 -------- 00:00 0.06 ---- 0.15 1.45 0.02 0.05
 -------- 01:00 0.06 ---- 0.14 1.44 0.02 0.05
 -------- 02:00 0.04 ---- 0.12 1.44 0.01 0.05
 -------- 03:00 0.04 ---- 0.09 1.42 0.01 0.05
 02.04.13 04:00 0.04 ---- 0.07 1.41 0.01 0.04
 -------- 05:00 0.04 ---- 0.06 1.39 0.01 0.04
 -------- 06:00 0.05 ---- 0.07 1.40 0.01 0.03
 -------- 07:00 0.06 ---- 0.11 1.40 0.02 0.03
 -------- 08:00 0.07 ---- 0.12 1.43 0.02 0.03
 02.04.13 09:00 0.07 ---- 0.13 1.47 0.02 0.02
 -------- 10:00 0.06 ---- 0.12 1.48 0.02 0.02
 -------- 11:00 0.07 ---- 0.10 1.48 0.02 0.03
