 Date Time CO OZ NO2 CHX NO PM10
 15.02.13 00:00 0.13 ---- 0.52 1.66 0.09 0.12
 -------- 01:00 0.13 ---- 0.49 1.68 0.07 0.12
 -------- 02:00 0.12 ---- 0.49 1.69 0.06 0.13
 -------- 03:00 0.11 ---- 0.50 1.74 0.06 0.14
 -------- 04:00 0.10 ---- 0.49 1.85 0.06 0.14
 15.02.13 05:00 0.10 ---- 0.48 1.83 0.05 0.14
 -------- 06:00 0.11 ---- 0.47 1.83 0.07 0.15
 -------- 07:00 0.13 ---- 0.47 1.86 0.14 0.17
 -------- 08:00 0.17 ---- 0.49 1.91 0.17 0.20
 -------- 09:00 0.16 ---- 0.51 1.83 0.17 0.18
 15.02.13 10:00 0.15 ---- 0.51 1.83 0.16 0.19
 -------- 11:00 0.16 ---- 0.51 1.78 0.18 0.20
 -------- 12:00 0.14 ---- 0.45 1.70 0.14 0.19
 -------- 13:00 0.13 ---- 0.40 1.62 0.13 0.27
 -------- 14:00 0.10 ---- 0.36 1.57 0.10 0.23
 15.02.13 15:00 0.08 ---- 0.26 1.54 0.05 0.16
 -------- 16:00 0.07 ---- 0.20 1.56 0.03 0.17
 -------- 17:00 0.06 ---- 0.21 1.95 0.02 0.17
 -------- 18:00 0.06 ---- 0.22 2.17 0.02 0.15
 -------- 19:00 0.07 ---- 0.28 1.75 0.02 0.17
 15.02.13 20:00 0.07 ---- 0.30 1.63 0.02 0.18
 -------- 21:00 0.06 ---- 0.23 1.56 0.02 0.14
 -------- 22:00 0.06 ---- 0.23 1.56 0.02 0.13
 -------- 23:00 0.07 ---- 0.35 1.66 0.02 0.13
 -------- 00:00 0.09 ---- 0.38 1.64 0.02 0.12
 16.02.13 01:00 0.10 ---- 0.37 1.64 0.02 0.11
 -------- 02:00 0.10 ---- 0.39 1.65 0.02 0.11
 -------- 03:00 0.10 ---- 0.43 1.70 0.09 0.12
 -------- 04:00 0.10 ---- 0.41 1.73 0.10 0.11
 -------- 05:00 0.10 ---- 0.42 1.78 0.12 0.12
 16.02.13 06:00 0.11 ---- 0.40 1.80 0.12 0.12
 -------- 07:00 0.10 ---- 0.45 1.73 0.05 0.14
 -------- 08:00 0.15 ---- 0.42 1.85 0.12 0.13
 -------- 09:00 0.19 ---- 0.43 1.91 0.19 0.14
 -------- 10:00 0.21 ---- 0.46 1.90 0.31 0.18
 16.02.13 11:00 0.21 ---- 0.47 1.95 0.31 0.26
 -------- 12:00 0.21 ---- 0.51 2.01 0.34 0.34
 -------- 13:00 0.19 ---- 0.51 1.94 0.29 0.30
 -------- 14:00 0.10 ---- 0.41 1.66 0.10 0.15
 -------- 15:00 0.07 ---- 0.35 1.56 0.06 0.07
 16.02.13 16:00 0.07 ---- 0.36 1.58 0.05 0.09
 -------- 17:00 0.09 ---- 0.52 1.76 0.10 0.15
 -------- 18:00 0.11 ---- 0.56 1.92 0.09 0.17
 -------- 19:00 0.10 ---- 0.52 1.79 0.03 0.14
 -------- 20:00 0.08 ---- 0.28 1.65 0.02 0.13
 16.02.13 21:00 0.06 ---- 0.15 1.58 0.01 0.10
 -------- 22:00 0.06 ---- 0.13 1.57 0.01 0.11
 -------- 23:00 0.06 ---- 0.14 1.57 0.01 0.10
