 Date Time CO OZ NO2 CHX NO PM10
 16.09.12 12:00 0.04 ---- 0.02 1.40 0.02 0.03
 -------- 13:00 0.04 ---- 0.02 1.39 0.02 0.03
 -------- 14:00 0.04 ---- 0.02 1.39 0.02 0.04
 -------- 15:00 0.04 ---- 0.02 1.41 0.02 0.03
 -------- 16:00 0.05 ---- 0.02 1.69 0.02 0.03
 16.09.12 17:00 0.04 ---- 0.02 1.42 0.02 0.02
 -------- 18:00 0.04 ---- 0.02 1.41 0.02 0.03
 -------- 19:00 0.04 ---- 0.03 1.40 0.02 0.03
 -------- 20:00 0.05 ---- 0.04 1.45 0.02 0.02
 -------- 21:00 0.05 ---- 0.05 1.64 0.02 0.04
 16.09.12 22:00 0.06 ---- 0.06 1.58 0.02 0.05
 -------- 23:00 0.04 ---- 0.04 1.45 0.02 0.03
 -------- 00:00 0.04 ---- 0.04 1.44 0.01 0.03
 -------- 01:00 0.04 ---- 0.03 1.40 0.01 0.04
 -------- 02:00 0.02 ---- 0.02 1.40 0.02 0.04
 17.09.12 03:00 0.04 ---- 0.02 1.42 0.02 0.03
 -------- 04:00 0.02 ---- 0.02 1.48 0.01 0.03
 -------- 05:00 0.03 ---- 0.04 1.47 0.02 0.03
 -------- 06:00 0.04 ---- 0.04 1.53 0.02 0.04
 -------- 07:00 0.06 ---- 0.05 1.56 0.02 0.04
 17.09.12 08:00 0.11 ---- 0.13 1.61 0.07 0.08
 -------- 09:00 0.25 ---- 0.12 2.38 0.09 0.06
 -------- 10:00 0.15 ---- 0.11 1.83 0.04 0.08
 -------- 11:00 0.05 ---- 0.11 1.47 0.04 0.09
 -------- 12:00 0.04 ---- 0.05 1.41 0.02 0.04
 17.09.12 13:00 0.03 ---- 0.03 1.40 0.02 0.35
 -------- 14:00 0.03 ---- 0.04 1.38 0.02 0.12
 -------- 15:00 0.03 ---- 0.04 1.37 0.02 0.08
 -------- 16:00 0.02 ---- 0.02 1.37 0.01 0.06
 -------- 17:00 0.03 ---- 0.02 1.45 0.02 0.06
 17.09.12 18:00 0.04 ---- 0.04 1.40 0.02 0.07
 -------- 19:00 0.06 ---- 0.10 1.45 0.02 0.06
 -------- 20:00 0.06 ---- 0.11 1.45 0.02 0.06
 -------- 21:00 0.07 ---- 0.12 1.48 0.03 0.08
 -------- 22:00 0.13 ---- 0.14 1.62 0.08 0.18
 17.09.12 23:00 0.16 ---- 0.09 1.68 0.08 0.23
 -------- 00:00 0.14 ---- 0.06 1.69 0.10 0.17
 -------- 01:00 0.15 ---- 0.05 1.73 0.13 0.16
 -------- 02:00 0.17 ---- 0.03 1.96 0.17 0.14
 -------- 03:00 0.14 ---- 0.04 1.96 0.14 0.16
 18.09.12 04:00 0.13 ---- 0.04 1.83 0.13 0.07
 -------- 05:00 0.11 ---- 0.05 1.76 0.09 0.13
 -------- 06:00 0.10 ---- 0.07 1.77 0.06 0.06
 -------- 07:00 0.08 ---- 0.13 1.62 0.03 0.06
 -------- 08:00 0.13 ---- 0.13 1.61 0.06 0.06
 18.09.12 09:00 0.17 ---- 0.15 1.66 0.13 0.13
 -------- 10:00 0.11 ---- 0.24 1.57 0.09 0.11
 -------- 11:00 0.08 ---- 0.21 1.53 0.06 0.10
