 Date Time CO OZ NO2 CHX NO PM10
 09.12.12 12:00 0.06 ---- 0.12 1.50 0.03 0.03
 -------- 13:00 0.06 ---- 0.13 1.43 0.03 0.06
 -------- 14:00 0.04 ---- 0.10 1.41 0.02 0.02
 -------- 15:00 0.04 ---- 0.11 1.41 0.02 0.07
 -------- 16:00 0.07 ---- 0.14 1.43 0.02 0.06
 09.12.12 17:00 0.06 ---- 0.15 1.44 0.02 0.09
 -------- 18:00 0.09 ---- 0.18 1.45 0.02 0.08
 -------- 19:00 0.08 ---- 0.15 1.45 0.02 0.08
 -------- 20:00 0.09 ---- 0.14 1.45 0.02 0.08
 -------- 21:00 0.09 ---- 0.18 1.47 0.02 0.09
 09.12.12 22:00 0.14 ---- 0.23 1.54 0.06 0.10
 -------- 23:00 0.16 ---- 0.24 1.69 0.12 0.11
 -------- 00:00 0.19 ---- 0.25 1.68 0.14 0.12
 -------- 01:00 0.11 ---- 0.28 1.58 0.07 0.09
 -------- 02:00 0.11 ---- 0.26 1.60 0.08 0.10
 10.12.12 03:00 0.12 ---- 0.22 1.59 0.10 0.09
 -------- 04:00 0.13 ---- 0.23 1.58 0.12 0.08
 -------- 05:00 0.11 ---- 0.36 1.58 0.12 0.08
 -------- 06:00 0.13 ---- 0.36 1.75 0.17 0.10
 -------- 07:00 0.17 ---- 0.38 1.91 0.24 0.11
 10.12.12 08:00 0.20 ---- 0.38 1.99 0.28 0.14
 -------- 09:00 0.19 ---- 0.36 1.94 0.26 0.13
 -------- 10:00 0.21 ---- 0.34 1.83 0.25 0.13
 -------- 11:00 0.12 ---- 0.28 1.31 0.15 0.09
 -------- 12:00 0.11 ---- 0.27 ---- 0.12 0.08
 10.12.12 13:00 0.12 ---- 0.27 ---- 0.15 0.08
 -------- 14:00 0.13 ---- 0.27 ---- 0.17 0.09
 -------- 15:00 0.11 ---- 0.24 ---- 0.12 0.08
 -------- 16:00 0.11 ---- 0.24 ---- 0.12 0.07
 -------- 17:00 0.13 ---- 0.27 ---- 0.14 0.07
 10.12.12 18:00 0.12 ---- 0.27 ---- 0.15 0.07
 -------- 19:00 0.12 ---- 0.26 ---- 0.15 0.08
 -------- 20:00 0.11 ---- 0.24 ---- 0.13 0.07
 -------- 21:00 0.10 ---- 0.25 ---- 0.07 0.05
 -------- 22:00 0.09 ---- 0.27 ---- 0.05 0.03
 10.12.12 23:00 0.06 ---- 0.18 ---- 0.02 0.01
 -------- 00:00 0.04 ---- 0.17 ---- 0.01 0.01
 -------- 01:00 0.04 ---- 0.13 ---- 0.01 0.01
 -------- 02:00 0.04 ---- 0.13 ---- 0.01 0.06
 -------- 03:00 0.03 ---- 0.12 ---- 0.01 0.05
 11.12.12 04:00 0.02 ---- 0.12 ---- 0.01 0.04
 -------- 05:00 0.02 ---- 0.12 ---- 0.01 0.07
 -------- 06:00 0.03 ---- 0.12 ---- 0.01 0.07
 -------- 07:00 0.05 ---- 0.16 ---- 0.01 0.05
 -------- 08:00 0.05 ---- 0.21 ---- 0.02 0.03
 11.12.12 09:00 0.07 ---- 0.24 ---- 0.02 0.07
 -------- 10:00 0.08 ---- 0.27 ---- 0.03 0.04
 -------- 11:00 0.07 ---- 0.26 ---- 0.02 0.05
 -------- 12:00 0.06 ---- 0.27 ---- 0.03 0.05
