 Date Time CO OZ NO2 CHX NO PM10
 27.11.12 00:00 0.06 ---- 0.09 1.54 0.02 0.04
 -------- 01:00 0.06 ---- 0.09 1.52 0.02 0.04
 -------- 02:00 0.05 ---- 0.08 1.54 0.01 0.04
 -------- 03:00 0.04 ---- 0.05 1.53 0.02 0.03
 -------- 04:00 0.04 ---- 0.05 1.50 0.02 0.04
 27.11.12 05:00 0.05 ---- 0.04 1.48 0.01 0.04
 -------- 06:00 0.06 ---- 0.05 1.51 0.01 0.02
 -------- 07:00 0.06 ---- 0.07 1.49 0.02 0.04
 -------- 08:00 0.08 ---- 0.09 1.51 0.03 0.03
 -------- 09:00 0.07 ---- 0.08 1.49 0.03 0.03
 27.11.12 10:00 0.09 ---- 0.09 1.51 0.03 0.03
 -------- 11:00 0.08 ---- 0.10 1.51 0.04 0.06
 -------- 12:00 0.09 ---- 0.11 1.51 0.04 0.08
 -------- 13:00 0.09 ---- 0.09 1.50 0.03 0.07
 -------- 14:00 0.08 ---- 0.07 1.49 0.02 0.06
 27.11.12 15:00 0.07 ---- 0.07 1.48 0.02 0.05
 -------- 16:00 0.11 ---- 0.07 1.48 0.02 0.03
 -------- 17:00 0.04 ---- 0.06 1.46 0.01 0.03
 -------- 18:00 0.04 ---- 0.06 1.50 0.02 0.03
 -------- 19:00 0.06 ---- 0.06 1.61 0.01 0.03
 27.11.12 20:00 0.05 ---- 0.07 1.61 0.02 0.03
 -------- 21:00 0.07 ---- 0.08 1.49 0.03 0.03
 -------- 22:00 0.05 ---- 0.06 1.47 0.01 0.02
 -------- 23:00 0.04 ---- 0.06 1.45 0.01 0.03
 -------- 00:00 0.04 ---- 0.06 1.49 0.02 0.03
 28.11.12 01:00 0.04 ---- 0.06 1.45 0.01 0.03
 -------- 02:00 0.05 ---- 0.06 1.46 0.01 0.03
 -------- 03:00 0.04 ---- 0.07 1.46 0.01 0.03
 -------- 04:00 0.04 ---- 0.07 1.45 0.01 0.03
 -------- 05:00 0.05 ---- 0.06 1.46 0.02 0.03
 28.11.12 06:00 0.08 ---- 0.17 1.56 0.05 0.03
 -------- 07:00 0.09 ---- 0.22 1.53 0.10 0.04
 -------- 08:00 0.11 ---- 0.21 1.54 0.13 0.05
 -------- 09:00 0.14 ---- 0.26 1.81 0.26 0.06
 -------- 10:00 0.14 ---- 0.26 1.77 0.27 0.06
 28.11.12 11:00 0.13 ---- 0.22 1.62 0.18 0.07
 -------- 12:00 0.12 ---- 0.26 1.59 0.18 0.07
 -------- 13:00 0.18 ---- 0.30 1.71 0.36 0.12
 -------- 14:00 0.15 ---- 0.28 1.65 0.27 0.11
 -------- 15:00 0.12 ---- 0.26 1.59 0.24 0.09
 28.11.12 16:00 0.15 ---- 0.26 1.62 0.29 0.09
 -------- 17:00 0.14 ---- 0.27 1.66 0.39 0.09
 -------- 18:00 0.14 ---- 0.30 1.72 0.25 0.11
 -------- 19:00 0.11 ---- 0.30 1.55 0.17 0.06
 -------- 20:00 0.10 ---- 0.29 1.55 0.10 0.04
 28.11.12 21:00 0.08 ---- 0.30 1.53 0.07 0.04
 -------- 22:00 0.08 ---- 0.29 1.50 0.05 0.03
 -------- 23:00 0.07 ---- 0.30 1.49 0.05 0.03
 -------- 00:00 0.06 ---- 0.28 1.49 0.04 0.03
