 Date Time CO NO2 CHX NO PM10
 17.10.12 00:00 0.12 0.26 1.55 0.12 0.12
 -------- 01:00 0.12 0.26 1.56 0.16 0.14
 -------- 02:00 0.12 0.26 1.56 0.15 0.14
 -------- 03:00 0.10 0.26 1.53 0.10 0.11
 -------- 04:00 0.10 0.25 1.56 0.11 0.11
 17.10.12 05:00 0.08 0.25 1.56 0.10 0.12
 -------- 06:00 0.08 0.22 1.55 0.10 0.13
 -------- 07:00 0.09 0.22 1.54 0.08 0.11
 -------- 08:00 0.10 0.23 1.64 0.17 0.12
 -------- 09:00 0.15 0.23 1.79 0.27 0.21
 17.10.12 10:00 0.15 0.23 1.71 0.30 0.21
 -------- 11:00 0.16 0.23 1.71 0.32 0.25
 -------- 12:00 0.15 0.23 1.67 0.25 0.18
 -------- 13:00 0.15 0.22 1.64 0.23 0.16
 -------- 14:00 0.15 0.25 1.64 0.24 0.17
 17.10.12 15:00 0.13 0.29 1.63 0.18 0.18
 -------- 16:00 0.08 0.28 1.56 0.05 0.11
 -------- 17:00 0.07 0.30 1.50 0.04 0.10
 -------- 18:00 0.11 0.40 1.55 0.11 0.14
 -------- 19:00 0.19 0.42 1.68 0.22 0.19
 17.10.12 20:00 0.16 0.39 1.66 0.18 0.19
 -------- 21:00 0.11 0.34 1.58 0.10 0.16
 -------- 22:00 0.09 0.32 1.52 0.04 0.14
 -------- 23:00 0.09 0.31 1.52 0.03 0.16
 -------- 00:00 0.08 0.28 1.53 0.03 0.21
 18.10.12 01:00 0.07 0.21 1.53 0.02 0.13
 -------- 02:00 0.06 0.16 1.53 0.02 0.13
 -------- 03:00 0.06 0.14 1.51 0.02 0.12
 -------- 04:00 0.06 0.10 1.53 0.02 0.10
 -------- 05:00 0.06 0.13 1.55 0.02 0.10
 18.10.12 06:00 0.07 0.13 1.57 0.03 0.11
 -------- 07:00 0.11 0.11 1.62 0.04 0.10
 -------- 08:00 0.26 0.12 1.78 0.20 0.10
 -------- 09:00 0.08 0.15 1.69 0.03 0.08
 -------- 10:00 0.06 0.07 1.45 0.02 0.03
 18.10.12 11:00 0.06 0.07 1.44 0.02 0.02
 -------- 12:00 0.05 0.09 1.42 0.02 0.02
 -------- 13:00 0.04 0.06 1.41 0.02 0.01
 -------- 14:00 0.04 0.06 1.41 0.02 0.02
 -------- 15:00 0.04 0.06 1.41 0.02 0.01
 18.10.12 16:00 0.05 0.15 1.42 0.03 0.03
 -------- 17:00 0.07 0.19 1.43 0.03 0.03
 -------- 18:00 0.07 0.17 1.46 0.03 0.03
 -------- 19:00 0.05 0.15 1.50 0.02 0.03
 -------- 20:00 0.04 0.13 1.56 0.02 0.03
 18.10.12 21:00 0.05 0.10 1.43 0.02 0.03
 -------- 22:00 0.04 0.06 1.40 0.02 0.03
 -------- 23:00 0.04 0.08 1.40 0.02 0.03
 -------- 00:00 0.04 0.05 1.40 0.01 0.04
