 Date Time CO OZ NO2 CHX NO PM10
 25.11.12 12:00 0.10 ---- 0.28 1.78 0.12 0.14
 -------- 13:00 0.12 ---- 0.31 1.66 0.16 0.19
 -------- 14:00 0.12 ---- 0.32 1.58 0.20 0.23
 -------- 15:00 0.14 ---- 0.34 1.61 0.24 0.26
 -------- 16:00 0.12 ---- 0.37 1.59 0.26 0.23
 25.11.12 17:00 0.12 ---- 0.35 1.60 0.22 0.23
 -------- 18:00 0.13 ---- 0.35 1.60 0.24 0.26
 -------- 19:00 0.14 ---- 0.35 1.62 0.25 0.26
 -------- 20:00 0.14 ---- 0.34 1.60 0.22 0.22
 -------- 21:00 0.11 ---- 0.34 1.55 0.17 0.17
 25.11.12 22:00 0.07 ---- 0.33 1.54 0.08 0.12
 -------- 23:00 0.06 ---- 0.29 1.54 0.03 0.10
 -------- 00:00 0.06 ---- 0.25 1.48 0.02 0.09
 -------- 01:00 0.06 ---- 0.20 1.48 0.02 0.07
 -------- 02:00 0.07 ---- 0.17 1.51 0.01 0.07
 26.11.12 03:00 0.06 ---- 0.16 1.49 0.01 0.07
 -------- 04:00 0.06 ---- 0.17 1.50 0.01 0.07
 -------- 05:00 0.06 ---- 0.16 1.50 0.02 0.07
 -------- 06:00 0.07 ---- 0.17 1.50 0.02 0.08
 -------- 07:00 0.07 ---- 0.19 1.50 0.03 0.08
 26.11.12 08:00 0.08 ---- 0.20 1.50 0.04 0.08
 -------- 09:00 0.09 ---- 0.21 1.51 0.05 0.08
 -------- 10:00 0.09 ---- 0.20 1.51 0.05 0.08
 -------- 11:00 0.10 ---- 0.19 1.53 0.07 0.08
 -------- 12:00 0.08 ---- 0.17 1.54 0.06 0.08
 26.11.12 13:00 0.09 ---- 0.15 1.54 0.06 0.08
 -------- 14:00 0.07 ---- 0.13 1.52 0.05 0.07
 -------- 15:00 0.07 ---- 0.14 1.54 0.06 0.07
 -------- 16:00 0.06 ---- 0.14 1.55 0.06 0.07
 -------- 17:00 0.07 ---- 0.14 1.52 0.04 0.06
 26.11.12 18:00 0.07 ---- 0.14 1.55 0.05 0.06
 -------- 19:00 0.07 ---- 0.15 1.56 0.06 0.07
 -------- 20:00 0.08 ---- 0.15 1.55 0.06 0.06
 -------- 21:00 0.08 ---- 0.13 1.54 0.05 0.06
 -------- 22:00 0.06 ---- 0.13 1.53 0.03 0.05
 26.11.12 23:00 0.06 ---- 0.10 1.51 0.02 0.05
 -------- 00:00 0.06 ---- 0.09 1.53 0.02 0.05
 -------- 01:00 0.06 ---- 0.09 1.52 0.02 0.04
 -------- 02:00 0.05 ---- 0.08 1.54 0.01 0.04
 -------- 03:00 0.04 ---- 0.05 1.53 0.02 0.03
 27.11.12 04:00 0.04 ---- 0.05 1.50 0.02 0.04
 -------- 05:00 0.05 ---- 0.04 1.48 0.01 0.04
 -------- 06:00 0.06 ---- 0.05 1.51 0.01 0.02
 -------- 07:00 0.06 ---- 0.07 1.49 0.02 0.04
 -------- 08:00 0.08 ---- 0.09 1.51 0.03 0.03
 27.11.12 09:00 0.07 ---- 0.08 1.49 0.03 0.03
 -------- 10:00 0.09 ---- 0.09 1.51 0.03 0.03
 -------- 11:00 0.08 ---- 0.10 1.51 0.04 0.06
 -------- 12:00 0.08 ---- 0.13 1.50 0.04 0.09
