 Date Time CO NO2 CHX NO PM10
 22.09.12 00:00 0.04 0.04 1.39 0.01 ----
 -------- 01:00 0.04 0.05 1.39 0.01 0.12
 -------- 02:00 0.04 0.05 1.40 0.01 0.07
 -------- 03:00 0.04 0.04 1.55 0.01 0.12
 -------- 04:00 0.04 0.05 1.53 0.02 0.09
 22.09.12 05:00 0.04 0.04 1.39 0.01 0.05
 -------- 06:00 0.04 0.04 1.39 0.01 0.11
 -------- 07:00 0.04 0.04 1.38 0.01 0.08
 -------- 08:00 0.05 0.05 1.38 0.01 0.16
 -------- 09:00 0.05 0.05 1.38 0.02 0.11
 22.09.12 10:00 0.06 0.06 1.39 0.02 0.13
 -------- 11:00 0.06 0.07 1.40 0.02 0.09
 -------- 12:00 0.06 0.08 1.40 0.02 0.14
 -------- 13:00 0.06 0.08 1.40 0.03 0.16
 -------- 14:00 0.06 0.06 1.41 0.02 0.12
 22.09.12 15:00 0.06 0.07 1.42 0.02 0.16
 -------- 16:00 0.06 0.08 1.42 0.02 0.16
 -------- 17:00 0.06 0.10 1.42 0.02 0.15
 -------- 18:00 0.07 0.12 1.47 0.01 0.18
 -------- 19:00 0.07 0.12 1.48 0.02 0.09
 22.09.12 20:00 0.08 0.13 1.43 0.02 0.14
 -------- 21:00 0.08 0.16 1.45 0.02 0.27
 -------- 22:00 0.11 0.29 1.55 0.03 0.18
 -------- 23:00 0.14 0.40 1.66 0.07 0.19
 -------- 00:00 0.14 0.37 1.71 0.07 0.24
 23.09.12 01:00 0.14 0.37 1.71 0.08 0.21
 -------- 02:00 0.13 0.32 1.73 0.07 0.19
 -------- 03:00 0.12 0.30 1.72 0.07 0.19
 -------- 04:00 0.11 0.32 1.78 0.07 0.23
 -------- 05:00 0.09 0.32 1.72 0.04 0.18
 23.09.12 06:00 0.07 0.20 1.57 0.02 0.14
 -------- 07:00 0.06 0.22 1.53 0.02 0.15
 -------- 08:00 0.09 0.30 1.64 0.04 0.19
 -------- 09:00 0.09 0.30 1.62 0.06 0.12
 -------- 10:00 0.09 0.29 1.59 0.06 0.14
 23.09.12 11:00 0.10 0.30 1.58 0.07 0.20
 -------- 12:00 0.11 0.33 1.60 0.09 0.19
 -------- 13:00 0.11 0.30 1.55 0.07 0.15
 -------- 14:00 0.09 0.22 1.50 0.03 0.23
 -------- 15:00 0.08 0.16 1.46 0.03 0.08
 23.09.12 16:00 0.08 0.16 1.46 0.03 0.24
 -------- 17:00 0.08 0.17 1.47 0.03 0.14
 -------- 18:00 0.08 0.17 1.47 0.03 0.13
 -------- 19:00 0.08 0.15 1.46 0.02 0.09
 -------- 20:00 0.08 0.17 1.47 0.02 0.07
 23.09.12 21:00 0.07 0.13 1.46 0.02 0.09
 -------- 22:00 0.05 0.10 1.43 0.02 0.08
 -------- 23:00 0.04 0.08 1.43 0.02 0.06
