 Date Time CO NO2 CHX NO PM10
 05.04.13 00:00 0.06 0.23 1.56 0.01 0.04
 -------- 01:00 0.06 0.27 1.57 0.02 0.03
 -------- 02:00 0.07 0.46 1.59 0.02 0.06
 -------- 03:00 0.07 0.44 1.55 0.02 0.05
 -------- 04:00 0.06 0.32 1.53 0.02 0.04
 05.04.13 05:00 0.06 0.34 1.56 0.02 0.04
 -------- 06:00 0.07 0.42 1.57 0.02 0.05
 -------- 07:00 0.08 0.42 1.59 0.02 0.05
 -------- 08:00 0.09 0.51 1.59 0.03 0.07
 -------- 09:00 0.10 0.53 1.65 0.06 0.09
 05.04.13 10:00 0.11 0.54 1.67 0.07 0.12
 -------- 11:00 0.12 0.55 1.66 0.10 0.14
 -------- 12:00 0.12 0.58 1.67 0.13 0.15
 -------- 13:00 0.13 0.61 1.66 0.13 0.16
 -------- 14:00 0.14 0.67 1.68 0.15 0.17
 05.04.13 15:00 0.14 0.69 1.67 0.14 0.19
 -------- 16:00 0.12 0.69 1.64 0.11 0.18
 -------- 17:00 0.11 0.71 1.62 0.10 0.18
 -------- 18:00 0.13 0.74 1.64 0.10 0.18
 -------- 19:00 0.13 0.75 1.65 0.08 0.16
 05.04.13 20:00 0.15 0.77 1.69 0.10 0.16
 -------- 21:00 0.14 0.74 1.69 0.08 0.16
 -------- 22:00 0.10 0.46 1.58 0.02 0.11
 -------- 23:00 0.08 0.27 1.55 0.02 0.08
 -------- 00:00 0.08 0.19 1.53 0.01 0.10
 06.04.13 01:00 0.07 0.15 1.52 0.02 0.10
 -------- 02:00 0.06 0.11 1.51 0.02 0.06
 -------- 03:00 0.06 0.08 1.49 0.01 0.04
 -------- 04:00 0.06 0.06 1.48 0.01 0.02
 -------- 05:00 0.06 0.06 1.45 0.01 0.01
 06.04.13 06:00 0.06 0.06 1.46 0.01 0.01
 -------- 07:00 0.06 0.08 1.47 0.01 0.01
 -------- 08:00 0.07 0.10 1.50 0.01 0.02
 -------- 09:00 0.08 0.09 1.49 0.02 0.02
 -------- 10:00 0.08 0.10 1.49 0.02 0.02
 06.04.13 11:00 0.10 0.08 1.52 0.02 0.02
 -------- 12:00 0.09 0.07 1.51 0.02 0.03
 -------- 13:00 0.09 0.11 1.52 0.02 0.03
 -------- 14:00 0.09 0.14 1.53 0.02 0.03
 -------- 15:00 0.08 0.14 1.54 0.02 0.03
 06.04.13 16:00 0.08 0.12 1.53 0.02 0.02
 -------- 17:00 0.08 0.08 1.51 0.02 0.03
 -------- 18:00 0.08 0.07 1.52 0.02 0.02
 -------- 19:00 0.06 0.12 1.50 0.02 0.02
 -------- 20:00 0.06 0.15 1.47 0.02 0.02
 06.04.13 21:00 0.06 0.31 1.50 0.02 0.02
 -------- 22:00 0.05 0.19 1.80 0.02 0.02
 -------- 23:00 0.05 0.20 2.10 0.02 0.02
