 Date Time CO OZ NO2 CHX NO PM10
 01.04.13 12:00 0.08 ---- 0.31 1.60 0.03 0.01
 -------- 13:00 0.08 ---- 0.31 1.60 0.04 0.02
 -------- 14:00 0.08 ---- 0.32 1.51 0.04 0.04
 -------- 15:00 0.08 ---- 0.38 1.50 0.07 0.05
 -------- 16:00 0.08 ---- 0.35 1.53 0.05 0.08
 01.04.13 17:00 0.09 ---- 0.39 1.65 0.05 0.09
 -------- 18:00 0.09 ---- 0.41 1.56 0.06 0.08
 -------- 19:00 0.10 ---- 0.43 1.53 0.05 0.07
 -------- 20:00 0.10 ---- 0.45 1.54 0.03 0.08
 -------- 21:00 0.10 ---- 0.45 1.54 0.03 0.08
 01.04.13 22:00 0.09 ---- 0.35 1.54 0.02 0.06
 -------- 23:00 0.07 ---- 0.19 1.47 0.02 0.05
 -------- 00:00 0.06 ---- 0.15 1.45 0.02 0.05
 -------- 01:00 0.06 ---- 0.14 1.44 0.02 0.05
 -------- 02:00 0.04 ---- 0.12 1.44 0.01 0.05
 02.04.13 03:00 0.04 ---- 0.09 1.42 0.01 0.05
 -------- 04:00 0.04 ---- 0.07 1.41 0.01 0.04
 -------- 05:00 0.04 ---- 0.06 1.39 0.01 0.04
 -------- 06:00 0.05 ---- 0.07 1.40 0.01 0.03
 -------- 07:00 0.06 ---- 0.11 1.40 0.02 0.03
 02.04.13 08:00 0.07 ---- 0.12 1.43 0.02 0.03
 -------- 09:00 0.07 ---- 0.13 1.47 0.02 0.02
 -------- 10:00 0.06 ---- 0.12 1.48 0.02 0.02
 -------- 11:00 0.07 ---- 0.10 1.48 0.02 0.03
 -------- 12:00 0.08 ---- 0.09 1.53 0.03 0.03
 02.04.13 13:00 0.06 ---- 0.09 1.48 0.02 0.03
 -------- 14:00 0.06 ---- 0.09 1.48 0.02 0.04
 -------- 15:00 0.07 ---- 0.09 1.48 0.02 0.04
 -------- 16:00 0.07 ---- 0.09 1.48 0.02 0.03
 -------- 17:00 0.07 ---- 0.07 1.48 0.02 0.03
 02.04.13 18:00 0.06 ---- 0.07 1.49 0.02 0.03
 -------- 19:00 0.09 ---- 0.08 1.51 0.01 0.04
 -------- 20:00 0.07 ---- 0.09 1.48 0.02 0.04
 -------- 21:00 0.07 ---- 0.07 1.50 0.02 0.03
 -------- 22:00 0.06 ---- 0.09 1.50 0.02 0.04
 02.04.13 23:00 0.07 ---- 0.11 1.50 0.02 0.04
 -------- 00:00 0.07 ---- 0.10 1.50 0.01 0.04
 -------- 01:00 0.06 ---- 0.09 1.51 0.01 0.04
 -------- 02:00 0.06 ---- 0.09 1.51 0.02 0.04
 -------- 03:00 0.06 ---- 0.10 1.53 0.01 0.04
 03.04.13 04:00 0.06 ---- 0.07 1.56 0.01 0.05
 -------- 05:00 0.06 ---- 0.09 1.55 0.01 0.05
 -------- 06:00 0.08 ---- 0.13 1.54 0.02 0.05
 -------- 07:00 0.10 ---- 0.19 1.59 0.02 0.06
 -------- 08:00 0.09 ---- 0.20 1.61 0.02 0.06
 03.04.13 09:00 0.09 ---- 0.19 1.58 0.02 0.05
 -------- 10:00 0.07 ---- 0.13 1.62 0.02 0.04
 -------- 11:00 0.09 ---- 0.19 1.55 0.02 0.05
