 Date Time CO OZ NO2 CHX NO PM10
 27.03.13 12:00 0.04 ---- 0.10 1.46 0.03 0.03
 -------- 13:00 0.03 ---- 0.09 1.43 0.03 0.02
 -------- 14:00 0.03 ---- 0.05 1.43 0.02 0.03
 -------- 15:00 0.04 ---- 0.05 1.43 0.02 0.02
 -------- 16:00 0.04 ---- 0.05 1.48 0.02 0.03
 27.03.13 17:00 0.04 ---- 0.06 1.45 0.02 0.03
 -------- 18:00 0.04 ---- 0.06 1.46 0.02 0.03
 -------- 19:00 0.04 ---- 0.05 1.44 0.02 0.03
 -------- 20:00 0.05 ---- 0.09 1.47 0.02 0.03
 -------- 21:00 0.06 ---- 0.16 1.51 0.02 0.05
 27.03.13 22:00 0.07 ---- 0.16 1.54 0.02 0.04
 -------- 23:00 0.05 ---- 0.12 1.54 0.02 0.03
 -------- 00:00 0.06 ---- 0.13 1.51 0.02 0.03
 -------- 01:00 0.09 ---- 0.30 1.58 0.02 0.05
 -------- 02:00 0.07 ---- 0.20 1.54 0.02 0.04
 28.03.13 03:00 0.05 ---- 0.11 1.59 0.02 0.03
 -------- 04:00 0.05 ---- 0.08 1.57 0.01 0.03
 -------- 05:00 0.05 ---- 0.07 1.52 0.01 0.03
 -------- 06:00 0.05 ---- 0.06 1.52 0.02 0.02
 -------- 07:00 0.26 ---- 0.11 1.61 0.02 0.03
 28.03.13 08:00 0.11 ---- 0.11 1.58 0.02 0.04
 -------- 09:00 0.07 ---- 0.09 1.58 0.02 0.04
 -------- 10:00 0.04 ---- 0.07 1.51 0.02 0.04
 -------- 11:00 0.05 ---- 0.05 1.45 0.02 0.03
 -------- 12:00 0.09 ---- 0.05 1.47 0.02 0.02
 28.03.13 13:00 0.07 ---- 0.03 1.44 0.02 0.02
 -------- 14:00 0.05 ---- 0.03 1.42 0.02 0.03
 -------- 15:00 0.04 ---- 0.04 1.42 0.02 0.03
 -------- 16:00 0.04 ---- 0.04 1.41 0.02 0.02
 -------- 17:00 0.04 ---- 0.04 1.42 0.02 0.02
 28.03.13 18:00 0.04 ---- 0.04 1.43 0.02 0.02
 -------- 19:00 0.04 ---- 0.06 1.44 0.02 0.02
 -------- 20:00 0.06 ---- 0.13 1.48 0.02 0.03
 -------- 21:00 0.07 ---- 0.18 1.52 0.02 0.04
 -------- 22:00 0.07 ---- 0.17 1.54 0.02 0.05
 28.03.13 23:00 0.06 ---- 0.14 1.54 0.02 0.04
 -------- 00:00 0.05 ---- 0.10 1.52 0.02 0.03
 -------- 01:00 0.06 ---- 0.11 1.51 0.01 0.03
 -------- 02:00 0.13 ---- 0.35 1.64 0.03 0.08
 -------- 03:00 0.13 ---- 0.32 1.63 0.02 0.11
 29.03.13 04:00 0.11 ---- 0.34 1.65 0.02 0.08
 -------- 05:00 0.14 ---- 0.40 1.76 0.03 0.11
 -------- 06:00 0.21 ---- 0.43 1.86 0.05 0.05
 -------- 07:00 0.23 ---- 0.45 1.88 0.05 0.05
 -------- 08:00 0.34 ---- 0.50 2.01 0.16 0.05
 29.03.13 09:00 0.39 ---- 0.51 2.00 0.19 0.06
 -------- 10:00 0.12 ---- 0.33 1.59 0.05 0.06
 -------- 11:00 0.04 ---- 0.12 1.46 0.02 0.02
