 Date Time CO OZ NO2 CHX NO PM10
 30.03.13 00:00 0.22 ---- 0.61 1.85 0.15 0.16
 -------- 01:00 0.23 ---- 0.61 1.89 0.22 0.14
 -------- 02:00 0.21 ---- 0.61 1.92 0.19 0.12
 -------- 03:00 0.21 ---- 0.60 1.94 0.19 0.12
 -------- 04:00 0.21 ---- 0.59 1.95 0.19 0.09
 30.03.13 05:00 0.22 ---- 0.59 1.92 0.20 0.08
 -------- 06:00 0.19 ---- 0.61 1.78 0.17 0.06
 -------- 07:00 0.15 ---- 0.62 1.76 0.13 0.05
 -------- 08:00 0.17 ---- 0.58 1.75 0.13 0.06
 -------- 09:00 0.09 ---- 0.50 1.61 0.07 0.04
 30.03.13 10:00 0.10 ---- 0.52 1.63 0.08 0.07
 -------- 11:00 0.08 ---- 0.45 1.61 0.07 0.06
 -------- 12:00 0.05 ---- 0.28 1.54 0.04 0.05
 -------- 13:00 0.03 ---- 0.19 1.49 0.03 0.03
 -------- 14:00 0.03 ---- 0.18 1.48 0.03 0.03
 30.03.13 15:00 0.02 ---- 0.17 1.45 0.02 0.04
 -------- 16:00 0.03 ---- 0.10 1.44 0.02 0.09
 -------- 17:00 0.06 ---- 0.13 1.44 0.02 0.05
 -------- 18:00 0.06 ---- 0.20 1.46 0.02 0.04
 -------- 19:00 0.06 ---- 0.28 1.48 0.02 0.04
 30.03.13 20:00 0.07 ---- 0.30 1.50 0.02 0.05
 -------- 21:00 0.06 ---- 0.28 1.48 0.01 0.05
 -------- 22:00 0.08 ---- 0.30 1.48 0.01 0.05
 -------- 23:00 0.08 ---- 0.30 1.48 0.01 0.05
 -------- 00:00 0.07 ---- 0.27 1.47 0.01 0.05
 31.03.13 01:00 0.06 ---- 0.22 1.44 0.02 0.04
 -------- 02:00 0.06 ---- 0.19 1.43 0.02 0.03
 -------- 03:00 0.06 ---- 0.16 1.42 0.01 0.03
 -------- 04:00 0.06 ---- 0.16 1.42 0.01 0.03
 -------- 05:00 0.06 ---- 0.19 1.43 0.01 0.03
 31.03.13 06:00 0.06 ---- 0.20 1.45 0.01 0.03
 -------- 07:00 0.06 ---- 0.17 1.47 0.02 0.03
 -------- 08:00 0.06 ---- 0.18 1.47 0.02 0.04
 -------- 09:00 0.07 ---- 0.18 1.48 0.02 0.04
 -------- 10:00 0.07 ---- 0.14 1.47 0.02 0.04
 31.03.13 11:00 0.07 ---- 0.11 1.49 0.02 0.04
 -------- 12:00 0.05 ---- 0.09 1.46 0.02 0.04
 -------- 13:00 0.05 ---- 0.08 1.46 0.02 0.04
 -------- 14:00 0.05 ---- 0.09 1.46 0.02 0.04
 -------- 15:00 0.04 ---- 0.07 1.46 0.02 0.03
 31.03.13 16:00 0.04 ---- 0.07 1.46 0.02 0.04
 -------- 17:00 0.05 ---- 0.07 1.47 0.02 0.04
 -------- 18:00 0.07 ---- 0.07 1.49 0.02 0.05
 -------- 19:00 0.06 ---- 0.10 1.51 0.02 0.05
 -------- 20:00 0.07 ---- 0.09 1.54 0.01 0.05
 31.03.13 21:00 0.09 ---- 0.13 1.60 0.02 0.05
 -------- 22:00 0.09 ---- 0.17 1.62 0.02 0.06
 -------- 23:00 0.10 ---- 0.16 1.61 0.02 0.06
 -------- 00:00 0.10 ---- 0.16 1.61 0.02 0.06
