 Date Time CO OZ NO2 CHX NO PM10
 25.01.13 12:00 0.05 ---- 0.11 1.49 0.03 0.05
 -------- 13:00 0.04 ---- 0.06 1.47 0.02 0.04
 -------- 14:00 0.05 ---- 0.06 1.55 0.02 0.03
 -------- 15:00 0.09 ---- 0.07 1.48 0.02 0.38
 -------- 16:00 0.05 ---- 0.07 1.47 0.02 0.13
 25.01.13 17:00 0.05 ---- 0.11 1.49 0.02 0.10
 -------- 18:00 0.08 ---- 0.23 1.54 0.03 0.10
 -------- 19:00 0.06 ---- 0.14 1.50 0.02 0.07
 -------- 20:00 0.06 ---- 0.13 1.49 0.01 0.08
 -------- 21:00 0.05 ---- 0.13 1.50 0.01 0.09
 25.01.13 22:00 0.08 ---- 0.16 1.53 0.02 0.06
 -------- 23:00 0.06 ---- 0.14 1.50 0.02 0.06
 -------- 00:00 0.06 ---- 0.15 1.53 0.01 0.06
 -------- 01:00 0.06 ---- 0.13 1.51 0.01 0.05
 -------- 02:00 0.05 ---- 0.10 1.51 0.01 0.05
 26.01.13 03:00 0.06 ---- 0.14 1.53 0.01 0.05
 -------- 04:00 0.05 ---- 0.09 1.50 0.01 0.05
 -------- 05:00 0.04 ---- 0.02 1.46 0.01 0.04
 -------- 06:00 0.04 ---- 0.05 1.47 0.01 0.04
 -------- 07:00 0.05 ---- 0.14 1.49 0.01 0.04
 26.01.13 08:00 0.08 ---- 0.17 1.58 0.02 0.06
 -------- 09:00 0.07 ---- 0.17 1.56 0.02 0.04
 -------- 10:00 0.07 ---- 0.19 1.56 0.02 0.05
 -------- 11:00 0.08 ---- 0.20 1.55 0.04 0.07
 -------- 12:00 0.09 ---- 0.14 1.53 0.03 0.03
 26.01.13 13:00 0.06 ---- 0.16 1.51 0.03 0.05
 -------- 14:00 0.06 ---- 0.16 1.50 0.03 0.04
 -------- 15:00 0.06 ---- 0.16 1.50 0.03 0.04
 -------- 16:00 0.06 ---- 0.17 1.51 0.03 0.06
 -------- 17:00 0.05 ---- 0.17 1.49 0.02 0.05
 26.01.13 18:00 0.04 ---- 0.16 1.49 0.02 0.05
 -------- 19:00 0.05 ---- 0.18 1.49 0.02 0.05
 -------- 20:00 0.04 ---- 0.15 1.48 0.02 0.04
 -------- 21:00 0.04 ---- 0.18 1.49 0.02 0.08
 -------- 22:00 0.04 ---- 0.15 1.48 0.02 0.04
 26.01.13 23:00 0.04 ---- 0.15 1.50 0.02 0.05
 -------- 00:00 0.04 ---- 0.16 1.53 0.02 0.03
 -------- 01:00 0.04 ---- 0.15 1.51 0.01 0.05
 -------- 02:00 0.04 ---- 0.14 1.50 0.01 0.05
 -------- 03:00 0.05 ---- 0.15 1.48 0.02 0.03
 27.01.13 04:00 0.05 ---- 0.15 1.49 0.02 0.03
 -------- 05:00 0.05 ---- 0.11 1.50 0.02 0.04
 -------- 06:00 0.04 ---- 0.12 1.49 0.02 0.03
 -------- 07:00 0.04 ---- 0.13 1.47 0.02 0.02
 -------- 08:00 0.05 ---- 0.13 1.49 0.02 0.03
 27.01.13 09:00 0.04 ---- 0.13 1.48 0.01 0.05
 -------- 10:00 0.10 ---- 0.14 1.50 0.02 0.06
 -------- 11:00 0.08 ---- 0.16 1.50 0.03 0.08
