 Date Time CO OZ NO2 CHX NO PM10
 14.12.12 12:00 0.08 ---- 0.27 1.53 0.05 0.07
 -------- 13:00 0.08 ---- 0.29 1.53 0.07 0.07
 -------- 14:00 0.08 ---- 0.31 1.53 0.08 0.08
 -------- 15:00 0.08 ---- 0.30 1.52 0.06 0.08
 -------- 16:00 0.09 ---- 0.32 1.53 0.06 0.09
 14.12.12 17:00 0.09 ---- 0.36 1.54 0.05 0.09
 -------- 18:00 0.08 ---- 0.34 1.54 0.03 0.08
 -------- 19:00 0.06 ---- 0.29 1.53 0.02 0.07
 -------- 20:00 0.06 ---- 0.31 1.53 0.02 0.06
 -------- 21:00 0.07 ---- 0.32 1.55 0.02 0.06
 14.12.12 22:00 0.06 ---- 0.32 1.54 0.02 0.06
 -------- 23:00 0.07 ---- 0.36 1.55 0.02 0.07
 -------- 00:00 0.06 ---- 0.35 1.54 0.02 0.06
 -------- 01:00 0.06 ---- 0.35 1.56 0.04 0.06
 -------- 02:00 0.06 ---- 0.34 1.56 0.04 0.06
 15.12.12 03:00 0.06 ---- 0.33 1.56 0.03 0.06
 -------- 04:00 0.07 ---- 0.32 1.56 0.03 0.07
 -------- 05:00 0.08 ---- 0.33 1.60 0.05 0.07
 -------- 06:00 0.07 ---- 0.33 1.60 0.05 0.08
 -------- 07:00 0.07 ---- 0.32 1.60 0.06 0.08
 15.12.12 08:00 0.08 ---- 0.32 1.62 0.09 0.10
 -------- 09:00 0.09 ---- 0.33 1.64 0.13 0.11
 -------- 10:00 0.11 ---- 0.34 1.70 0.17 0.10
 -------- 11:00 0.12 ---- 0.34 1.75 0.22 0.12
 -------- 12:00 0.13 ---- 0.32 1.71 0.19 0.13
 15.12.12 13:00 0.12 ---- 0.31 1.70 0.19 0.15
 -------- 14:00 0.13 ---- 0.33 1.70 0.19 0.15
 -------- 15:00 0.15 ---- 0.36 1.70 0.19 0.15
 -------- 16:00 0.13 ---- 0.39 1.65 0.17 0.13
 -------- 17:00 0.13 ---- 0.41 1.65 0.15 0.12
 15.12.12 18:00 0.14 ---- 0.40 1.75 0.19 0.15
 -------- 19:00 0.15 ---- 0.40 1.77 0.20 0.15
 -------- 20:00 0.14 ---- 0.39 1.71 0.17 0.13
 -------- 21:00 0.13 ---- 0.37 1.67 0.15 0.12
 -------- 22:00 0.12 ---- 0.36 1.66 0.13 0.10
 15.12.12 23:00 0.09 ---- 0.35 1.62 0.10 0.09
 -------- 00:00 0.07 ---- 0.33 1.61 0.06 0.08
 -------- 01:00 0.08 ---- 0.32 1.61 0.07 0.09
 -------- 02:00 0.08 ---- 0.31 1.61 0.06 0.09
 -------- 03:00 0.07 ---- 0.31 1.63 0.06 0.08
 16.12.12 04:00 0.06 ---- 0.30 1.62 0.05 0.08
 -------- 05:00 0.06 ---- 0.29 1.62 0.05 0.08
 -------- 06:00 0.07 ---- 0.30 1.65 0.07 0.08
 -------- 07:00 0.08 ---- 0.31 1.67 0.11 0.08
 -------- 08:00 0.09 ---- 0.31 1.69 0.14 0.08
 16.12.12 09:00 0.11 ---- 0.33 1.80 0.23 0.10
 -------- 10:00 0.13 ---- 0.34 1.88 0.28 0.12
 -------- 11:00 0.15 ---- 0.32 1.85 0.27 0.13
 -------- 12:00 0.14 ---- 0.32 1.82 0.26 0.13
