 Date Time CO OZ NO2 CHX NO PM10
 18.02.13 12:00 0.08 ---- 0.12 1.54 0.03 ----
 -------- 13:00 0.08 ---- 0.15 1.55 0.03 ----
 -------- 14:00 0.08 ---- 0.14 1.53 0.04 ----
 -------- 15:00 0.08 ---- 0.10 1.50 0.02 0.17
 -------- 16:00 0.08 ---- 0.10 1.51 0.02 0.18
 18.02.13 17:00 0.08 ---- 0.10 1.51 0.02 0.15
 -------- 18:00 0.08 ---- 0.14 1.53 0.02 0.15
 -------- 19:00 0.08 ---- 0.14 1.54 0.01 0.15
 -------- 20:00 0.09 ---- 0.15 1.54 0.02 0.14
 -------- 21:00 0.10 ---- 0.19 1.55 0.02 0.14
 18.02.13 22:00 0.11 ---- 0.21 1.60 0.02 0.14
 -------- 23:00 0.09 ---- 0.19 1.62 0.01 0.13
 -------- 00:00 0.08 ---- 0.24 1.66 0.01 0.14
 -------- 01:00 0.08 ---- 0.24 1.78 0.01 0.13
 -------- 02:00 0.08 ---- 0.25 1.72 0.01 0.12
 19.02.13 03:00 0.08 ---- 0.27 1.85 0.02 0.12
 -------- 04:00 0.06 ---- 0.20 1.76 0.02 0.11
 -------- 05:00 0.06 ---- 0.13 1.64 0.01 0.10
 -------- 06:00 0.07 ---- 0.11 1.60 0.02 0.10
 -------- 07:00 0.06 ---- 0.11 1.57 0.01 0.09
 19.02.13 08:00 0.09 ---- 0.14 1.59 0.02 0.11
 -------- 09:00 0.09 ---- 0.26 1.59 0.03 0.14
 -------- 10:00 0.09 ---- 0.23 1.60 0.04 0.12
 -------- 11:00 0.06 ---- 0.15 1.56 0.03 0.08
 -------- 12:00 0.06 ---- 0.06 1.53 0.02 0.06
 19.02.13 13:00 0.06 ---- 0.06 1.53 0.02 0.06
 -------- 14:00 0.06 ---- 0.05 1.56 0.02 0.08
 -------- 15:00 0.06 ---- 0.07 1.52 0.02 0.08
 -------- 16:00 0.06 ---- 0.07 1.52 0.02 0.07
 -------- 17:00 0.07 ---- 0.07 1.54 0.02 0.08
 19.02.13 18:00 0.08 ---- 0.15 1.53 0.02 0.10
 -------- 19:00 0.09 ---- 0.16 1.57 0.02 0.11
 -------- 20:00 0.10 ---- 0.20 1.59 0.02 0.11
 -------- 21:00 0.10 ---- 0.20 1.59 0.02 0.11
 -------- 22:00 0.09 ---- 0.13 1.55 0.01 0.10
 19.02.13 23:00 0.09 ---- 0.14 1.59 0.02 0.10
 -------- 00:00 0.13 ---- 0.13 1.61 0.01 0.11
 -------- 01:00 0.09 ---- 0.14 1.59 0.01 0.10
 -------- 02:00 0.08 ---- 0.11 1.57 0.01 0.14
 -------- 03:00 0.08 ---- 0.12 1.57 0.01 0.12
 20.02.13 04:00 0.08 ---- 0.14 1.64 0.01 0.11
 -------- 05:00 0.08 ---- 0.14 1.65 0.01 0.10
 -------- 06:00 0.11 ---- 0.16 1.67 0.02 0.11
 -------- 07:00 0.11 ---- 0.13 1.64 0.01 0.10
 -------- 08:00 0.11 ---- 0.19 1.67 0.04 0.10
 20.02.13 09:00 0.17 ---- 0.26 1.69 0.04 0.11
 -------- 10:00 0.15 ---- 0.30 1.77 0.07 0.12
 -------- 11:00 0.09 ---- 0.27 1.67 0.08 0.10
